City,Mode,Output,Variable,Pearson_r,Spearman_r,SRC,PRCC,abs_Pearson_r,abs_Spearman_r,abs_SRC,abs_PRCC
Atlanta,Liquid Truck,Total Cost,Transmission Leakage Rate,0.026997466237921836,0.025486750358867504,0.032612533871023835,0.14086123769782805,0.026997466237921836,0.025486750358867504,0.032612533871023835,0.14086123769782805
Atlanta,Liquid Truck,Total Cost,Distribution Leakage Rate,0.022998719033271338,0.020868999484689996,0.0343879708616707,0.1532114315732774,0.022998719033271338,0.020868999484689996,0.0343879708616707,0.1532114315732774
Atlanta,Liquid Truck,Total Cost,Fuel Economy,-0.02273857859017849,-0.021226099316260995,-0.00971170289396558,-0.04572773585732768,0.02273857859017849,0.021226099316260995,0.00971170289396558,0.04572773585732768
Atlanta,Liquid Truck,Total Cost,Fuel Price,0.017653942308014935,0.01652871303328713,0.0166962696283055,0.0713619417619645,0.017653942308014935,0.01652871303328713,0.0166962696283055,0.0713619417619645
Atlanta,Liquid Truck,Total Cost,Cab Cost,0.012515283122675374,0.012368518263685183,0.015960203373102128,0.0805676194067022,0.012515283122675374,0.012368518263685183,0.015960203373102128,0.0805676194067022
Atlanta,Liquid Truck,Total Cost,Electricity Carbon Intensity,0.009938184894008035,0.010741098515410986,-0.0001211324301793784,0.010141272097319631,0.009938184894008035,0.010741098515410986,0.0001211324301793784,0.010141272097319631
Atlanta,Liquid Truck,Total Cost,Hydrogen Fuel Carbon Intensity,-0.008618860428552188,-0.006668064342680643,0.000949091019210299,0.008147723595833208,0.008618860428552188,0.006668064342680643,0.000949091019210299,0.008147723595833208
Atlanta,Liquid Truck,Total Cost,Commpression Capital Cost,-0.007550071164786009,-0.007603302424033024,-0.00010816923639196217,0.0018137426275063261,0.007550071164786009,0.007603302424033024,0.00010816923639196217,0.0018137426275063261
Atlanta,Liquid Truck,Total Cost,Pipeline Capital Cost,0.00656266084743978,0.008596942477969424,-0.0007871359026114014,0.006677159696788875,0.00656266084743978,0.008596942477969424,0.0007871359026114014,0.006677159696788875
Atlanta,Liquid Truck,Total Cost,Compression Efficiency,0.0025919251715908354,0.0019750873157508733,0.0005291853128270779,-0.00010516054134815234,0.0025919251715908354,0.0019750873157508733,0.0005291853128270779,0.00010516054134815234
Atlanta,Liquid Truck,Total Cost,Station Leakage Rate,-0.0008959901004871894,-0.0014326357463263575,0.007896719022790832,0.026613267897194436,0.0008959901004871894,0.0014326357463263575,0.007896719022790832,0.026613267897194436
Atlanta,Liquid Truck,Total Cost,Transmission Length,,,2.220446049250313e-16,,,,2.220446049250313e-16,
