Liquid Truck,,,,,,,,,,,,,,,,,,,,Pipelines,,,,,,,,,,,,,,,,,
Electricity Cost,Utilization,Fuel Price,Liquid Leakage,Transmission Length,Liquid Station Leakage,Liquid Transmission Leakge,Stations,Fuel Economy,Cab Cost,Liquifaction Cap Cost,Compressor/ Liquifaction Cost,Station Capital Cost,Pipeline Capital Cost,Liquefaction Efficiency,Transmission Cost,Distribution Cost,Station Cost,Final Cost,,Electricity Cost,Utilization,Pipe Leakage,Pipe Station Leakage,Pipe Trans Leakage,Stations,Fuel Economy,Cab Cost,Liquifaction Cap Cost,Compressor/ Liquifaction Cost,Station Capital Cost,Pipeline Capital Cost,Transmission Length,Compression Efficiency,Transmission Cost,Distribution Cost,Station Cost,Final Cost
0.2159065,58.9881277,9.22318316,0.04031494,100,0.01984769,0.01150228,197,8.10791268,271850.669,0.99464526,0.89081252,0.83031368,0.80280139,1.10994146,3.9417,3.4826,0.77693259,8.20123259,,0.2159065,58.9881277,0.04806066,0.00523887,0.00025302,197,8.10791268,271850.669,0.99464526,0.89081252,0.83031368,0.80280139,100,1.10994146,0.4463,2.4824,2.53904951,5.46774951
0.10360323,52.5139523,7.55593061,0.02134285,100,0.01015846,0.01517794,221,9.60735924,276456.32,1.10172815,0.91541345,1.06896205,1.09950278,1.05816748,2.7428,2.3117,0.97517457,6.02967457,,0.10360323,52.5139523,0.0157275,0.00647672,0.0003914,221,9.60735924,276456.32,1.10172815,0.91541345,1.06896205,1.09950278,100,1.05816748,0.4425,2.5957,2.6096493,5.6478493
0.08148163,58.9836931,8.16139078,0.02934663,100,0.02096105,0.01723586,197,8.67150249,272735.441,1.08728585,1.01904309,1.12716494,0.96761873,0.83285263,2.4904,2.0823,0.91286262,5.48556262,,0.08148163,58.9836931,0.01079671,0.00360909,0.00033365,197,8.67150249,272735.441,1.08728585,1.01904309,1.12716494,0.96761873,100,0.83285263,0.4437,2.4688,2.35963995,5.27213995
0.18011839,79.0012932,13.3646979,0.05346926,100,0.0101789,0.01302657,147,9.41428745,314385.235,1.15101013,1.03700111,0.99589829,1.14359639,0.95549653,3.7665,3.2552,0.67091404,7.69261404,,0.18011839,79.0012932,0.03518943,0.00461672,0.00032224,147,9.41428745,314385.235,1.15101013,1.03700111,0.99589829,1.14359639,100,0.95549653,0.4471,2.1896,2.19307103,4.82977103
0.14314261,58.2219648,12.9602246,0.04026647,100,0.01678056,0.02040582,199,8.92657561,256970.584,0.90638671,1.08820536,1.04028358,1.16644638,0.88922479,3.0242,2.5997,0.89240584,6.51630584,,0.14314261,58.2219648,0.03129053,0.0056142,0.00023756,199,8.92657561,256970.584,0.90638671,1.08820536,1.04028358,1.16644638,100,0.88922479,0.4475,2.488,2.5504129,5.4859129
0.17023864,62.8795338,10.8951755,0.0387018,100,0.0155829,0.03559147,185,10.8280005,266420.138,0.92971869,1.12812154,1.14079871,0.95410998,1.01945307,3.3825,2.9071,0.91204442,7.20164442,,0.17023864,62.8795338,0.04395,0.00534145,0.00034904,185,10.8280005,266420.138,0.92971869,1.12812154,1.14079871,0.95410998,100,1.01945307,0.4499,2.4168,2.70418194,5.57088194
0.14675065,83.5950327,10.9844308,0.0508058,100,0.01031606,0.03897745,139,9.66647921,272053.659,1.04196248,1.10325539,0.82980146,0.99388883,0.88611362,3.2726,2.7709,0.53964735,6.58314735,,0.14675065,83.5950327,0.03278523,0.00482382,0.00022011,139,9.66647921,272053.659,1.04196248,1.10325539,0.82980146,0.99388883,100,0.88611362,0.448,2.1385,1.76251668,4.34901668
0.20207615,61.2165451,13.4066405,0.01768681,100,0.01535636,0.01874855,190,11.0841306,307890.618,0.86087627,1.09470737,1.06086545,0.83443711,1.12994435,3.5994,3.15,0.89757684,7.64697684,,0.20207615,61.2165451,0.04987778,0.00285102,0.00023584,190,11.0841306,307890.618,0.86087627,1.09470737,1.06086545,0.83443711,100,1.12994435,0.4501,2.4455,2.77821881,5.67381881
0.2115361,58.440299,11.7315679,0.0330807,100,0.01928342,0.04138965,199,10.7183495,335990.036,1.06098094,0.93828986,1.14842854,0.86681621,1.1153404,4.0433,3.4865,1.00606292,8.53586292,,0.2115361,58.440299,0.04020847,0.00392477,0.000272,199,10.7183495,335990.036,1.06098094,0.93828986,1.14842854,0.86681621,100,1.1153404,0.4461,2.4899,3.05881832,5.99481832
0.14890912,70.9630108,14.228683,0.0391273,100,0.01516779,0.0184333,164,8.65678685,395571.578,1.07883348,0.90870683,0.91525378,0.88211195,1.0922682,3.3286,2.843,0.67544726,6.84704726,,0.14890912,70.9630108,0.00442439,0.00372521,0.00027423,164,8.65678685,395571.578,1.07883348,0.90870683,0.91525378,0.88211195,100,1.0922682,0.4409,2.2809,2.07264478,4.79444478
0.17931719,61.9154787,11.2070069,0.02156078,100,0.02024521,0.00703931,188,7.9149868,371667.898,1.10111299,1.15529606,0.98520288,0.99311426,1.05974205,3.6279,3.162,0.82984062,7.61974062,,0.17931719,61.9154787,0.00178188,0.00474605,0.00036617,188,7.9149868,371667.898,1.10111299,1.15529606,0.98520288,0.99311426,100,1.05974205,0.4449,2.4181,2.53116786,5.39416786
0.10465051,53.3274269,12.1362052,0.03400167,100,0.01038396,0.03225014,218,10.8554295,327058.232,1.07301903,0.8768338,1.05882211,1.00755932,0.99336312,2.7853,2.3242,0.9541344,6.0636344,,0.10465051,53.3274269,0.02235881,0.00554848,0.00035521,218,10.8554295,327058.232,1.07301903,0.8768338,1.05882211,1.00755932,100,0.99336312,0.4426,2.5824,2.56190962,5.58690962
0.19621881,78.3735991,14.2989316,0.04353791,100,0.0165013,0.04801575,148,7.91673045,391233.242,1.16448264,1.12290194,0.90924072,0.84043434,1.1994211,4.0668,3.4534,0.64294303,8.16314303,,0.19621881,78.3735991,0.01488039,0.00428385,0.00035466,148,7.91673045,391233.242,1.16448264,1.12290194,0.90924072,0.84043434,100,1.1994211,0.446,2.1891,2.17467996,4.80977996
0.22181681,88.1511021,14.724422,0.05228245,100,0.01683549,0.02933184,132,8.27174571,250141.108,1.03168974,0.80931776,0.93588195,1.05284464,0.85805819,4.1534,3.6127,0.61034391,8.37644391,,0.22181681,88.1511021,0.02575178,0.00553501,0.00029108,132,8.27174571,250141.108,1.03168974,0.80931776,0.93588195,1.05284464,100,0.85805819,0.4419,2.0888,2.20061113,4.73131113
0.14689121,76.7379999,11.153338,0.01209497,100,0.02072947,0.00408502,151,9.88333387,330464.876,0.91141706,0.83512604,0.81348639,1.10494344,0.91799572,3.0001,2.6105,0.57813303,6.18873303,,0.14689121,76.7379999,0.02514164,0.00632655,0.00031549,151,9.88333387,330464.876,0.91141706,0.83512604,0.81348639,1.10494344,100,0.91799572,0.4423,2.2102,1.83765419,4.49015419
0.08199676,58.2831573,11.7838607,0.01215507,100,0.0163325,0.04144883,199,11.2765239,222181.046,0.88568058,0.88865383,0.87394795,1.01042397,0.80532315,2.2595,1.8728,0.73953853,4.87183853,,0.08199676,58.2831573,0.03721016,0.00555363,0.00038729,199,11.2765239,222181.046,0.88568058,0.88865383,0.87394795,1.01042397,100,0.80532315,0.4448,2.4891,1.96582168,4.89972168
0.15122882,59.8773336,11.5490346,0.03157461,100,0.01837608,0.02992429,194,8.39583955,333149.421,1.1541965,0.83012755,0.95846233,0.98007419,0.90884969,3.4252,2.917,0.81913424,7.16133424,,0.15122882,59.8773336,0.02782533,0.00547971,0.00034953,194,8.39583955,333149.421,1.1541965,0.83012755,0.95846233,0.98007419,100,0.90884969,0.4425,2.4584,2.40584826,5.30674826
0.14882011,63.9555264,14.6753612,0.01173658,100,0.01493023,0.02136864,182,9.16652939,219484.198,1.05215464,1.03835275,1.1774879,0.94189398,0.90451834,3.204,2.7419,0.90962797,6.85552797,,0.14882011,63.9555264,0.04436134,0.00395289,0.00026435,182,9.16652939,219484.198,1.05215464,1.03835275,1.1774879,0.94189398,100,0.90451834,0.4484,2.3993,2.61896178,5.46666178
0.08358892,83.9805651,9.27264261,0.01554801,100,0.01079665,0.01860626,138,10.828454,285456.312,1.05080438,1.00895627,1.11601915,1.12527483,0.88138244,2.4586,2.0483,0.64349198,5.15039198,,0.08358892,83.9805651,0.03642262,0.0059911,0.00022736,138,10.828454,285456.312,1.05080438,1.00895627,1.11601915,1.12527483,100,0.88138244,0.4468,2.1332,1.77924092,4.35924092
0.2034264,87.1579552,9.70507574,0.05329445,100,0.01594467,0.00746523,133,8.36137874,396677.029,0.87835312,1.1916909,0.92167268,0.99674199,1.13164475,3.7182,3.2793,0.59852069,7.59602069,,0.2034264,87.1579552,0.02358758,0.00298601,0.00032965,133,8.36137874,396677.029,0.87835312,1.1916909,0.92167268,0.99674199,100,1.13164475,0.4483,2.0962,2.10050386,4.64500386
0.15451046,87.9319715,12.4935956,0.01728359,100,0.01714653,0.01733351,132,7.97042289,200312.793,0.99867721,1.15430262,1.01308556,1.13475921,0.967259,3.2025,2.7625,0.6111191,6.5761191,,0.15451046,87.9319715,0.01451547,0.00337566,0.00028618,132,7.97042289,200312.793,0.99867721,1.15430262,1.01308556,1.13475921,100,0.967259,0.4465,2.0864,1.95069834,4.48359834
0.20243367,66.0130024,9.49946928,0.02996528,100,0.01771814,0.00657838,176,10.2504153,396081.316,1.18534536,0.86046026,0.84612632,1.13109591,1.02559397,3.9953,3.4996,0.70789473,8.20279473,,0.20243367,66.0130024,0.0250104,0.00303589,0.00029939,176,10.2504153,396081.316,1.18534536,0.86046026,0.84612632,1.13109591,100,1.02559397,0.4427,2.357,2.33425714,5.13395714
0.17493278,52.6861429,12.1391397,0.0227158,100,0.01302148,0.01842287,220,10.0979058,251778.924,0.82845464,1.14924767,0.87541838,1.10625684,0.82666004,3.2498,2.8268,0.86259023,6.93919023,,0.17493278,52.6861429,0.01588605,0.0056405,0.00037666,220,10.0979058,251778.924,0.82845464,1.14924767,0.87541838,1.10625684,100,0.82666004,0.4466,2.5916,2.59583991,5.63403991
0.15840723,59.1510391,10.3803191,0.02497355,100,0.014135,0.03612306,196,10.2895838,307089.15,0.91177883,0.80371845,1.14867597,0.92647431,1.04439824,3.2057,2.7397,0.9612472,6.9066472,,0.15840723,59.1510391,0.02472496,0.00284014,0.00037045,196,10.2895838,307089.15,0.91177883,0.80371845,1.14867597,0.92647431,100,1.04439824,0.4417,2.467,2.76867318,5.67737318
0.22291433,50.6429815,8.26933336,0.00591386,100,0.01484831,0.00753981,229,9.09585156,259422.576,0.89772944,0.89601309,0.87135258,0.90976284,0.85453184,3.7954,3.3649,0.91817176,8.07847176,,0.22291433,50.6429815,0.0428761,0.00290995,0.00025983,229,9.09585156,259422.576,0.89772944,0.89601309,0.87135258,0.90976284,100,0.85453184,0.4457,2.6444,2.88802105,5.97812105
0.0628284,60.0852489,7.7397151,0.02335038,100,0.0198872,0.03144883,193,8.14830563,275537.932,1.05762911,1.19653871,0.9791019,1.10853636,0.82148039,2.2501,1.8472,0.78340025,4.88070025,,0.0628284,60.0852489,0.03428442,0.00571603,0.00024222,193,8.14830563,275537.932,1.05762911,1.19653871,0.9791019,1.10853636,100,0.82148039,0.4498,2.4575,1.99523114,4.90253114
0.16285149,65.0227022,14.4520478,0.04705049,100,0.01302552,0.02418279,179,9.42987289,222694.433,0.88479753,1.13471119,1.05555124,1.15628793,1.08683631,3.2443,2.7969,0.82468257,6.86588257,,0.16285149,65.0227022,0.01499629,0.00545052,0.00025394,179,9.42987289,222694.433,0.88479753,1.13471119,1.05555124,1.15628793,100,1.08683631,0.4462,2.3728,2.47842121,5.29742121
0.19156326,61.586628,13.4150596,0.0361523,100,0.01048993,0.01044918,189,8.50635383,363085.377,1.12794991,1.09875991,0.83288751,1.16583188,1.12190392,3.8429,3.331,0.73051925,7.90441925,,0.19156326,61.586628,0.02643433,0.00298555,0.00038852,189,8.50635383,363085.377,1.12794991,1.09875991,0.83288751,1.16583188,100,1.12190392,0.4471,2.4313,2.35504837,5.23344837
0.22719726,59.2408323,8.13796663,0.0128707,100,0.01781392,0.03841768,196,8.96812167,305302.989,1.0824079,1.1620949,1.01275558,1.0666085,1.00680101,4.1725,3.6141,0.90629885,8.69289885,,0.22719726,59.2408323,0.04378563,0.00609588,0.00033133,196,8.96812167,305302.989,1.0824079,1.1620949,1.01275558,1.0666085,100,1.00680101,0.4505,2.4773,2.8921724,5.8199724
0.09283142,50.0589848,11.0640674,0.03717997,100,0.01904727,0.00542092,232,9.10072787,256584.513,0.87662306,0.82373655,1.04496932,1.06855128,1.09862292,2.3753,2.0173,1.00366317,5.39626317,,0.09283142,50.0589848,0.02009697,0.00180034,0.00037945,232,9.10072787,256584.513,0.87662306,0.82373655,1.04496932,1.06855128,100,1.09862292,0.4414,2.6499,2.59972422,5.69102422
0.11068003,56.2832117,11.0355859,0.04966048,100,0.01997724,0.0358621,206,11.2531638,269589.555,0.99151273,1.05030777,0.80153494,0.84001653,1.05116909,2.7698,2.336,0.72945305,5.83525305,,0.11068003,56.2832117,0.03392081,0.00627193,0.00026534,206,11.2531638,269589.555,0.99151273,1.05030777,0.80153494,0.84001653,100,1.05116909,0.4472,2.526,2.03938725,5.01258725
0.16767476,89.9139404,9.53976583,0.01219693,100,0.01576776,0.00717356,129,10.0225288,227458.68,0.95010853,0.80708873,1.18348699,1.08727562,0.84873211,3.2503,2.8411,0.68424202,6.77564202,,0.16767476,89.9139404,0.0306058,0.00616677,0.00025328,129,10.0225288,227458.68,0.95010853,0.80708873,1.18348699,1.08727562,100,0.84873211,0.4425,2.0708,2.18069347,4.69399347
0.14702233,68.0809927,11.4862142,0.03871563,100,0.02017277,0.01691979,171,8.0238543,360903.251,0.81501727,1.16563399,1.19803677,0.92306964,1.01644933,2.979,2.5754,0.87559171,6.42999171,,0.14702233,68.0809927,0.03157561,0.00482173,0.00022714,171,8.0238543,360903.251,0.81501727,1.16563399,1.19803677,0.92306964,100,1.01644933,0.4489,2.3331,2.52770855,5.30970855
0.06292616,57.9459286,10.2654948,0.02064838,100,0.01023009,0.01938869,200,10.2638343,341076.529,0.8311944,0.97545221,1.14353328,0.91172659,0.86971686,1.9929,1.6386,0.91982836,4.55132836,,0.06292616,57.9459286,0.03218975,0.00397087,0.00033832,200,10.2638343,341076.529,0.8311944,0.97545221,1.14353328,0.91172659,100,0.86971686,0.4456,2.4924,2.3311034,5.2691034
0.1481596,74.8856401,8.83897257,0.01431042,100,0.01709197,0.008265,155,10.1872122,241976.011,1.05152993,0.98724835,0.83973665,0.97834108,0.96516616,3.1576,2.7351,0.60345142,6.49615142,,0.1481596,74.8856401,0.04603022,0.00243054,0.00023263,155,10.1872122,241976.011,1.05152993,0.98724835,0.83973665,0.97834108,100,0.96516616,0.4477,2.2418,1.89819481,4.58769481
0.16667826,67.7071953,8.60990667,0.0198799,100,0.01339866,0.02722933,172,8.51457355,316127.026,0.88274689,1.01522834,1.14090409,0.86951649,0.81570313,3.2413,2.7917,0.84989784,6.88289784,,0.16667826,67.7071953,0.03070765,0.00320335,0.00032479,172,8.51457355,316127.026,0.88274689,1.01522834,1.14090409,0.86951649,100,0.81570313,0.4461,2.3371,2.54862755,5.33182755
0.15595889,54.6439314,11.8257947,0.04416643,100,0.02035112,0.03757687,212,8.24029555,377297.58,0.98911223,0.82596629,1.06918831,0.9531697,1.03210962,3.3422,2.8489,0.97817135,7.16927135,,0.15595889,54.6439314,0.0305307,0.00245078,0.00023934,212,8.24029555,377297.58,0.98911223,0.82596629,1.06918831,0.9531697,100,1.03210962,0.4428,2.5533,2.7773681,5.7734681
0.08625224,63.8827991,13.2619662,0.05185621,100,0.01338927,0.02719931,182,8.2094023,233994.448,0.89146032,1.14133413,1.00584846,0.84489825,1.15370753,2.3678,1.9716,0.76410781,5.10350781,,0.08625224,63.8827991,0.00163258,0.00218462,0.00038671,182,8.2094023,233994.448,0.89146032,1.14133413,1.00584846,0.84489825,100,1.15370753,0.4447,2.3839,2.0451603,4.8737603
0.21643766,62.3729563,14.9364266,0.02242121,100,0.01113192,0.0225238,186,8.34207659,267490.518,0.89902883,0.84299386,0.87777357,1.04841001,0.93058536,3.8385,3.3424,0.76628838,7.94718838,,0.21643766,62.3729563,0.02239826,0.0033271,0.00029323,186,8.34207659,267490.518,0.89902883,0.84299386,0.87777357,1.04841001,100,0.93058536,0.442,2.412,2.53152547,5.38552547
0.22866654,66.6656113,11.6059508,0.04237991,100,0.01998469,0.0202527,174,9.82457788,298133.385,1.11160717,0.96595218,1.17681851,0.89751542,0.91988728,4.2633,3.7426,0.92406412,8.92996412,,0.22866654,66.6656113,0.03628626,0.0041898,0.00035374,174,9.82457788,298133.385,1.11160717,0.96595218,1.17681851,0.89751542,100,0.91988728,0.446,2.3507,2.93805605,5.73475605
0.19648251,79.5351171,8.79342699,0.02509711,100,0.01557212,0.01499783,146,8.03531651,333685.195,1.12949748,0.96867774,1.1494524,0.98718212,1.15866468,3.8606,3.3602,0.7594922,7.9802922,,0.19648251,79.5351171,0.0013887,0.00182131,0.00032565,146,8.03531651,333685.195,1.12949748,0.96867774,1.1494524,0.98718212,100,1.15866468,0.4416,2.1703,2.44713823,5.05903823
0.19360558,66.1313152,9.09645033,0.01281028,100,0.01290031,0.01715308,176,10.8248342,243443.739,1.00878801,0.86728075,0.99421954,1.18115218,1.17579024,3.6321,3.1666,0.79084761,7.58954761,,0.19360558,66.1313152,0.01032341,0.00447365,0.00033311,176,10.8248342,243443.739,1.00878801,0.86728075,0.99421954,1.18115218,100,1.17579024,0.4409,2.3523,2.51004316,5.30324316
0.15306792,73.4131289,8.52716684,0.02806999,100,0.01590617,0.01659897,158,10.2184406,251894.796,0.8994391,0.92125523,1.00451288,0.98362176,1.10543449,3.0777,2.6682,0.70866977,6.45456977,,0.15306792,73.4131289,0.00530177,0.00223741,0.00020016,158,10.2184406,251894.796,0.8994391,0.92125523,1.00451288,0.98362176,100,1.10543449,0.4412,2.245,2.16407701,4.85027701
0.0988886,86.6134071,14.6333671,0.05428194,100,0.01379976,0.00708302,134,9.86025665,395645.726,0.90368156,1.05828369,1.09415994,1.16248333,0.96460488,2.545,2.1483,0.62518855,5.31848855,,0.0988886,86.6134071,0.04846614,0.00249566,0.00038144,134,9.86025665,395645.726,0.90368156,1.05828369,1.09415994,1.16248333,100,0.96460488,0.4493,2.1107,1.78284249,4.34284249
0.06497503,66.4850187,12.1508298,0.03753796,100,0.01835579,0.00236966,175,10.7674133,337390.316,1.1922277,1.12560427,1.04332123,0.81163032,0.85724733,2.4408,2.0183,0.75142761,5.21052761,,0.06497503,66.4850187,0.01284053,0.0028466,0.00020942,175,10.7674133,337390.316,1.1922277,1.12560427,1.04332123,0.81163032,100,0.85724733,0.4458,2.3484,1.93269484,4.72689484
0.07843832,61.0781956,11.9369159,0.01442368,100,0.01806056,0.03650341,190,8.4131573,380654.871,0.91579466,1.1554405,1.10220122,0.93982432,0.9674103,2.3038,1.8962,0.86188316,5.06188316,,0.07843832,61.0781956,0.02148831,0.00574498,0.00022665,190,8.4131573,380654.871,0.91579466,1.1554405,1.10220122,0.93982432,100,0.9674103,0.4474,2.4363,2.24243416,5.12613416
0.11701035,55.7991266,8.93541193,0.03299016,100,0.01377067,0.00577908,208,10.8076129,379075.563,0.94944043,0.93199341,1.09007177,0.97362478,1.10397136,2.7478,2.3493,0.94741012,6.04451012,,0.11701035,55.7991266,0.03472074,0.00271225,0.00022207,208,10.8076129,379075.563,0.94944043,0.93199341,1.09007177,0.97362478,100,1.10397136,0.4452,2.5348,2.58018512,5.56018512
0.16274974,75.4998016,12.9226241,0.04657718,100,0.01728969,0.0062628,154,9.8949497,283957.016,0.80721226,1.04749629,1.02710805,1.06188118,0.85942624,3.1227,2.7367,0.7100887,6.5694887,,0.16274974,75.4998016,0.03544993,0.00596546,0.00023982,154,9.8949497,283957.016,0.80721226,1.04749629,1.02710805,1.06188118,100,0.85942624,0.4473,2.2335,2.21052608,4.89132608
0.17672454,62.3491049,13.7847219,0.0226755,100,0.01801902,0.01995752,186,9.43570695,323862.159,0.96460757,0.93483183,0.83653698,1.16928775,1.14524038,3.4594,2.9979,0.72267152,7.17997152,,0.17672454,62.3491049,0.02103022,0.00491493,0.0002796,186,9.43570695,323862.159,0.96460757,0.93483183,0.83653698,1.16928775,100,1.14524038,0.4435,2.4126,2.27446391,5.13056391
0.20185886,63.2351589,9.07633162,0.02151575,100,0.01358927,0.01995684,184,9.39302399,259983.313,1.12634745,1.06421182,1.15459819,0.84650061,1.16626303,3.8985,3.3891,0.9319175,8.2195175,,0.20185886,63.2351589,0.00218149,0.00458063,0.00025707,184,9.39302399,259983.313,1.12634745,1.06421182,1.15459819,0.84650061,100,1.16626303,0.4434,2.3956,2.86983165,5.70883165
0.16363115,70.4489183,7.61038065,0.01157138,100,0.01612826,0.00918081,165,10.891527,211044.538,1.07696252,0.99141934,0.98581743,0.86431749,0.99670379,3.3431,2.9094,0.7299435,6.9824435,,0.16363115,70.4489183,0.02583827,0.00177739,0.00024323,165,10.891527,211044.538,1.07696252,0.99141934,0.98581743,0.86431749,100,0.99670379,0.4451,2.294,2.24865412,4.98775412
0.17081147,69.3990135,12.8291907,0.0516631,100,0.01457214,0.00953761,167,8.06762187,391485.226,0.85169144,1.04511344,0.84109254,1.1994199,0.82017167,3.3226,2.8926,0.65629554,6.87149554,,0.17081147,69.3990135,0.00601839,0.00571873,0.00025143,167,8.06762187,391485.226,0.85169144,1.04511344,0.84109254,1.1994199,100,0.82017167,0.4435,2.3005,2.11127301,4.85527301
0.12092537,57.1078444,7.70682192,0.03185249,100,0.01917559,0.03060466,203,8.77994361,356674.945,1.06519179,1.14069636,0.89609184,1.15917785,1.19627664,2.9592,2.5027,0.79353427,6.25543427,,0.12092537,57.1078444,0.04105496,0.00448958,0.00029079,203,8.77994361,356674.945,1.06519179,1.14069636,0.89609184,1.15917785,100,1.19627664,0.4497,2.5128,2.22671173,5.18921173
0.17763185,85.238924,12.9326663,0.02781207,100,0.02012754,0.01017304,136,7.99871161,398909.533,1.13556356,1.10824316,1.00746512,1.13301699,0.81629374,3.6834,3.1957,0.63965892,7.51875892,,0.17763185,85.238924,0.04578527,0.00563765,0.00025474,136,7.99871161,398909.533,1.13556356,1.10824316,1.00746512,1.13301699,100,0.81629374,0.4498,2.1242,2.10104182,4.67504182
0.15970279,71.4054728,12.1262918,0.03585953,100,0.01392864,0.02524901,163,8.54274149,387938.44,0.84118505,1.02199395,1.12436705,1.15784833,1.11038959,3.1734,2.7258,0.79766464,6.69686464,,0.15970279,71.4054728,0.03854059,0.00193362,0.00026356,163,8.54274149,387938.44,0.84118505,1.02199395,1.12436705,1.15784833,100,1.11038959,0.4473,2.2871,2.39920362,5.13360362
0.17379156,52.5102615,11.8335357,0.01834341,100,0.01193667,0.00635621,221,11.282863,399773.324,1.14786129,0.91890857,1.13279309,1.18506043,1.16891148,3.6072,3.1226,1.065408,7.795208,,0.17379156,52.5102615,0.03403041,0.00255,0.00032947,221,11.282863,399773.324,1.14786129,0.91890857,1.13279309,1.18506043,100,1.16891148,0.4449,2.6011,3.06542719,6.11142719
0.10567812,83.8667059,10.0538487,0.05156796,100,0.01423613,0.01323246,139,9.98049436,327527.893,1.14378505,0.99378378,0.870228,0.83657405,0.94023893,2.8747,2.427,0.53769366,5.83939366,,0.10567812,83.8667059,0.02446502,0.00230884,0.0002632,139,9.98049436,327527.893,1.14378505,0.99378378,0.870228,0.83657405,100,0.94023893,0.445,2.1341,1.5983951,4.1774951
0.21717818,77.8512096,9.04888868,0.03094449,100,0.01173837,0.0352648,149,9.78012249,318039,0.8198102,1.05843294,1.14810672,0.9374594,1.16769774,3.7949,3.2938,0.78118458,7.86988458,,0.21717818,77.8512096,0.0045101,0.00284807,0.00039066,149,9.78012249,318039,0.8198102,1.05843294,1.14810672,0.9374594,100,1.16769774,0.4436,2.1909,2.58240084,5.21690084
0.20840398,85.8367586,10.182364,0.05055677,100,0.01616841,0.00725661,135,11.02444,328018.987,1.1325377,0.95242817,1.1195878,0.81261575,1.02803657,4.0392,3.5509,0.70423419,8.29433419,,0.20840398,85.8367586,0.00791706,0.00395672,0.00029857,135,11.02444,328018.987,1.1325377,0.95242817,1.1195878,0.81261575,100,1.02803657,0.4421,2.1028,2.36901529,4.91391529
0.09756404,57.1577644,10.5411277,0.03682808,100,0.0103447,0.00837044,203,9.71088798,343489.277,0.887714,0.89290512,1.0301394,1.0350137,0.93396599,2.4628,2.0803,0.86948942,5.41258942,,0.09756404,57.1577644,0.037923,0.00452881,0.00027774,203,9.71088798,343489.277,0.887714,0.89290512,1.0301394,1.0350137,100,0.93396599,0.445,2.5102,2.3384286,5.2936286
0.19298961,78.8561583,7.08752108,0.0284772,100,0.01090816,0.03634044,147,8.95835528,256245.22,0.88144202,0.85093005,1.08843765,1.0129998,0.86326005,3.5606,3.0723,0.72776175,7.36066175,,0.19298961,78.8561583,0.03076384,0.00578598,0.00038267,147,8.95835528,256245.22,0.88144202,0.85093005,1.08843765,1.0129998,100,0.86326005,0.4433,2.1873,2.37667362,5.00727362
0.19457501,69.9587345,8.09296751,0.00745108,100,0.02040662,0.03529805,166,9.50278399,241102.183,1.03670454,0.9419296,0.89507766,0.90416377,1.07692034,3.7057,3.2078,0.70082483,7.61432483,,0.19457501,69.9587345,0.00389455,0.00581891,0.00027644,166,9.50278399,241102.183,1.03670454,0.9419296,0.89507766,0.90416377,100,1.07692034,0.4414,2.2933,2.29483793,5.02953793
0.22431967,74.0357447,13.6028161,0.0480215,100,0.011391,0.03480469,157,9.29043112,327672.899,1.17270017,0.91768296,1.16659689,1.04326818,0.98890254,4.3592,3.7532,0.82921992,8.94161992,,0.22431967,74.0357447,0.01376016,0.00449748,0.00027943,157,9.29043112,327672.899,1.17270017,0.91768296,1.16659689,1.04326818,100,0.98890254,0.4422,2.2427,2.72427024,5.40917024
0.16815919,63.790741,8.68243551,0.0137333,100,0.01092954,0.02493528,182,9.0875366,310426.056,0.94449177,0.94737651,1.19231114,0.97174065,0.84990551,3.3093,2.8472,0.92819615,7.08469615,,0.16815919,63.790741,0.0012113,0.00539969,0.00029067,182,9.0875366,310426.056,0.94449177,0.94737651,1.19231114,0.97174065,100,0.84990551,0.4412,2.3837,2.74635668,5.57125668
0.21377294,61.4316702,7.19455767,0.04439171,100,0.01569609,0.03750624,189,8.27514749,390776.145,0.99046741,1.17522109,1.16146297,1.05622852,1.00772283,4.0135,3.4695,0.96923366,8.45223366,,0.21377294,61.4316702,0.00690794,0.00260929,0.00030066,189,8.27514749,390776.145,0.99046741,1.17522109,1.16146297,1.05622852,100,1.00772283,0.4459,2.4247,2.98877787,5.85937787
0.07155573,68.5732174,9.85787153,0.03777618,100,0.02053902,0.03379183,169,9.84784844,394954.55,1.02511377,0.84213159,0.99818263,0.98371603,0.80665686,2.3613,1.9431,0.70754543,5.01194543,,0.07155573,68.5732174,0.02630532,0.0038322,0.00026434,169,9.84784844,394954.55,1.02511377,0.84213159,0.99818263,0.98371603,100,0.80665686,0.4425,2.3174,1.85391101,4.61381101
0.18844108,69.4203997,14.3368669,0.04326836,100,0.01718676,0.04432246,167,10.2851484,261411.893,1.11460214,1.05896924,1.04176149,1.12070405,0.88849533,3.8575,3.2964,0.787216,7.941116,,0.18844108,69.4203997,0.0110655,0.00328166,0.0003529,167,10.2851484,261411.893,1.11460214,1.05896924,1.04176149,1.12070405,100,0.88849533,0.4444,2.3015,2.47488693,5.22078693
0.14676352,60.9834099,9.11292791,0.04708155,100,0.02049635,0.03860884,190,8.61427372,341501.629,0.87268677,1.0188462,0.80973802,0.82395222,1.15755036,3.0824,2.633,0.70377156,6.41917156,,0.14676352,60.9834099,0.04598856,0.00618216,0.00025332,190,8.61427372,341501.629,0.87268677,1.0188462,0.80973802,0.82395222,100,1.15755036,0.4482,2.4448,2.11686263,5.00986263
