Liquid Truck,,,,,,,,,,,,,,,,,,,,Pipelines,,,,,,,,,,,,,,,,,
Electricity Cost,Utilization,Fuel Price,Liquid Leakage,Transmission Length,Liquid Station Leakage,Liquid Transmission Leakge,Stations,Fuel Economy,Cab Cost,Liquifaction Cap Cost,Compressor/ Liquifaction Cost,Station Capital Cost,Pipeline Capital Cost,Liquefaction Efficiency,Transmission Cost,Distribution Cost,Station Cost,Final Cost,,Electricity Cost,Utilization,Pipe Leakage,Pipe Station Leakage,Pipe Trans Leakage,Stations,Fuel Economy,Cab Cost,Liquifaction Cap Cost,Compressor/ Liquifaction Cost,Station Capital Cost,Pipeline Capital Cost,Compression Efficiency,Transmission Length,Transmission Cost,Distribution Cost,Station Cost,Final Cost
0.18708807,79.6918726,14.5841393,0.04861583,100,0.01013937,0.01401543,154,8.40364828,218538.988,1.02125363,0.99077256,0.89107809,0.83857458,0.85831783,3.6607,3.2073,0.61566557,7.48366557,,0.18708807,79.6918726,0.04903499,0.00424662,0.00026899,154,8.40364828,218538.988,1.02125363,0.99077256,0.89107809,0.83857458,0.85831783,100,0.4384,3.0024,2.08720098,5.52800098
0.16614366,89.5884705,10.5787978,0.01396752,100,0.01679058,0.01321987,137,11.0250946,227879.059,1.08352375,1.19903057,0.83109899,0.87412713,0.91546338,3.3906,2.966,0.52350359,6.88010359,,0.16614366,89.5884705,0.02196915,0.00649005,0.00039695,137,11.0250946,227879.059,1.08352375,1.19903057,0.83109899,0.87412713,0.91546338,100,0.4384,2.8485,1.79396441,5.08086441
0.1538387,53.1131887,10.5606465,0.04949043,100,0.01422156,0.03194574,230,10.1516947,243995.75,1.16489978,1.17067397,0.81885433,1.15280445,1.1963764,3.4588,2.9741,0.80195829,7.23485829,,0.1538387,53.1131887,0.03358145,0.00323617,0.00027426,230,10.1516947,243995.75,1.16489978,1.17067397,0.81885433,1.15280445,1.1963764,100,0.4394,3.5613,2.3673995,6.3680995
0.11689615,70.9432125,11.8108745,0.04241714,100,0.01524161,0.03644385,173,10.1858459,244682.944,0.87049341,0.87474267,0.99409938,1.11471579,0.97348425,2.6808,2.2895,0.70402547,5.67432547,,0.11689615,70.9432125,0.04449115,0.00282842,0.00037615,173,10.1858459,244682.944,0.87049341,0.87474267,0.99409938,1.11471579,0.97348425,100,0.4357,3.1521,2.02092944,5.60872944
0.06795265,73.8460588,12.0564713,0.01595742,100,0.01785261,0.02240869,166,7.9523695,307453.763,1.03210092,1.1252229,0.98675051,0.85448701,1.14169967,2.2786,1.9014,0.64964257,4.82964257,,0.06795265,73.8460588,0.00521191,0.00461753,0.00023162,166,7.9523695,307453.763,1.03210092,1.1252229,0.98675051,0.85448701,1.14169967,100,0.435,3.0837,1.71525298,5.23395298
0.07942084,72.8944206,7.34132147,0.03952769,100,0.01499753,0.00720251,168,10.2613044,210224.164,1.10410156,1.19335182,0.87997117,0.83200276,1.18345978,2.4488,2.0769,0.60151225,5.12721225,,0.07942084,72.8944206,0.00858284,0.00186549,0.00022298,168,10.2613044,210224.164,1.10410156,1.19335182,0.87997117,0.83200276,1.18345978,100,0.4366,3.1002,1.64258904,5.17938904
0.19707823,80.4622602,11.4285474,0.0227696,100,0.01500818,0.02609904,152,10.6308557,239027.774,0.91716857,0.94648478,0.99357033,1.12221115,0.9603277,3.6042,3.1615,0.6718577,7.4375577,,0.19707823,80.4622602,0.02206303,0.00491815,0.00035172,152,10.6308557,239027.774,0.91716857,0.94648478,0.99357033,1.12221115,0.9603277,100,0.434,2.9749,2.25146922,5.66036922
0.12057014,75.7521534,8.48410368,0.04804513,100,0.01465849,0.02689034,162,8.78925078,246511.996,0.92729254,1.10102499,0.92521338,0.89149096,0.99365656,2.7772,2.3857,0.62747475,5.79037475,,0.12057014,75.7521534,0.03748293,0.00649667,0.0003396,162,8.78925078,246511.996,0.92729254,1.10102499,0.92521338,0.89149096,0.99365656,100,0.4387,3.0647,1.86582368,5.36922368
0.09051416,78.6038828,8.79162073,0.00859579,100,0.01247935,0.01045082,156,11.2242505,254965.341,1.19761739,0.87691567,1.18694563,0.88808134,0.99681613,2.6656,2.2574,0.72651513,5.64951513,,0.09051416,78.6038828,0.01809666,0.00415765,0.00028365,156,11.2242505,254965.341,1.19761739,0.87691567,1.18694563,0.88808134,0.99681613,100,0.4323,3.0058,1.99148283,5.42958283
0.21439373,85.3342819,11.2484984,0.03205334,100,0.02074163,0.04210198,144,9.69906747,347626.03,1.0505888,0.8411948,0.87452817,1.03407395,0.92148182,4.0553,3.5272,0.59500349,8.17750349,,0.21439373,85.3342819,0.01502876,0.00417205,0.00033379,144,9.69906747,347626.03,1.0505888,0.8411948,0.87452817,1.03407395,0.92148182,100,0.4313,2.9035,2.12686396,5.46166396
0.09592827,70.3583288,14.39325,0.03148959,100,0.01526324,0.01587168,174,10.3034401,242021.835,1.02791514,0.82811224,0.90708637,0.9064677,0.88048627,2.5819,2.1975,0.64676703,5.42616703,,0.09592827,70.3583288,0.00445924,0.00427285,0.00031188,174,10.3034401,242021.835,1.02791514,0.82811224,0.90708637,0.9064677,0.88048627,100,0.4297,3.1444,1.81118876,5.38528876
0.16510732,67.3414898,11.7140956,0.03869281,100,0.01794674,0.04599168,182,9.65861332,389091.17,0.89584093,0.92330949,0.8745708,0.9947859,0.80973341,3.3315,2.8638,0.6932613,6.8885613,,0.16510732,67.3414898,0.03814068,0.00192143,0.00024091,182,9.65861332,389091.17,0.89584093,0.92330949,0.8745708,0.9947859,0.80973341,100,0.4357,3.2187,2.1618626,5.8162626
0.1985763,73.6333132,12.9888062,0.0368581,100,0.01470367,0.02022728,166,9.5449749,291835.439,1.13323274,1.19956181,0.83053064,1.12275598,0.83167503,3.9147,3.4236,0.63331514,7.97161514,,0.1985763,73.6333132,0.03809112,0.00394276,0.0002031,166,9.5449749,291835.439,1.13323274,1.19956181,0.83053064,1.12275598,0.83167503,100,0.4405,3.0967,2.15866407,5.69586407
0.08256136,51.7322731,7.40579748,0.02237943,100,0.01917182,0.04688263,237,9.07109878,387252.629,1.03997765,1.19158294,1.06769967,0.92155163,0.98284981,2.4834,2.0709,0.98554742,5.53984742,,0.08256136,51.7322731,0.04855642,0.00497928,0.0003957,237,9.07109878,387252.629,1.03997765,1.19158294,1.06769967,0.92155163,0.98284981,100,0.4418,3.6152,2.53051737,6.58751737
0.09302064,71.5318632,10.2164731,0.03793068,100,0.01238175,0.01157567,171,9.55294414,285302.15,1.10319419,0.9973923,1.01389465,0.94209754,1.06798494,2.6381,2.2398,0.69508146,5.57298146,,0.09302064,71.5318632,0.00658599,0.00421357,0.0003031,171,9.55294414,285302.15,1.10319419,0.9973923,1.01389465,0.94209754,1.06798494,100,0.4329,3.1228,1.92046582,5.47616582
0.22020983,87.0979404,8.66881895,0.03152325,100,0.01927875,0.04912631,141,10.3219609,208650.935,0.95875578,1.19374464,0.88572631,1.09393656,1.10316012,3.9896,3.4705,0.59301216,8.05311216,,0.22020983,87.0979404,0.01581547,0.00620975,0.0003542,141,10.3219609,208650.935,0.95875578,1.19374464,0.88572631,1.09393656,1.10316012,100,0.4375,2.881,2.15111211,5.46961211
0.14734905,51.7273188,8.97224665,0.00872773,100,0.01375653,0.02415165,237,8.53085127,326950.777,1.18562665,0.85312226,1.03762274,1.19815938,0.91053417,3.336,2.8652,0.99171301,7.19291301,,0.14734905,51.7273188,0.01330025,0.00572365,0.00028363,237,8.53085127,326950.777,1.18562665,0.85312226,1.03762274,1.19815938,0.91053417,100,0.4312,3.5989,2.79755209,6.82765209
0.17557899,85.0376129,12.0436873,0.00774718,100,0.01760889,0.04621193,144,10.0757381,329396.927,0.87051029,1.04978969,0.84366536,0.94189675,1.12713406,3.3427,2.8815,0.55839771,6.78259771,,0.17557899,85.0376129,0.03449346,0.0055317,0.00026562,144,10.0757381,329396.927,0.87051029,1.04978969,0.84366536,0.94189675,1.12713406,100,0.4374,2.9129,1.90528972,5.25558972
0.19989345,55.8383322,11.7849355,0.0395294,100,0.0135556,0.03960115,219,8.60348878,229317.939,0.98031039,0.94241087,1.04973736,1.02187412,1.1902065,3.7938,3.2904,0.96216365,8.04636365,,0.19989345,55.8383322,0.03971233,0.00232858,0.00033932,219,8.60348878,229317.939,0.98031039,0.94241087,1.04973736,1.02187412,1.1902065,100,0.4363,3.4873,2.91766496,6.84126496
0.17323608,74.5332241,7.6412425,0.0476058,100,0.01024874,0.02612576,164,9.42294571,244546.759,0.87990427,0.82072885,0.8334846,0.96452887,1.16163199,3.3346,2.9077,0.61196405,6.85426405,,0.17323608,74.5332241,0.04168651,0.00174365,0.00029421,164,9.42294571,244546.759,0.87990427,0.82072885,0.8334846,0.96452887,1.16163199,100,0.4344,3.0789,2.01827142,5.53157142
0.09844862,78.8038683,9.19116068,0.05484435,100,0.01691575,0.04746561,155,9.38881321,247323.072,1.03272882,1.00380795,0.9095891,0.81018999,1.15390136,2.6758,2.2511,0.5867686,5.5136686,,0.09844862,78.8038683,0.01203216,0.0047261,0.00023451,155,9.38881321,247323.072,1.03272882,1.00380795,0.9095891,0.81018999,1.15390136,100,0.4337,2.9963,1.68443042,5.11443042
0.18025815,66.3245201,12.5176368,0.02680405,100,0.01804552,0.03796051,185,11.2769503,327476.895,1.02167892,1.17733848,0.91785493,1.14882023,1.02015488,3.5915,3.1079,0.73794108,7.43734108,,0.18025815,66.3245201,0.03674564,0.00474884,0.00029113,185,11.2769503,327476.895,1.02167892,1.17733848,0.91785493,1.14882023,1.02015488,100,0.44,3.2435,2.32757809,6.01107809
0.11199101,58.2582045,10.1103559,0.04387851,100,0.01927357,0.01991637,210,9.21982017,262643.421,0.92781844,0.85750391,1.03160667,0.89482086,1.07078378,2.6691,2.2978,0.87083553,5.83773553,,0.11199101,58.2582045,0.02706043,0.00288116,0.00020014,210,9.21982017,262643.421,0.92781844,0.85750391,1.03160667,0.89482086,1.07078378,100,0.4331,3.419,2.37349446,6.22559446
0.08420072,87.2840595,10.049335,0.03691604,100,0.01837283,0.0257747,140,8.42084525,339259.112,1.00440359,0.96891057,1.02390037,1.08839877,1.07909434,2.4552,2.0697,0.58225063,5.10715063,,0.08420072,87.2840595,0.01926111,0.00578016,0.00031632,140,8.42084525,339259.112,1.00440359,0.96891057,1.02390037,1.08839877,1.07909434,100,0.434,2.872,1.62713541,4.93313541
0.19489745,73.9059305,10.2197671,0.05350384,100,0.01100606,0.04573901,166,10.6164193,218089.044,1.08371892,1.02407982,0.92904692,1.11099622,0.93853443,3.8881,3.3472,0.68184748,7.91714748,,0.19489745,73.9059305,0.00229808,0.00645089,0.00028064,166,10.6164193,218089.044,1.08371892,1.02407982,0.92904692,1.11099622,0.93853443,100,0.4328,3.0827,2.27186187,5.78736187
0.08356661,64.7922134,11.3081145,0.03460375,100,0.01164625,0.01770208,189,9.80432527,388035.5,0.85422573,0.89200275,1.13694806,1.00228302,0.83398259,2.2739,1.9225,0.8345396,5.0309396,,0.08356661,64.7922134,0.03729684,0.00642523,0.0002104,189,9.80432527,388035.5,0.85422573,0.89200275,1.13694806,1.00228302,0.83398259,100,0.435,3.2727,2.21562427,5.92332427
0.14366392,76.8969488,10.329453,0.04372705,100,0.01782129,0.03556774,159,9.60730939,201977.813,1.04552302,1.04325736,1.05774479,0.8662112,0.88959959,3.1865,2.7417,0.7052002,6.6334002,,0.14366392,76.8969488,0.02430558,0.0048096,0.00033078,159,9.60730939,201977.813,1.04552302,1.04325736,1.05774479,0.8662112,0.88959959,100,0.436,3.0341,2.12671567,5.59681567
0.10077464,81.1121655,14.4360652,0.05333581,100,0.013589,0.03331093,151,9.8905618,338393.462,0.85862093,0.85918825,1.19427829,0.85363219,1.15574248,2.5218,2.1363,0.71571867,5.37381867,,0.10077464,81.1121655,0.00287473,0.00565132,0.00021652,151,9.8905618,338393.462,0.85862093,0.85918825,1.19427829,0.85363219,1.15574248,100,0.43,2.959,2.00648733,5.39548733
0.13612427,69.2014742,12.7572846,0.00565836,100,0.01189902,0.02736978,177,9.70185318,382510.412,1.07902665,1.09264882,1.15986338,0.90897653,0.89744117,3.1097,2.6555,0.82683348,6.59203348,,0.13612427,69.2014742,0.02331237,0.0050738,0.00026255,177,9.70185318,382510.412,1.07902665,1.09264882,1.15986338,0.90897653,0.89744117,100,0.4367,3.1768,2.39125899,6.00475899
0.0876284,77.7649117,14.0205894,0.02760624,100,0.01724752,0.0032135,158,9.85307777,270740.712,0.8101429,1.06780593,1.07887444,1.16849606,1.04693749,2.225,1.9097,0.67826114,4.81296114,,0.0876284,77.7649117,0.00970908,0.00243041,0.00025225,158,9.85307777,270740.712,0.8101429,1.06780593,1.07887444,1.16849606,1.04693749,100,0.4345,3.0196,1.8549895,5.3090895
0.12316902,52.985034,11.7039456,0.04198027,100,0.01278129,0.01417975,231,9.51195254,392145.336,1.06447883,0.90650713,1.10764389,1.19756858,0.98278673,2.9826,2.5596,1.01036517,6.55256517,,0.12316902,52.985034,0.04807619,0.00412717,0.00034207,231,9.51195254,392145.336,1.06447883,0.90650713,1.10764389,1.19756858,0.98278673,100,0.4368,3.573,2.75316606,6.76296606
0.20328499,89.9042606,12.4694018,0.02965319,100,0.01275713,0.04392535,136,9.0226227,390680.277,0.95017347,1.1687103,1.11317306,1.15456507,0.89802172,3.826,3.3015,0.66946648,7.79696648,,0.20328499,89.9042606,0.02619094,0.00436415,0.00023143,136,9.0226227,390680.277,0.95017347,1.1687103,1.11317306,1.15456507,0.89802172,100,0.4384,2.8403,2.27717149,5.55587149
0.11296404,69.9834681,9.62793207,0.0099163,100,0.01501309,0.029084,175,8.2239234,361973.894,1.0903317,1.19447587,1.04715567,0.86877935,1.11987941,2.8599,2.4258,0.7417946,6.0274946,,0.11296404,69.9834681,0.01399251,0.0050456,0.0003364,175,8.2239234,361973.894,1.0903317,1.19447587,1.04715567,0.86877935,1.11987941,100,0.4373,3.1583,2.09978239,5.69538239
0.18472379,50.6918335,9.38552999,0.01867772,100,0.02085763,0.00997475,241,10.7840477,388385.499,1.01267262,1.13502147,1.05281377,0.91992028,1.0435899,3.5585,3.1421,1.05071443,7.75131443,,0.18472379,50.6918335,0.0416225,0.0039089,0.0002361,241,10.7840477,388385.499,1.01267262,1.13502147,1.05281377,0.91992028,1.0435899,100,0.4399,3.6378,3.04909227,7.12679227
0.15766938,50.8779287,11.6205525,0.02669971,100,0.01753296,0.04645504,241,8.52037072,206095.207,0.94699054,1.16033919,0.84204617,1.10666645,0.84272802,3.2375,2.7789,0.8572802,6.8736802,,0.15766938,50.8779287,0.00245382,0.00592216,0.00031048,241,8.52037072,206095.207,0.94699054,1.16033919,0.84204617,1.10666645,0.84272802,100,0.4352,3.6228,2.50810067,6.56610067
0.11971517,85.6720638,8.94231367,0.05256252,100,0.01915894,0.03826202,143,8.92318032,247975.028,0.96792841,1.03087518,1.18038936,0.99178336,0.81862738,2.8409,2.4278,0.68812883,5.95682883,,0.11971517,85.6720638,0.02870145,0.00380069,0.0003383,143,8.92318032,247975.028,0.96792841,1.03087518,1.18038936,0.99178336,0.81862738,100,0.4363,2.9013,2.00082197,5.33842197
0.21265796,74.6698809,13.7809281,0.03754231,100,0.01181361,0.04243587,164,10.1520636,355991.209,0.92056375,0.92077191,0.81729097,0.91130311,0.95135696,3.9098,3.3859,0.62459841,7.92029841,,0.21265796,74.6698809,0.0334591,0.0042921,0.00027396,164,10.1520636,355991.209,0.92056375,0.92077191,0.81729097,0.91130311,0.95135696,100,0.435,3.0772,2.19564631,5.70784631
0.0722893,57.1471977,13.2584052,0.01209067,100,0.01415674,0.02666894,214,8.82369983,306887.829,1.06630707,0.8801728,1.09919572,1.13526661,0.91476014,2.367,1.9724,0.90902789,5.24842789,,0.0722893,57.1471977,0.01625536,0.00528024,0.00027202,214,8.82369983,306887.829,1.06630707,0.8801728,1.09919572,1.13526661,0.91476014,100,0.4321,3.4439,2.33311748,6.20911748
0.20823435,78.0561018,9.59099245,0.04610315,100,0.01675257,0.01867438,157,11.15981,344901.645,1.08661284,0.82408946,1.0029438,0.96752822,0.91805627,3.9887,3.5115,0.70155654,8.20175654,,0.20823435,78.0561018,0.04647312,0.00275785,0.0002781,157,11.15981,344901.645,1.08661284,0.82408946,1.0029438,0.96752822,0.91805627,100,0.4351,3.0244,2.35270647,5.81220647
0.09070484,78.5522938,9.77276945,0.03766439,100,0.01699806,0.0069181,156,8.71401198,365258.181,1.18200293,1.03533132,1.02698188,0.87212298,1.03650477,2.7188,2.3068,0.64612295,5.67172295,,0.09070484,78.5522938,0.02722606,0.00231796,0.000355,156,8.71401198,365258.181,1.18200293,1.03533132,1.02698188,0.87212298,1.03650477,100,0.4362,3.0097,1.79141886,5.23731886
0.1638535,54.8036814,14.2904916,0.0074573,100,0.01731279,0.03830772,223,9.94633226,242199.075,1.10390248,0.86899788,0.87788649,0.81369627,1.19363163,3.4462,2.9617,0.83237281,7.24027281,,0.1638535,54.8036814,0.04053587,0.00621405,0.00036264,223,9.94633226,242199.075,1.10390248,0.86899788,0.87788649,0.81369627,1.19363163,100,0.4351,3.5162,2.479918,6.431218
0.08791771,78.8302231,8.61968374,0.02852379,100,0.01099692,0.0396823,155,8.96412408,245290.673,1.05678844,1.04603336,1.18969998,0.89949601,0.85751851,2.5334,2.1213,0.72350484,5.37820484,,0.08791771,78.8302231,0.02890403,0.00583895,0.00026069,155,8.96412408,245290.673,1.05678844,1.04603336,1.18969998,0.89949601,0.85751851,100,0.4366,3.0035,1.98093262,5.42103262
0.17483952,65.1250219,11.2519841,0.0335646,100,0.01591327,0.02919666,188,8.19814153,337763.87,0.90815043,1.02334387,0.81357899,0.91042736,0.8136543,3.4047,2.9616,0.6789125,7.0452125,,0.17483952,65.1250219,0.03062189,0.00587252,0.00035265,188,8.19814153,337763.87,0.90815043,1.02334387,0.81357899,0.91042736,0.8136543,100,0.4365,3.2631,2.1732085,5.8728085
0.10454987,56.8066692,10.0037379,0.05446563,100,0.02089996,0.02394389,215,8.63252003,200635.207,1.04376421,1.02797716,0.91525531,1.00866988,1.0768492,2.7232,2.3298,0.80377896,5.85677896,,0.10454987,56.8066692,0.04241274,0.001948,0.00024003,215,8.63252003,200635.207,1.04376421,1.02797716,0.91525531,1.00866988,1.0768492,100,0.4381,3.461,2.18146983,6.08056983
0.10160437,55.0528383,12.3558412,0.0112384,100,0.0205697,0.04040998,222,11.2574131,276359.212,1.1057776,0.84286473,0.81780939,0.80935724,1.10471122,2.741,2.312,0.75211868,5.80511868,,0.10160437,55.0528383,0.01624968,0.00288725,0.00030545,222,11.2574131,276359.212,1.1057776,0.84286473,0.81780939,0.80935724,1.10471122,100,0.4314,3.498,2.04950208,5.97890208
0.10435804,65.5651283,13.5748343,0.03006204,100,0.01990208,0.00860418,187,9.66303527,375761.998,0.95110893,1.13162658,1.02725625,0.90381939,0.97518532,2.6122,2.2443,0.77419792,5.63069792,,0.10435804,65.5651283,0.01944304,0.00255458,0.00039341,187,9.66303527,375761.998,0.95110893,1.13162658,1.02725625,0.90381939,0.97518532,100,0.4369,3.2505,2.12582521,5.81322521
0.15136671,85.8151579,8.3652463,0.03261433,100,0.01378508,0.02095887,143,8.94386134,242006.099,1.067658,1.18993838,0.97844391,1.02188728,1.09065492,3.2585,2.8235,0.60359788,6.68559788,,0.15136671,85.8151579,0.01134105,0.00437944,0.00020746,143,8.94386134,242006.099,1.067658,1.18993838,0.97844391,1.02188728,1.09065492,100,0.4369,2.8959,1.92693631,5.25973631
0.15220244,86.821909,13.8031878,0.05137932,100,0.01541202,0.0263428,141,8.33173182,315336.573,0.98582945,1.11096113,1.13876433,1.12075999,0.87110598,3.2653,2.822,0.67530804,6.76260804,,0.15220244,86.821909,0.02523756,0.00599784,0.0003925,141,8.33173182,315336.573,0.98582945,1.11096113,1.13876433,1.12075999,0.87110598,100,0.4373,2.884,2.10108517,5.42238517
0.14237053,53.2103205,9.30119562,0.03811902,100,0.01219031,0.00278125,230,8.22661467,392358.339,1.12286878,0.85233338,0.80717688,0.98793447,0.99885356,3.2414,2.8131,0.78369368,6.83819368,,0.14237053,53.2103205,0.03733052,0.00626248,0.00032106,230,8.22661467,392358.339,1.12286878,0.85233338,0.80717688,0.98793447,0.99885356,100,0.4344,3.5623,2.29322266,6.28992266
0.12451556,75.3011322,13.3543258,0.04519664,100,0.01656803,0.03772707,163,7.94377325,323594.773,1.19751072,1.19222591,1.04604421,0.84569771,1.0773309,3.1938,2.7056,0.70061288,6.60001288,,0.12451556,75.3011322,0.04182503,0.00207165,0.00025213,163,7.94377325,323594.773,1.19751072,1.19222591,1.04604421,0.84569771,1.0773309,100,0.4409,3.0734,2.04087986,5.55517986
0.17060401,56.9819784,14.8174977,0.02193888,100,0.01893488,0.00197617,215,8.94609056,343077.552,0.85244021,0.86195891,1.08328075,1.14468143,1.06644094,3.2203,2.8541,0.95852109,7.03292109,,0.17060401,56.9819784,0.03052465,0.00606692,0.0003815,215,8.94609056,343077.552,0.85244021,0.86195891,1.08328075,1.14468143,1.06644094,100,0.4336,3.4568,2.80183009,6.69223009
0.14227093,53.1097317,14.464088,0.03072481,100,0.01550347,0.03457138,230,8.58029969,273717.749,1.02206583,1.04268167,1.02231364,1.03397925,0.95697043,3.1565,2.704,0.95501937,6.81551937,,0.14227093,53.1097317,0.02850471,0.00224952,0.00035217,230,8.58029969,273717.749,1.02206583,1.04268167,1.02231364,1.03397925,0.95697043,100,0.4365,3.5581,2.68102145,6.67562145
0.12901819,60.1940966,10.5757737,0.04998881,100,0.01182744,0.03028821,203,10.9858706,302208.173,1.08310571,0.91361477,0.99735613,1.0953264,0.84656646,3.0796,2.6307,0.82432403,6.53462403,,0.12901819,60.1940966,0.00671147,0.00256551,0.00024374,203,10.9858706,302208.173,1.08310571,0.91361477,0.99735613,1.0953264,0.84656646,100,0.4315,3.3615,2.34312698,6.13612698
0.1964518,54.1124535,12.3136268,0.04382504,100,0.01536245,0.00854656,226,11.2953028,267206.967,0.92548599,0.83935478,1.01149354,0.8288419,0.87977555,3.6237,3.2164,0.96008654,7.80018654,,0.1964518,54.1124535,0.04358075,0.00390968,0.0003094,226,11.2953028,267206.967,0.92548599,0.83935478,1.01149354,0.8288419,0.87977555,100,0.435,3.5369,2.89788571,6.86978571
0.11924576,78.6059523,14.6204572,0.04038101,100,0.01122645,0.02084182,156,8.69457526,254552.448,1.18105178,1.0837414,0.99508171,1.07783325,1.01464517,3.0604,2.6061,0.64083568,6.30733568,,0.11924576,78.6059523,0.04201984,0.00619821,0.00037936,156,8.69457526,254552.448,1.18105178,1.0837414,0.99508171,1.07783325,1.01464517,100,0.4391,3.0174,1.89962622,5.35612622
0.15601999,78.3068562,14.404407,0.02372768,100,0.01706543,0.03003929,156,9.56250098,343259.203,0.94759054,0.83778722,1.12195792,0.8801636,1.07838786,3.2193,2.7818,0.73412149,6.73522149,,0.15601999,78.3068562,0.03534653,0.00376005,0.0002994,156,9.56250098,343259.203,0.94759054,0.83778722,1.12195792,0.8801636,1.07838786,100,0.4339,3.0122,2.24027631,5.68637631
0.22581981,60.0471354,13.7537942,0.00639366,100,0.0186808,0.01112569,204,9.95773935,396045.434,0.84566808,0.84916985,0.92096434,1.13368146,0.87460773,3.817,3.4043,0.83246286,8.05376286,,0.22581981,60.0471354,0.02102879,0.00269713,0.00022339,204,9.95773935,396045.434,0.84566808,0.84916985,0.92096434,1.13368146,0.87460773,100,0.4322,3.3739,2.70294937,6.50904937
0.15838453,56.1983109,13.9332061,0.01225096,100,0.01982488,0.0452614,218,8.77221391,238141.549,0.94577694,1.04078662,1.02028394,1.1632129,1.00458958,3.2289,2.7734,0.91819799,6.92049799,,0.15838453,56.1983109,0.03731908,0.00286322,0.0002284,218,8.77221391,238141.549,0.94577694,1.04078662,1.02028394,1.1632129,1.00458958,100,0.4377,3.4801,2.65023513,6.56803513
0.16289255,53.7925482,13.9108434,0.01193974,100,0.01332044,0.04422719,228,8.51968656,218130.004,0.80329738,1.0058718,1.06208897,1.17661617,1.16515043,3.1104,2.6753,0.98357455,6.76927455,,0.16289255,53.7925482,0.03412693,0.00431161,0.00037125,228,8.51968656,218130.004,0.80329738,1.0058718,1.06208897,1.17661617,1.16515043,100,0.4366,3.5475,2.83586347,6.81996347
0.19237052,63.1750011,13.1671138,0.01551976,100,0.01341088,0.02860932,194,9.17823803,394566.405,0.93877077,0.96717622,1.02500186,0.89739897,1.18555357,3.6157,3.1456,0.84274271,7.60404271,,0.19237052,63.1750011,0.03272345,0.00326148,0.00035519,194,9.17823803,394566.405,0.93877077,0.96717622,1.02500186,0.89739897,1.18555357,100,0.4358,3.307,2.62080765,6.36360765
0.1534541,69.9374056,12.5344758,0.03953573,100,0.01699698,0.03331665,175,8.15540466,242131.841,0.80098557,0.88770955,0.89186869,1.1613981,0.96598518,3.0339,2.6308,0.6740858,6.3387858,,0.1534541,69.9374056,0.00312181,0.00623313,0.00022555,175,8.15540466,242131.841,0.80098557,0.88770955,0.89186869,1.1613981,0.96598518,100,0.4305,3.1528,2.08738349,5.67068349
0.06368778,63.8829231,8.81853247,0.02818435,100,0.01716675,0.04927343,192,10.0947213,221066.487,1.15037575,1.12054489,0.90034509,0.96502163,1.18009331,2.357,1.9457,0.68628029,4.98898029,,0.06368778,63.8829231,0.02722705,0.0058018,0.00036295,192,10.0947213,221066.487,1.15037575,1.12054489,0.90034509,0.96502163,1.18009331,100,0.4377,3.292,1.77910178,5.50880178
0.15105121,68.7722349,12.9503751,0.02077036,100,0.01917436,0.0303818,178,10.2924205,203634.441,0.9002317,0.88518603,1.11379471,0.95255363,1.10408952,3.0587,2.6544,0.81812947,6.53122947,,0.15105121,68.7722349,0.00509932,0.00182039,0.00029301,178,10.2924205,203634.441,0.9002317,0.88518603,1.11379471,0.95255363,1.10408952,100,0.4308,3.175,2.40276864,6.00856864
0.08289967,66.6008854,11.420177,0.02013914,100,0.01177468,0.00709741,184,8.1430382,201369.822,0.95322371,0.95799711,1.15000014,0.83002131,0.8349129,2.3145,1.9657,0.82092548,5.10112548,,0.08289967,66.6008854,0.03592406,0.00436084,0.00028116,184,8.1430382,201369.822,0.95322371,0.95799711,1.15000014,0.83002131,0.8349129,100,0.436,3.2342,2.17806056,5.84826056
0.12400603,80.157876,8.7420373,0.02927341,100,0.01456943,0.01721214,153,9.28267508,286854.112,0.87073789,1.0641948,1.00518637,1.09312475,0.85995662,2.7164,2.3495,0.63963871,5.70553871,,0.12400603,80.157876,0.02053303,0.00382427,0.00033135,153,9.28267508,286854.112,0.87073789,1.0641948,1.00518637,1.09312475,0.85995662,100,0.4359,2.983,1.90574615,5.32464615
0.09589181,87.615509,10.7000747,0.03574144,100,0.01677136,0.01768764,140,9.94866483,253774.75,1.1125246,0.958903,0.81085668,1.15672905,0.84085705,2.6785,2.2767,0.48508327,5.44028327,,0.09589181,87.615509,0.03356979,0.00526994,0.00025747,140,9.94866483,253774.75,1.1125246,0.958903,0.81085668,1.15672905,0.84085705,100,0.4357,2.8772,1.44222632,4.75512632
0.21213483,52.9004812,10.125771,0.03618439,100,0.01054261,0.00263329,231,8.92439828,209014.976,0.88415942,1.08477004,1.06094112,0.87341907,1.17384527,3.7083,3.3108,1.02183595,8.04093595,,0.21213483,52.9004812,0.03664357,0.00441284,0.00034612,231,8.92439828,209014.976,0.88415942,1.08477004,1.06094112,0.87341907,1.17384527,100,0.4383,3.5693,3.11247332,7.12007332
0.08684084,85.5962276,14.9565654,0.00553017,100,0.01681358,0.02577258,143,8.28805382,340524.924,0.92981653,1.19364831,0.94675746,0.92861655,0.98916113,2.3853,2.0083,0.55603433,4.94963433,,0.08684084,85.5962276,0.01506506,0.00474015,0.00037956,143,8.28805382,340524.924,0.92981653,1.19364831,0.94675746,0.92861655,0.98916113,100,0.4374,2.8975,1.57435233,4.90925233
