Liquid Truck,,,,,,,,,,,,,,,,,,,,Pipelines,,,,,,,,,,,,,,,,,
Electricity Cost,Utilization,Fuel Price,Liquid Leakage,Transmission Length,Liquid Station Leakage,Liquid Transmission Leakge,Stations,Fuel Economy,Cab Cost,Liquifaction Cap Cost,Compressor/ Liquifaction Cost,Station Capital Cost,Pipeline Capital Cost,Liquefaction Efficiency,Transmission Cost,Distribution Cost,Station Cost,Final Cost,,Electricity Cost,Utilization,Pipe Leakage,Pipe Station Leakage,Pipe Trans Leakage,Stations,Fuel Economy,Cab Cost,Liquifaction Cap Cost,Compressor/ Liquifaction Cost,Pipeline Station Capital Cost,Pipeline Capital Cost,Transmission Length,Compression Efficiency,Transmission Cost,Distribution Cost,Station Cost,Final Cost
0.15927687,70.568428,12.3111358,0.0524304,100,0.01393144,0.04439409,15,9.26652544,325910.103,0.96916561,0.92062061,1.13078198,1.18171875,1.08697484,4.1185,3.4327,0.80960842,8.36080842,,0.15927687,70.568428,0.04339025,0.00250405,0.00020143,15,9.26652544,325910.103,0.96916561,0.92062061,1.13078198,1.18171875,100,1.08697484,2.3292,3.2311,2.4264196,7.9867196
0.19117746,88.8267279,7.89033556,0.00646489,100,0.01555884,0.03268898,12,11.0626309,344375.122,0.99582667,1.17828391,1.09485264,1.02832515,1.05700834,4.3974,3.7296,0.66299799,8.78999799,,0.19117746,88.8267279,0.01689438,0.00420086,0.00028822,12,11.0626309,344375.122,0.99582667,1.17828391,1.09485264,1.02832515,100,1.05700834,2.3325,2.9205,2.21202254,7.46502254
0.09265738,68.5607433,8.93566847,0.02337499,100,0.01785143,0.0366424,15,10.5557527,326475.585,1.09731569,0.84154146,1.15190616,0.86668608,0.82829039,3.4989,2.8622,0.81021232,7.17131232,,0.09265738,68.5607433,0.02549189,0.00321168,0.00023954,15,10.5557527,326475.585,1.09731569,0.84154146,1.15190616,0.86668608,100,0.82829039,2.3247,3.2258,2.17614875,7.72664875
0.16347729,77.8622103,14.779593,0.04783041,100,0.01014749,0.0452257,13,10.4659271,209392.583,1.14742112,0.99840291,1.10978861,0.85763834,0.85725715,4.4693,3.7149,0.73031212,8.91451212,,0.16347729,77.8622103,0.01775841,0.00275676,0.00031322,13,10.4659271,209392.583,1.14742112,0.99840291,1.10978861,0.85763834,100,0.85725715,2.3279,3.0242,2.26808762,7.62018762
0.21930667,89.0342903,8.72771215,0.02715286,100,0.01647253,0.02792565,12,8.84918907,215866.292,0.93157692,0.92694137,0.83115563,1.12258999,1.02380669,4.6071,3.9592,0.55523944,9.12153944,,0.21930667,89.0342903,0.0296615,0.00411137,0.00020238,12,8.84918907,215866.292,0.93157692,0.92694137,0.83115563,1.12258999,100,1.02380669,2.3275,2.9184,2.05935749,7.30525749
0.20125019,88.3376646,8.21111727,0.02877207,100,0.01251823,0.03970687,12,9.71427112,280660.808,0.98807349,0.97166064,1.00437088,0.83082511,0.86040056,4.5581,3.8559,0.62734461,9.04134461,,0.20125019,88.3376646,0.03782381,0.0038284,0.00024514,12,9.71427112,280660.808,0.98807349,0.97166064,1.00437088,0.83082511,100,0.86040056,2.3298,2.9209,2.1682051,7.4189051
0.0847881,80.2678776,10.2199817,0.00865843,100,0.01797695,0.04058752,13,9.2682091,377810.252,0.84458113,0.83392484,0.87221694,0.81337092,0.97022784,2.9345,2.3899,0.55087523,5.87527523,,0.0847881,80.2678776,0.04649328,0.00627978,0.00021942,13,9.2682091,377810.252,0.84458113,0.83392484,0.87221694,0.81337092,100,0.97022784,2.3273,3.0282,1.55180422,6.90730422
0.18781828,50.1139307,9.76840448,0.04791965,100,0.01188791,0.02242198,20,8.25960379,242396.104,0.88748593,0.96395066,1.05591879,0.89092748,0.99693172,4.2146,3.5934,1.05626117,8.86426117,,0.18781828,50.1139307,0.03306416,0.00336666,0.00034168,20,8.25960379,242396.104,0.88748593,0.96395066,1.05591879,0.89092748,100,0.99693172,2.329,3.6829,3.09339471,9.10529471
0.12998727,78.5481262,7.14050436,0.037249,100,0.01440136,0.01873439,13,9.93828886,230605.805,1.00153828,0.84186199,0.91197972,0.80335991,0.80839856,3.7058,3.1151,0.60553789,7.42643789,,0.12998727,78.5481262,0.02624252,0.00404826,0.00033831,13,9.93828886,230605.805,1.00153828,0.84186199,0.91197972,0.80335991,100,0.80839856,2.3248,3.0234,1.84651647,7.19471647
0.17799787,51.9971609,9.66776323,0.05141266,100,0.01011695,0.02669665,20,8.20015512,311822.593,0.81731372,0.83530715,1.1593298,0.92825305,0.85710943,4.0034,3.3947,1.0962782,8.4943782,,0.17799787,51.9971609,0.01520009,0.0055396,0.0003084,20,8.20015512,311822.593,0.81731372,0.83530715,1.1593298,0.92825305,100,0.85710943,2.3232,3.6772,3.16722308,9.16762308
0.08408083,62.5444698,11.7876201,0.01846352,100,0.01790257,0.02959472,16,8.73588097,236496.603,0.90398645,0.82113855,1.01428676,1.07602866,0.9795542,3.0049,2.4586,0.78742524,6.25092524,,0.08408083,62.5444698,0.03731005,0.00562784,0.00034672,16,8.73588097,236496.603,0.90398645,0.82113855,1.01428676,1.07602866,100,0.9795542,2.3257,3.3249,2.08939227,7.73999227
0.08731811,81.1138201,11.1333146,0.05086915,100,0.02084993,0.026377,13,11.2523191,373547.208,1.14491525,0.8586549,1.17082949,0.94912508,0.99720809,3.5654,2.9219,0.70157935,7.18887935,,0.08731811,81.1138201,0.0203087,0.00315748,0.00034557,13,11.2523191,373547.208,1.14491525,0.8586549,1.17082949,0.94912508,100,0.99720809,2.3245,3.0222,1.90659704,7.25329704
0.12000517,57.6841545,8.40498114,0.0182413,100,0.01177311,0.03612841,18,10.8852896,361046.612,1.03354187,0.90190589,0.86368394,1.15273945,0.98157074,3.6894,3.0501,0.75674912,7.49624912,,0.12000517,57.6841545,0.04497657,0.00213425,0.00024427,18,10.8852896,361046.612,1.03354187,0.90190589,0.86368394,1.15273945,100,0.98157074,2.3289,3.511,2.14597539,7.98587539
0.10373984,52.2856855,12.7719922,0.05385442,100,0.01640626,0.00856406,20,9.77252898,363934.696,1.12710204,1.03855937,0.95172157,0.94463241,1.14576776,3.7151,3.0761,0.89273037,7.68393037,,0.10373984,52.2856855,0.04068289,0.00249775,0.00024509,20,9.77252898,363934.696,1.12710204,1.03855937,0.95172157,0.94463241,100,1.14576776,2.332,3.6857,2.39058275,8.40828275
0.18242523,50.5272388,12.5565524,0.04964082,100,0.01420689,0.02488618,20,10.2055456,382515.109,0.99564886,1.04283102,1.05917029,1.01149523,1.02521479,4.4098,3.7325,1.05062868,9.19292868,,0.18242523,50.5272388,0.04538704,0.00501289,0.00036433,20,10.2055456,382515.109,0.99564886,1.04283102,1.05917029,1.01149523,100,1.02521479,2.3327,3.6875,3.06031161,9.08051161
0.12187425,87.4048471,8.94854212,0.00684981,100,0.02042077,0.00959809,12,9.22913179,305482.614,1.10388875,0.92997658,0.91213789,0.85937955,0.90984409,3.7807,3.1651,0.5503865,7.4961865,,0.12187425,87.4048471,0.01794077,0.00613002,0.0003373,12,9.22913179,305482.614,1.10388875,0.92997658,0.91213789,0.85937955,100,0.90984409,2.3261,2.9163,1.68819535,6.93059535
0.20820316,73.1415939,12.5016112,0.02205845,100,0.01281482,0.04811894,14,8.60728128,251231.682,0.96332989,1.09984653,0.90794797,0.90568955,0.99039357,4.6099,3.8774,0.68451095,9.17181095,,0.20820316,73.1415939,0.01578504,0.00306386,0.00034595,14,8.60728128,251231.682,0.96332989,1.09984653,0.90794797,0.90568955,100,0.99039357,2.3303,3.1288,2.31550359,7.77460359
0.06970169,84.8087072,8.16052294,0.05072139,100,0.01623432,0.016293,12,10.7242638,391196.334,1.19224315,1.15700324,1.0547884,1.06023662,0.98125837,3.4357,2.7961,0.60369692,6.83549692,,0.06970169,84.8087072,0.04438501,0.00174113,0.00028792,12,10.7242638,391196.334,1.19224315,1.15700324,1.0547884,1.06023662,100,0.98125837,2.3356,2.9252,1.61942709,6.88022709
0.21936719,57.4779034,8.56974745,0.05294719,100,0.01189042,0.03313718,18,9.23960545,298971.236,0.82093554,0.99490068,1.11917224,0.88285658,1.08240492,4.5085,3.8589,0.99664103,9.36404103,,0.21936719,57.4779034,0.02399718,0.00226695,0.00035573,18,9.23960545,298971.236,0.82093554,0.99490068,1.11917224,0.88285658,100,1.08240492,2.3286,3.5077,3.07652048,8.91282048
0.1077904,58.6549807,13.4133058,0.03868877,100,0.01203449,0.02642069,18,7.96572533,318964.04,0.87983613,1.03162663,0.91871119,0.90508935,0.84284751,3.2943,2.71,0.77746348,6.78176348,,0.1077904,58.6549807,0.03761223,0.00496006,0.00034489,18,7.96572533,318964.04,0.87983613,1.03162663,0.91871119,0.90508935,100,0.84284751,2.3314,3.512,2.15730873,8.00070873
0.11858026,59.7446632,14.5358634,0.04203542,100,0.01642543,0.04492034,17,10.4869786,298328.984,1.00789452,0.98470733,0.9977015,0.80342114,0.98818734,3.6803,3.0269,0.82838317,7.53558317,,0.11858026,59.7446632,0.00716744,0.00440664,0.00035966,17,10.4869786,298328.984,1.00789452,0.98470733,0.9977015,0.80342114,100,0.98818734,2.3261,3.4139,2.30909857,8.04909857
0.19101526,88.2966948,12.5950742,0.01679383,100,0.02074614,0.02344547,12,8.8888557,275931.728,1.11879172,1.07247469,0.82302246,1.01158912,0.97471406,4.6357,3.9402,0.54188266,9.11778266,,0.19101526,88.2966948,0.01537236,0.00258302,0.00023524,12,8.8888557,275931.728,1.11879172,1.07247469,0.82302246,1.01158912,100,0.97471406,2.3295,2.9178,1.91526912,7.16256912
0.20710886,54.7831821,12.9951739,0.0080457,100,0.0188755,0.02197616,19,11.0160877,372095.454,1.06246367,0.82949598,0.93784728,0.85944865,1.13256991,4.707,4.0183,0.9031711,9.6284711,,0.20710886,54.7831821,0.00374155,0.00609707,0.00024504,19,11.0160877,372095.454,1.06246367,0.82949598,0.93784728,0.85944865,100,1.13256991,2.3216,3.5892,2.80216715,8.71296715
0.18277653,77.6571894,10.8518243,0.01686944,100,0.02067206,0.01250839,13,10.5284083,372878.206,0.91943707,0.82356598,0.81066656,0.82590292,1.16047618,4.1545,3.5626,0.59049404,8.30759404,,0.18277653,77.6571894,0.03967805,0.00259837,0.00031198,13,10.5284083,372878.206,0.91943707,0.82356598,0.81066656,0.82590292,100,1.16047618,2.3261,3.0257,1.99184955,7.34364955
0.21529174,60.4425812,8.73820639,0.03791343,100,0.01067573,0.01445009,17,8.87272146,352631.485,1.06547794,1.06176174,1.01712422,0.99339516,0.83452237,4.8493,4.1563,0.88080981,9.88640981,,0.21529174,60.4425812,0.0057014,0.0038071,0.00039233,17,8.87272146,352631.485,1.06547794,1.06176174,1.01712422,0.99339516,100,0.83452237,2.328,3.4147,2.7985836,8.5412836
0.18171863,84.6051168,8.96236467,0.01200827,100,0.01788361,0.01966162,12,8.74042573,328590.095,0.84405246,1.17305968,0.89216595,1.09146335,0.89351766,3.9907,3.4135,0.58803915,7.99223915,,0.18171863,84.6051168,0.02616399,0.0038117,0.000351,12,8.74042573,328590.095,0.84405246,1.17305968,0.89216595,1.09146335,100,0.89351766,2.3336,2.9223,1.99362712,7.24952712
0.07550865,71.9547939,12.1258006,0.04850569,100,0.01850638,0.04248464,14,8.22864487,391243.231,1.18410044,1.15501535,0.8900001,0.81685736,0.96340506,3.5365,2.8531,0.61460009,7.00420009,,0.07550865,71.9547939,0.01904936,0.00488527,0.00029702,14,8.22864487,391243.231,1.18410044,1.15501535,0.8900001,0.81685736,100,0.96340506,2.3322,3.1309,1.65813939,7.12123939
0.21094885,60.329442,7.71331644,0.03453147,100,0.01236132,0.00535287,17,8.77411442,204236.829,1.00062127,1.17200558,0.9893712,0.81771867,1.08323791,4.5974,3.9793,0.86242213,9.43912213,,0.21094885,60.329442,0.00669633,0.00507074,0.00039787,17,8.77411442,204236.829,1.00062127,1.17200558,0.9893712,0.81771867,100,1.08323791,2.3311,3.4171,2.73890383,8.48710383
0.22764912,86.3095665,8.46410894,0.01083993,100,0.0113084,0.01582879,12,9.97847469,217557.156,0.91557236,0.99253318,0.98164582,0.82932255,1.09521897,4.5927,3.9708,0.64230126,9.20580126,,0.22764912,86.3095665,0.03854269,0.00618479,0.00024152,12,9.97847469,217557.156,0.91557236,0.99253318,0.98164582,0.82932255,100,1.09521897,2.3304,2.922,2.30634281,7.55874281
0.11975613,78.7144423,14.2741132,0.00645748,100,0.01088551,0.03515971,13,9.49372001,387745.655,1.13658004,0.95309412,0.97921104,1.14888275,1.06130197,3.8975,3.198,0.63180692,7.72730692,,0.11975613,78.7144423,0.01223206,0.00609045,0.0002648,13,9.49372001,387745.655,1.13658004,0.95309412,0.97921104,1.14888275,100,1.06130197,2.3259,3.0229,1.88044175,7.22924175
0.0970812,56.6294575,9.37959623,0.03680274,100,0.01904917,0.0086973,18,9.98655417,248895.037,0.83096304,0.83610723,0.9816854,0.93691866,1.16885569,3.0016,2.5069,0.84913427,6.35763427,,0.0970812,56.6294575,0.03467791,0.00268858,0.00021703,18,9.98655417,248895.037,0.83096304,0.83610723,0.9816854,0.93691866,100,1.16885569,2.3258,3.5076,2.26562147,8.09902147
0.20782981,55.7147074,10.572001,0.03247074,100,0.02067696,0.02177397,18,8.85040216,228176.63,0.83256841,1.14940636,0.8374423,0.93268507,0.88789051,4.2949,3.7104,0.81714366,8.82244366,,0.20782981,55.7147074,0.01692832,0.00467795,0.00027745,18,8.85040216,228176.63,0.83256841,1.14940636,0.8374423,0.93268507,100,0.88789051,2.3318,3.5092,2.59619927,8.43719927
0.18512018,56.544838,10.1940398,0.02836863,100,0.012238,0.00788017,18,8.38382814,349648.964,0.81891994,0.99479511,0.83794599,1.07116425,0.84234746,4.004,3.4382,0.7878881,8.2300881,,0.18512018,56.544838,0.00192519,0.00213423,0.00029541,18,8.38382814,349648.964,0.81891994,0.99479511,0.83794599,1.07116425,100,0.84234746,2.3257,3.5028,2.45514943,8.28364943
0.19197836,78.7301397,11.6670384,0.00539048,100,0.01278748,0.01823612,13,10.2041096,320097.625,0.99617915,0.81316397,0.88239994,1.18912075,0.95794981,4.3797,3.7295,0.62174015,8.73094015,,0.19197836,78.7301397,0.04150186,0.00475756,0.00027185,13,10.2041096,320097.625,0.99617915,0.81316397,0.88239994,1.18912075,100,0.95794981,2.3261,3.0264,2.11594401,7.46844401
0.1219974,54.5688915,13.2995296,0.0393187,100,0.01519186,0.01610193,19,9.51471798,240656.34,0.82941866,1.19367006,1.05020785,1.10771849,0.94911711,3.3116,2.7768,0.94127546,7.02967546,,0.1219974,54.5688915,0.01921268,0.00243903,0.00025106,19,9.51471798,240656.34,0.82941866,1.19367006,1.05020785,1.10771849,100,0.94911711,2.3332,3.5977,2.57809778,8.50899778
0.08534814,65.9809542,14.1270967,0.02413942,100,0.02024058,0.03341964,16,9.09545517,237959.325,1.05570817,1.03447926,0.91874704,0.87920053,0.90744178,3.3308,2.7126,0.69117879,6.73457879,,0.08534814,65.9809542,0.02383836,0.00639578,0.00024125,16,9.09545517,237959.325,1.05570817,1.03447926,0.91874704,0.87920053,100,0.90744178,2.3296,3.3257,1.86854911,7.52384911
0.16232894,58.4726143,13.5334678,0.04945949,100,0.01305094,0.02063109,18,9.13399665,358574.879,0.91751289,0.84257095,1.0639544,0.88513119,1.05422814,4.0172,3.3874,0.91274382,8.31734382,,0.16232894,58.4726143,0.02866092,0.00392495,0.00023281,18,9.13399665,358574.879,0.91751289,0.84257095,1.0639544,0.88513119,100,1.05422814,2.3251,3.5066,2.67282461,8.50452461
0.09914215,75.882678,10.4028592,0.02421256,100,0.01892204,0.00676537,14,8.06759067,320470.226,1.05390449,1.06010516,1.08122482,1.17370079,1.01959398,3.4654,2.87,0.70269697,7.03809697,,0.09914215,75.882678,0.04485182,0.0018263,0.000233,14,8.06759067,320470.226,1.05390449,1.06010516,1.08122482,1.17370079,100,1.01959398,2.3331,3.1343,1.94907286,7.41647286
0.17308441,69.6598148,9.55356932,0.05134165,100,0.01554431,0.02313946,15,9.65366366,365257.609,0.98708448,1.00485227,0.96412215,1.12359278,1.11063464,4.2698,3.6226,0.72907182,8.62147182,,0.17308441,69.6598148,0.01856722,0.00354365,0.00028575,15,9.65366366,365257.609,0.98708448,1.00485227,0.96412215,1.12359278,100,1.11063464,2.3281,3.2273,2.2854461,7.8408461
0.07683878,66.4211512,13.2028222,0.0206459,100,0.02022062,0.04026594,16,8.53808203,304971.635,1.04172025,0.91218522,1.17840261,1.0219135,0.93114955,3.2285,2.6083,0.8445349,6.6813349,,0.07683878,66.4211512,0.02759394,0.00627501,0.00029542,16,8.53808203,304971.635,1.04172025,0.91218522,1.17840261,1.0219135,100,0.93114955,2.3269,3.3244,2.1987443,7.8500443
0.19405568,87.5421143,9.21286154,0.04947873,100,0.01350552,0.03281153,12,9.03982008,307127.869,1.03459339,0.86613414,0.86885076,0.84368432,0.81543133,4.6099,3.9031,0.56489509,9.07789509,,0.19405568,87.5421143,0.02264001,0.00470149,0.00032316,12,9.03982008,307127.869,1.03459339,0.86613414,0.86885076,0.84368432,100,0.81543133,2.325,2.9158,1.99391703,7.23471703
0.16091058,64.5275259,9.86829424,0.01348522,100,0.01241859,0.00570009,16,10.3207842,211812.675,0.97206073,0.90700362,0.93642788,0.8203963,0.8386173,3.9399,3.3591,0.7527035,8.0517035,,0.16091058,64.5275259,0.03661348,0.00358497,0.0002747,16,10.3207842,211812.675,0.97206073,0.90700362,0.93642788,0.8203963,100,0.8386173,2.3279,3.3258,2.29691355,7.95061355
0.19082563,83.9139462,12.9346843,0.02206592,100,0.01513826,0.02270391,12,10.9595435,224554.312,1.0928277,1.10305231,0.82323298,0.88512747,1.06610358,4.5711,3.8872,0.56146747,9.01976747,,0.19082563,83.9139462,0.03348324,0.00428449,0.00034834,12,10.9595435,224554.312,1.0928277,1.10305231,0.82323298,0.88512747,100,1.06610358,2.3327,2.9226,1.96857363,7.22387363
0.14204296,65.4532671,14.7483964,0.00575482,100,0.01483242,0.04611708,16,8.59771633,278725.278,1.09353433,0.87373517,1.1427762,0.98172243,0.80452163,4.0626,3.3535,0.8649757,8.2810757,,0.14204296,65.4532671,0.00156566,0.00344142,0.00026174,16,8.59771633,278725.278,1.09353433,0.87373517,1.1427762,0.98172243,100,0.80452163,2.3225,3.3175,2.48929982,8.12929982
0.19023692,67.3275566,7.08768988,0.04519881,100,0.01903193,0.0453546,15,8.57776325,211225.903,0.87465363,0.95200813,1.19306474,1.12553456,1.11677735,4.2445,3.6014,0.90418083,8.75008083,,0.19023692,67.3275566,0.02633073,0.00488337,0.00032651,15,8.57776325,211225.903,0.87465363,0.95200813,1.19306474,1.12553456,100,1.11677735,2.3277,3.2283,2.75521958,8.31121958
0.21085299,62.1451521,11.5750623,0.03392625,100,0.01370339,0.01157104,17,8.74093642,345199.192,0.84420257,1.07319529,0.8900013,1.00323074,0.96365259,4.3691,3.7698,0.77572689,8.91462689,,0.21085299,62.1451521,0.0410715,0.00379683,0.00028905,17,8.74093642,345199.192,0.84420257,1.07319529,0.8900013,1.00323074,100,0.96365259,2.3329,3.4229,2.52958134,8.28538134
0.1183607,77.4680042,7.36084318,0.02959211,100,0.01192733,0.01764246,13,10.004135,323526.919,1.1167655,0.9779186,1.15859504,0.9991585,1.03446925,3.8063,3.1674,0.73618037,7.70988037,,0.1183607,77.4680042,0.04403056,0.00421856,0.00030669,13,10.004135,323526.919,1.1167655,0.9779186,1.15859504,0.9991585,100,1.03446925,2.3308,3.0299,2.11660139,7.47730139
0.22210813,84.6202707,9.83803797,0.01088709,100,0.01083819,0.03410538,12,7.98441668,286856.973,1.0453301,0.81659005,0.919485,1.03577573,1.02931583,4.8591,4.124,0.61909229,9.60219229,,0.22210813,84.6202707,0.01482724,0.0024958,0.00027761,12,7.98441668,286856.973,1.0453301,0.81659005,0.919485,1.03577573,100,1.02931583,2.3226,2.9128,2.22219574,7.45759574
0.19096542,69.5281601,8.13842154,0.01979843,100,0.01323222,0.00789652,15,10.189916,339911.95,1.02343578,1.14296634,0.90827603,0.91564286,1.0553365,4.4234,3.7919,0.70522987,8.92052987,,0.19096542,69.5281601,0.04927945,0.00496514,0.00039355,15,10.189916,339911.95,1.02343578,1.14296634,0.90827603,0.91564286,100,1.0553365,2.3359,3.237,2.30171377,7.87461377
0.19144497,89.3410254,7.15988207,0.03140967,100,0.01999958,0.03698711,12,8.54591832,299828.994,0.99513469,1.18426611,1.06518726,1.15247753,1.09958265,4.4619,3.786,0.64913725,8.89703725,,0.19144497,89.3410254,0.01896368,0.00530017,0.00023376,12,8.54591832,299828.994,0.99513469,1.18426611,1.06518726,1.15247753,100,1.09958265,2.3329,2.9212,2.17607226,7.43017226
0.15648553,88.5837078,13.8750148,0.00592704,100,0.012287,0.04525541,12,11.2748403,370280.898,1.01026506,0.97534959,1.132513,0.97877181,1.04092696,4.0791,3.3876,0.66087285,8.12757285,,0.15648553,88.5837078,0.03410713,0.0017779,0.0003693,12,11.2748403,370280.898,1.01026506,0.97534959,1.132513,0.97877181,100,1.04092696,2.3294,2.9198,2.07988434,7.32908434
0.154588,58.5901308,9.67096567,0.04011986,100,0.01104701,0.04019129,18,11.1988667,235128.438,0.86253724,1.0444608,0.99739618,1.11747186,0.96353996,3.7828,3.172,0.85828404,7.81308404,,0.154588,58.5901308,0.01165556,0.00631392,0.00029606,18,11.1988667,235128.438,0.86253724,1.0444608,0.99739618,1.11747186,100,0.96353996,2.3283,3.5066,2.52593479,8.36083479
0.11149023,53.9681435,8.47052526,0.04786256,100,0.0183803,0.03927666,19,9.78399322,315353.978,1.14793205,1.03803222,1.01741433,1.00522015,0.8344291,3.849,3.1717,0.92313257,7.94383257,,0.11149023,53.9681435,0.0436107,0.00311631,0.00036558,19,9.78399322,315353.978,1.14793205,1.03803222,1.01741433,1.00522015,100,0.8344291,2.3324,3.601,2.49056068,8.42396068
0.06906835,69.8456144,14.3844724,0.01196576,100,0.0108272,0.03713532,15,9.69422603,383026.302,0.98091178,1.17205203,1.06647797,1.05466011,1.1075403,3.0282,2.4318,0.72740668,6.18740668,,0.06906835,69.8456144,0.03898094,0.00320827,0.00023218,15,9.69422603,383026.302,0.98091178,1.17205203,1.06647797,1.05466011,100,1.1075403,2.3353,3.2347,1.90845788,7.47845788
0.16865225,73.6477757,14.6451678,0.0119838,100,0.01451463,0.00579616,14,8.47468684,376046.717,0.90594358,0.89749372,1.13854156,1.04330332,1.11692202,3.9718,3.376,0.78935257,8.13715257,,0.16865225,73.6477757,0.01593903,0.00626954,0.0003853,14,8.47468684,376046.717,0.90594358,0.89749372,1.13854156,1.04330332,100,1.11692202,2.325,3.1259,2.42376041,7.87466041
0.09844254,55.1558161,9.57139826,0.04518651,100,0.01981483,0.03066338,19,9.83237486,307426.393,0.84183545,0.86730835,0.84662695,1.01645925,1.02145183,3.0978,2.5593,0.77018545,6.42728545,,0.09844254,55.1558161,0.03203058,0.00404657,0.00038574,19,9.83237486,307426.393,0.84183545,0.86730835,0.84662695,1.01645925,100,1.02145183,2.3263,3.5957,2.08429856,8.00629856
0.1672166,88.5967255,11.3144698,0.02038242,100,0.01292198,0.01103748,12,8.63333471,212844.956,0.99638462,1.19247921,0.85465932,1.19172738,1.16362545,4.0924,3.4791,0.53781936,8.10931936,,0.1672166,88.5967255,0.02652711,0.00238142,0.00027454,12,8.63333471,212844.956,0.99638462,1.19247921,0.85465932,1.19172738,100,1.16362545,2.3342,2.9224,1.82858332,7.08518332
0.08901122,50.5143881,9.13555193,0.01678102,100,0.01950312,0.03228079,20,8.58498063,330240.333,0.98883853,1.07463896,0.97961559,1.05255191,0.80490835,3.2419,2.6551,0.93975054,6.83675054,,0.08901122,50.5143881,0.00826732,0.00170941,0.00027326,20,8.58498063,330240.333,0.98883853,1.07463896,0.97961559,1.05255191,100,0.80490835,2.3287,3.6787,2.4353585,8.4427585
0.10596927,87.1719265,12.9642711,0.01258173,100,0.01432947,0.02997127,12,10.022327,355179.846,0.91766825,1.00274942,1.0014854,1.11833899,1.10014975,3.3079,2.7234,0.58186117,6.61316117,,0.10596927,87.1719265,0.00558045,0.00187551,0.00034443,12,10.022327,355179.846,0.91766825,1.00274942,1.0014854,1.11833899,100,1.10014975,2.3264,2.9143,1.70498062,6.94568062
0.10903795,55.2352953,8.98855448,0.05047671,100,0.01554449,0.02463836,19,8.06687489,265762.556,1.01115441,0.80134366,1.11854448,0.97863634,0.87355926,3.5371,2.9292,0.9750807,7.4413807,,0.10903795,55.2352953,0.04013542,0.00231953,0.00023093,19,8.06687489,265762.556,1.01115441,0.80134366,1.11854448,0.97863634,100,0.87355926,2.3256,3.5961,2.61033423,8.53203423
0.10870606,89.4881248,7.02572393,0.01975545,100,0.01397494,0.01292461,12,8.27690532,260802.853,0.99828568,0.91783073,1.08544068,0.87887547,1.05874588,3.4367,2.8634,0.60830856,6.90840856,,0.10870606,89.4881248,0.00680944,0.00348001,0.00024299,12,8.27690532,260802.853,0.99828568,0.91783073,1.08544068,0.87887547,100,1.05874588,2.3243,2.9132,1.78216315,7.01966315
0.18046791,61.3278151,9.4248395,0.04719825,100,0.01764113,0.0342668,17,9.95792823,205045.307,0.83746963,0.83636286,1.17159233,1.04517639,0.96531961,4.0385,3.4383,0.9611309,8.4379309,,0.18046791,61.3278151,0.03991998,0.00206687,0.00031159,17,9.95792823,205045.307,0.83746963,0.83636286,1.17159233,1.04517639,100,0.96531961,2.3265,3.4182,2.84170243,8.58640243
0.09220125,61.7928791,13.2502933,0.05144641,100,0.01037263,0.0134404,17,10.152038,225160.754,0.94055624,1.00576513,0.97739921,1.03571475,0.83455546,3.1873,2.6257,0.77026986,6.58326986,,0.09220125,61.7928791,0.04741372,0.00285284,0.00027706,17,10.152038,225160.754,0.94055624,1.00576513,0.97739921,1.03571475,100,0.83455546,2.332,3.423,2.08589432,7.84089432
0.2231467,52.8715372,7.49665308,0.02803635,100,0.01118569,0.02056105,19,10.7749253,350273.645,0.92967381,1.16902764,1.04576597,1.10615156,0.84662006,4.6601,4.0087,1.01720115,9.68600115,,0.2231467,52.8715372,0.04685629,0.00363357,0.00023153,19,10.7749253,350273.645,0.92967381,1.16902764,1.04576597,1.10615156,100,0.84662006,2.3363,3.6041,3.13774838,9.07814838
0.15667639,80.8415604,9.08475637,0.04478537,100,0.01682873,0.03438676,13,8.81929491,340770.638,0.8643774,0.88186023,1.10643811,0.87662537,0.8418607,3.846,3.2359,0.70603574,7.78793574,,0.15667639,80.8415604,0.00931657,0.0024066,0.00038412,13,8.81929491,340770.638,0.8643774,0.88186023,1.10643811,0.87662537,100,0.8418607,2.3237,3.0202,2.1758536,7.5197536
0.21153902,55.3913641,7.38905382,0.03971646,100,0.01965187,0.02201472,19,8.19343991,299140.441,0.97660975,0.90780966,0.89065037,1.08780696,1.1186569,4.6469,3.9956,0.86229381,9.50479381,,0.21153902,55.3913641,0.03648922,0.00501894,0.0003674,19,8.19343991,299140.441,0.97660975,0.90780966,0.89065037,1.08780696,100,1.1186569,2.3279,3.5976,2.71845254,8.64395254
0.16876906,68.2723522,9.04620314,0.02620969,100,0.02070709,0.03331635,15,11.0137223,306594.908,0.85097475,1.07743928,1.15358768,1.13351653,1.17033446,3.9052,3.3125,0.85878464,8.07648464,,0.16876906,68.2723522,0.04264929,0.00313357,0.00035419,15,11.0137223,306594.908,0.85097475,1.07743928,1.15358768,1.13351653,100,1.17033446,2.3333,3.2339,2.56265455,8.12985455
0.20394749,75.2325106,8.79491282,0.02256757,100,0.01573503,0.02070439,14,8.21970978,379221.38,1.08782334,1.09907124,1.0421586,1.15740335,0.92364204,4.7496,4.0491,0.74204073,9.54074073,,0.20394749,75.2325106,0.03628257,0.00396449,0.00020307,14,8.21970978,379221.38,1.08782334,1.09907124,1.0421586,1.15740335,100,0.92364204,2.333,3.1335,2.43481931,7.90131931
