City,Mode,Output,Variable,Pearson_r,Spearman_r,SRC,PRCC,abs_Pearson_r,abs_Spearman_r,abs_SRC,abs_PRCC
Atlanta,Liquid Truck,Total Cost,Electricity's CI,-0.00641970537112336,-0.006205148182122623,-0.00654937128827545,-0.006375821199833653,0.00641970537112336,0.006205148182122623,0.00654937128827545,0.006375821199833653
Atlanta,Liquid Truck,Total Cost,Fuel Price,0.0006949364338048696,0.0010236757937793068,0.0005817383043602815,0.0008425803747312915,0.0006949364338048696,0.0010236757937793068,0.0005817383043602815,0.0008425803747312915
Atlanta,Liquid Truck,Total Cost,Electricity Cost,,,0.0,,,,0.0,
Atlanta,Liquid Truck,Total Cost,Liquid Leakage,,,-2.7755575615628914e-17,,,,2.7755575615628914e-17,
Atlanta,Liquid Truck,Total Cost,Transmission Length,,,2.7755575615628914e-17,,,,2.7755575615628914e-17,
Atlanta,Liquid Truck,Total Cost,Liquid Station Leakage,,,-5.551115123125783e-17,,,,5.551115123125783e-17,
Atlanta,Liquid Truck,Total Cost,Liquid Transmission Leakge,,,-3.469446951953614e-18,,,,3.469446951953614e-18,
Atlanta,Liquid Truck,Total Cost,Liquid Capital Cost,,,-1.072869136748688e-45,,,,1.072869136748688e-45,
Atlanta,Liquid Truck,Total Cost,Compressor Liquid Cost,,,3.503246160812043e-46,,,,3.503246160812043e-46,
Atlanta,Liquid Truck,Total Cost,Station Capital Cost,,,-2.800356875037514e-60,,,,2.800356875037514e-60,
Atlanta,Liquid Truck,Total Cost,Pipeline Capital Cost,,,0.0,,,,0.0,
Atlanta,Liquid Truck,Total Cost,Liquefaction Efficiency,,,0.0,,,,0.0,
