City,Mode,Output,Variable,Pearson_r,Spearman_r,SRC,PRCC,abs_Pearson_r,abs_Spearman_r,abs_SRC,abs_PRCC
Atlanta,Gas Truck,Total Cost,Electricity Cost,0.7456843631997354,0.753622165441514,0.7445136597239567,0.9698219018430007,0.7456843631997354,0.753622165441514,0.7445136597239567,0.9698219018430007
Atlanta,Gas Truck,Total Cost,Stations,0.45150596808137206,0.4277733581555147,0.4493642301115207,0.01934994303477355,0.45150596808137206,0.4277733581555147,0.4493642301115207,0.01934994303477355
Atlanta,Gas Truck,Total Cost,Utilization,-0.44357726089648425,-0.4277400734664793,-0.0033904902076220614,-0.0052662594947782936,0.44357726089648425,0.4277400734664793,0.0033904902076220614,0.0052662594947782936
Atlanta,Gas Truck,Total Cost,Station CC,0.2780517884323099,0.2627581161872405,0.2874692672283786,0.8215167253420597,0.2780517884323099,0.2627581161872405,0.2874692672283786,0.8215167253420597
Atlanta,Gas Truck,Total Cost,Fuel Price,0.2643638138206805,0.2557916914949278,0.25990938969396443,0.7979490700574751,0.2643638138206805,0.2557916914949278,0.25990938969396443,0.7979490700574751
Atlanta,Gas Truck,Total Cost,Compression Efficiency,-0.20767678495557357,-0.19509861603459222,-0.2029754213819441,-0.7088154093292286,0.20767678495557357,0.19509861603459222,0.2029754213819441,0.7088154093292286
Atlanta,Gas Truck,Total Cost,Cab Cost,0.14972323115827255,0.1442111635544778,0.15165371100714878,0.6121227666126954,0.14972323115827255,0.1442111635544778,0.15165371100714878,0.6121227666126954
Atlanta,Gas Truck,Total Cost,Fuel Economy,-0.13302896233906336,-0.1295686515696842,-0.12884643247592412,-0.5523311903550199,0.13302896233906336,0.1295686515696842,0.12884643247592412,0.5523311903550199
Atlanta,Gas Truck,Total Cost,Gas Station Leak,0.023466531422611993,0.026414145701455068,0.01391262380303707,0.08916563042515319,0.023466531422611993,0.026414145701455068,0.01391262380303707,0.08916563042515319
Atlanta,Gas Truck,Total Cost,Gas Trans Leak,0.02237786074647081,0.016932083474821478,0.03894628032463268,0.1696019430325586,0.02237786074647081,0.016932083474821478,0.03894628032463268,0.1696019430325586
Atlanta,Gas Truck,Total Cost,Pipeline CC,-0.011652612276723335,-0.011618852097013212,-0.0004061903476691502,0.002264724604810678,0.011652612276723335,0.011618852097013212,0.0004061903476691502,0.002264724604810678
Atlanta,Gas Truck,Total Cost,Gas Leak,-0.008646277329633684,-0.008056225580636844,0.003388177935996367,0.024047838024500758,0.008646277329633684,0.008056225580636844,0.003388177935996367,0.024047838024500758
Atlanta,Gas Truck,Total Cost,Hydrogen Fuel's CI,-0.0075250082618364255,-0.007305225503506033,-0.0004087768148832405,-0.004506503233045517,0.0075250082618364255,0.007305225503506033,0.0004087768148832405,0.004506503233045517
Atlanta,Gas Truck,Total Cost,Electricity's CI,0.005932152343328085,0.00818282203553784,0.0001512471562572375,0.0072494431605837,0.005932152343328085,0.00818282203553784,0.0001512471562572375,0.0072494431605837
Atlanta,Gas Truck,Total Cost,Com CC,0.0036329057386695657,0.0006941493826211797,0.005559393191363899,0.016723362079708336,0.0036329057386695657,0.0006941493826211797,0.005559393191363899,0.016723362079708336
Atlanta,Gas Truck,Total Cost,Liquid CC,-0.0029565132988818104,-0.005686640340113644,0.0008079768728192503,-0.015129273862691356,0.0029565132988818104,0.005686640340113644,0.0008079768728192503,0.015129273862691356
Atlanta,Gas Truck,Total Cost,Liquefaction Efficiency,-0.0011822089835928865,-0.0033205358612059836,0.00021822345898437004,-0.008353186352709202,0.0011822089835928865,0.0033205358612059836,0.00021822345898437004,0.008353186352709202
Atlanta,Gas Truck,Total Cost,Trans Length,,,8.326672684688674e-17,,,,8.326672684688674e-17,
Atlanta,Gas Truck,Total GHG Cost,Electricity's CI,0.9965053727364716,0.9965692081976921,0.998067748137741,0.9999046502604289,0.9965053727364716,0.9965692081976921,0.998067748137741,0.9999046502604289
Atlanta,Gas Truck,Total GHG Cost,Hydrogen Fuel's CI,0.058003246685882075,0.056531517409315175,0.07882381330597106,0.9845236310858339,0.058003246685882075,0.056531517409315175,0.07882381330597106,0.9845236310858339
Atlanta,Gas Truck,Total GHG Cost,Fuel Economy,-0.0308480502720623,-0.030461252435680403,-0.025247815714130768,-0.8740592479902604,0.0308480502720623,0.030461252435680403,0.025247815714130768,0.8740592479902604
Atlanta,Gas Truck,Total GHG Cost,Compression Efficiency,-0.020779854611920355,-0.02092262503595431,-3.3981964953939267e-06,-0.006256018525098273,0.020779854611920355,0.02092262503595431,3.3981964953939267e-06,0.006256018525098273
Atlanta,Gas Truck,Total GHG Cost,Liquid CC,-0.019470844496690246,-0.019405975823510193,6.217305317650675e-05,-0.0007206002125613234,0.019470844496690246,0.019405975823510193,6.217305317650675e-05,0.0007206002125613234
Atlanta,Gas Truck,Total GHG Cost,Cab Cost,-0.017301819593436185,-0.017194519419945195,-2.1299854821215823e-05,-0.002285490608998174,0.017301819593436185,0.017194519419945195,2.1299854821215823e-05,0.002285490608998174
Atlanta,Gas Truck,Total GHG Cost,Gas Leak,0.016386464335057565,0.01648344200642465,-4.5654895427582796e-05,0.002605547423815894,0.016386464335057565,0.01648344200642465,4.5654895427582796e-05,0.002605547423815894
Atlanta,Gas Truck,Total GHG Cost,Electricity Cost,0.013685553077131636,0.013707800330460256,5.413172814260563e-05,0.008229184762512779,0.013685553077131636,0.013707800330460256,5.413172814260563e-05,0.008229184762512779
Atlanta,Gas Truck,Total GHG Cost,Fuel Price,-0.01101789661071669,-0.011161357805488686,6.429258169052646e-05,0.00393906684961154,0.01101789661071669,0.011161357805488686,6.429258169052646e-05,0.00393906684961154
Atlanta,Gas Truck,Total GHG Cost,Liquefaction Efficiency,0.010188037839012674,0.010472888198515705,-6.732810709149355e-05,0.006231628244906719,0.010188037839012674,0.010472888198515705,6.732810709149355e-05,0.006231628244906719
Atlanta,Gas Truck,Total GHG Cost,Gas Station Leak,-0.00778880713527214,-0.007859933702253052,0.00010453799064721775,0.013706954173974797,0.00778880713527214,0.007859933702253052,0.00010453799064721775,0.013706954173974797
Atlanta,Gas Truck,Total GHG Cost,Stations,-0.006753578375483594,-0.005082946632156613,0.0001499440877213898,-0.015213965691696205,0.006753578375483594,0.005082946632156613,0.0001499440877213898,0.015213965691696205
Atlanta,Gas Truck,Total GHG Cost,Com CC,-0.005028963108221865,-0.004972011746961803,8.053275907352949e-05,0.011492157350885015,0.005028963108221865,0.004972011746961803,8.053275907352949e-05,0.011492157350885015
Atlanta,Gas Truck,Total GHG Cost,Utilization,0.004900915780355026,0.004990419548008994,0.00016250729872230307,-0.015117989042441281,0.004900915780355026,0.004990419548008994,0.00016250729872230307,0.015117989042441281
