City Name,Delivery Type,Station Size,Leakage Level,Market Penetration Rate,Distribution Leakage,Transmission Leakage,Station Leakage Rates,Distribution Cost,Transmission Cost,Station Cost,H2 Deivery (Market Rate),Total Costs,Transmission Length
"New Haven, CT",Gas,3000 kg/day,Medium,0.32,0.0018,0.0106,0.0041,-,1.8252,1.438,"63,922.56",3.2632,100
"New Haven, CT",Gas,3000 kg/day,Medium,0.33,0.0018,0.0106,0.0041,-,1.83,1.4458,"65,920.14",3.2758,100
"New Haven, CT",Gas,3000 kg/day,Medium,0.34,0.0018,0.0106,0.0041,-,1.8243,1.4531,"67,917.72",3.2774,100
"New Haven, CT",Gas,3000 kg/day,Medium,0.35,0.0018,0.0106,0.0041,-,1.8316,1.46,"69,915.30",3.2916,100
"New Haven, CT",Gas,3000 kg/day,Medium,0.36,0.0018,0.0106,0.0041,-,1.8235,1.4209,"71,912.88",3.2444,100
"New Haven, CT",Gas,3000 kg/day,Medium,0.37,0.0018,0.0106,0.0041,-,1.8304,1.4283,"73,910.46",3.2587,100
"New Haven, CT",Gas,3000 kg/day,Medium,0.38,0.0018,0.0106,0.0041,-,1.8228,1.4353,"75,908.04",3.2581,100
"New Haven, CT",Gas,3000 kg/day,Medium,0.39,0.0018,0.0106,0.0041,-,1.818,1.442,"77,905.62",3.26,100
"New Haven, CT",Gas,3000 kg/day,Medium,0.40,0.0018,0.0106,0.0041,-,1.8221,1.4483,"79,903.20",3.2704,100
"New Haven, CT",Gas,3000 kg/day,Medium,0.41,0.0018,0.0106,0.0041,-,1.8175,1.4543,"81,900.78",3.2718,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.01,0.03,0.0255,0.0155,-,3.4594,1.1117,"1,997.58",4.5711,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.02,0.03,0.0255,0.0155,-,3.2454,0.9298,"3,995.16",4.1751,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.03,0.03,0.0255,0.0155,-,3.1579,0.9904,"5,992.74",4.1483,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.04,0.03,0.0255,0.0155,-,3.2333,0.9298,"7,990.32",4.163,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.05,0.03,0.0255,0.0155,-,3.1832,0.9662,"9,987.90",4.1493,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.06,0.03,0.0255,0.0155,-,3.1579,0.9298,"11,985.48",4.0876,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.07,0.03,0.0255,0.0155,-,3.201,0.9558,"13,983.06",4.1567,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.08,0.03,0.0255,0.0155,-,3.1737,0.9298,"15,980.64",4.1034,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.09,0.03,0.0255,0.0155,-,3.1212,0.95,"17,978.22",4.0712,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.10,0.03,0.0255,0.0155,-,3.114,0.9298,"19,975.80",4.0437,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.11,0.03,0.0255,0.0155,-,3.0715,0.9463,"21,973.38",4.0178,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.12,0.03,0.0255,0.0155,-,3.0342,0.9298,"23,970.96",3.9639,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.13,0.03,0.0255,0.0155,-,3.0303,0.9438,"25,968.54",3.974,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.14,0.03,0.0255,0.0155,-,2.9986,0.9298,"27,966.12",3.9283,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.15,0.03,0.0255,0.0155,-,2.9669,0.9419,"29,963.70",3.9088,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.16,0.03,0.0255,0.0155,-,2.9679,0.9298,"31,961.28",3.8976,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.17,0.03,0.0255,0.0155,-,2.94,0.9405,"33,958.86",3.8804,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.18,0.03,0.0255,0.0155,-,2.9171,0.9298,"35,956.44",3.8468,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.19,0.03,0.0255,0.0155,-,2.9185,0.9393,"37,954.02",3.8578,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.20,0.03,0.0255,0.0155,-,2.8955,0.9298,"39,951.60",3.8252,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.21,0.03,0.0255,0.0155,-,2.8764,0.9384,"41,949.18",3.8148,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.22,0.03,0.0255,0.0155,-,2.8758,0.9298,"43,946.76",3.8055,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.23,0.03,0.0255,0.0155,-,2.8584,0.9377,"45,944.34",3.7961,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.24,0.03,0.0255,0.0155,-,2.8421,0.9298,"47,941.92",3.7718,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.25,0.03,0.0255,0.0155,-,2.8419,0.937,"49,939.50",3.7789,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.26,0.03,0.0255,0.0155,-,2.8268,0.9298,"51,937.08",3.7565,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.27,0.03,0.0255,0.0155,-,2.8107,0.9365,"53,934.66",3.7472,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.28,0.03,0.0255,0.0155,-,2.8126,0.9298,"55,932.24",3.7423,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.29,0.03,0.0255,0.0155,-,2.7993,0.936,"57,929.82",3.7353,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.30,0.03,0.0255,0.0155,-,2.785,0.9298,"59,927.40",3.7147,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.31,0.03,0.0255,0.0155,-,2.7869,0.9356,"61,924.98",3.7225,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.32,0.03,0.0255,0.0155,-,2.7735,0.9298,"63,922.56",3.7032,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.33,0.03,0.0255,0.0155,-,2.7622,0.9353,"65,920.14",3.6975,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.34,0.03,0.0255,0.0155,-,2.7626,0.9298,"67,917.72",3.6923,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.35,0.03,0.0255,0.0155,-,2.752,0.935,"69,915.30",3.6869,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.36,0.03,0.0255,0.0155,-,2.7418,0.9298,"71,912.88",3.6715,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.37,0.03,0.0255,0.0155,-,2.7307,0.9347,"73,910.46",3.6654,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.38,0.03,0.0255,0.0155,-,2.7326,0.9298,"75,908.04",3.6623,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.39,0.03,0.0255,0.0155,-,2.722,0.9344,"77,905.62",3.6564,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.40,0.03,0.0255,0.0155,-,2.7131,0.9298,"79,903.20",3.6428,100
"New Haven, CT",Liquid,1000 kg/day,Medium,0.41,0.03,0.0255,0.0155,-,2.7149,0.9342,"81,900.78",3.6491,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.01,0.03,0.0255,0.0155,-,3.4594,0.9931,"1,997.58",4.4525,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.02,0.03,0.0255,0.0155,-,3.2454,0.7498,"3,995.16",3.9952,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.03,0.03,0.0255,0.0155,-,3.1579,0.6687,"5,992.74",3.8266,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.04,0.03,0.0255,0.0155,-,3.2333,0.6282,"7,990.32",3.8615,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.05,0.03,0.0255,0.0155,-,3.1832,0.7012,"9,987.90",3.8843,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.06,0.03,0.0255,0.0155,-,3.1579,0.6687,"11,985.48",3.8266,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.07,0.03,0.0255,0.0155,-,3.201,0.6456,"13,983.06",3.8465,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.08,0.03,0.0255,0.0155,-,3.1737,0.6282,"15,980.64",3.8019,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.09,0.03,0.0255,0.0155,-,3.1212,0.6687,"17,978.22",3.7899,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.10,0.03,0.0255,0.0155,-,3.114,0.6525,"19,975.80",3.7665,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.11,0.03,0.0255,0.0155,-,3.0715,0.6392,"21,973.38",3.7107,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.12,0.03,0.0255,0.0155,-,3.0342,0.6282,"23,970.96",3.6624,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.13,0.03,0.0255,0.0155,-,3.0303,0.6563,"25,968.54",3.6865,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.14,0.03,0.0255,0.0155,-,2.9986,0.6456,"27,966.12",3.6441,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.15,0.03,0.0255,0.0155,-,2.9669,0.6363,"29,963.70",3.6032,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.16,0.03,0.0255,0.0155,-,2.9679,0.6282,"31,961.28",3.5961,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.17,0.03,0.0255,0.0155,-,2.94,0.6497,"33,958.86",3.5896,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.18,0.03,0.0255,0.0155,-,2.9171,0.6417,"35,956.44",3.5588,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.19,0.03,0.0255,0.0155,-,2.9185,0.6346,"37,954.02",3.5531,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.20,0.03,0.0255,0.0155,-,2.8955,0.6282,"39,951.60",3.5237,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.21,0.03,0.0255,0.0155,-,2.8764,0.6456,"41,949.18",3.5219,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.22,0.03,0.0255,0.0155,-,2.8758,0.6392,"43,946.76",3.515,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.23,0.03,0.0255,0.0155,-,2.8584,0.6335,"45,944.34",3.4918,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.24,0.03,0.0255,0.0155,-,2.8421,0.6282,"47,941.92",3.4703,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.25,0.03,0.0255,0.0155,-,2.8419,0.6428,"49,939.50",3.4847,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.26,0.03,0.0255,0.0155,-,2.8268,0.6375,"51,937.08",3.4643,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.27,0.03,0.0255,0.0155,-,2.8107,0.6327,"53,934.66",3.4434,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.28,0.03,0.0255,0.0155,-,2.8126,0.6282,"55,932.24",3.4408,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.29,0.03,0.0255,0.0155,-,2.7993,0.6408,"57,929.82",3.44,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.30,0.03,0.0255,0.0155,-,2.785,0.6363,"59,927.40",3.4213,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.31,0.03,0.0255,0.0155,-,2.7869,0.6321,"61,924.98",3.419,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.32,0.03,0.0255,0.0155,-,2.7735,0.6282,"63,922.56",3.4017,100
"New Haven, CT",Liquid,2000 kg/day,Medium,0.33,0.03,0.0255,0.0155,-,2.7622,0.6392,"65,920.14",3.4014,100
