City Name,Delivery Type,Station Size,Leakage Level,Market Penetration Rate,Distribution Leakage,Transmission Leakage,Station Leakage Rates,Distribution Cost,Transmission Cost,Station Cost,H2 Deivery (Market Rate),Total Costs,Transmission Length
"New Haven, CT",Liquid,2000 kg/day,Medium,0.21,0.03,0.0255,0.0155,-,3.0933,0.6456,"41,949.18",3.7389,250
"New Haven, CT",Liquid,2000 kg/day,Medium,0.22,0.03,0.0255,0.0155,-,3.0709,0.6392,"43,946.76",3.7102,250
"New Haven, CT",Liquid,2000 kg/day,Medium,0.23,0.03,0.0255,0.0155,-,3.0686,0.6335,"45,944.34",3.7021,250
"New Haven, CT",Liquid,2000 kg/day,Medium,0.24,0.03,0.0255,0.0155,-,3.0462,0.6282,"47,941.92",3.6744,250
"New Haven, CT",Liquid,2000 kg/day,Medium,0.25,0.03,0.0255,0.0155,-,3.0444,0.6428,"49,939.50",3.6872,250
"New Haven, CT",Liquid,2000 kg/day,Medium,0.26,0.03,0.0255,0.0155,-,3.0241,0.6375,"51,937.08",3.6617,250
"New Haven, CT",Liquid,2000 kg/day,Medium,0.27,0.03,0.0255,0.0155,-,3.0226,0.6327,"53,934.66",3.6553,250
"New Haven, CT",Liquid,2000 kg/day,Medium,0.28,0.03,0.0255,0.0155,-,3.0057,0.6282,"55,932.24",3.6339,250
"New Haven, CT",Liquid,2000 kg/day,Medium,0.29,0.03,0.0255,0.0155,-,3.0028,0.6408,"57,929.82",3.6436,250
"New Haven, CT",Liquid,2000 kg/day,Medium,0.30,0.03,0.0255,0.0155,-,3.0015,0.6363,"59,927.40",3.6378,250
"New Haven, CT",Liquid,2000 kg/day,Medium,0.31,0.03,0.0255,0.0155,-,2.9863,0.6321,"61,924.98",3.6185,250
"New Haven, CT",Liquid,2000 kg/day,Medium,0.32,0.03,0.0255,0.0155,-,2.9837,0.6282,"63,922.56",3.6119,250
"New Haven, CT",Liquid,2000 kg/day,Medium,0.33,0.03,0.0255,0.0155,-,2.9695,0.6392,"65,920.14",3.6088,250
"New Haven, CT",Liquid,2000 kg/day,Medium,0.34,0.03,0.0255,0.0155,-,2.9672,0.6353,"67,917.72",3.6026,250
"New Haven, CT",Liquid,2000 kg/day,Medium,0.35,0.03,0.0255,0.0155,-,2.954,0.6317,"69,915.30",3.5857,250
"New Haven, CT",Liquid,2000 kg/day,Medium,0.36,0.03,0.0255,0.0155,-,2.9533,0.6282,"71,912.88",3.5815,250
"New Haven, CT",Liquid,2000 kg/day,Medium,0.37,0.03,0.0255,0.0155,-,2.9396,0.638,"73,910.46",3.5777,250
"New Haven, CT",Liquid,2000 kg/day,Medium,0.38,0.03,0.0255,0.0155,-,2.939,0.6346,"75,908.04",3.5736,250
"New Haven, CT",Liquid,2000 kg/day,Medium,0.39,0.03,0.0255,0.0155,-,2.9261,0.6313,"77,905.62",3.5574,250
"New Haven, CT",Liquid,2000 kg/day,Medium,0.40,0.03,0.0255,0.0155,-,2.9256,0.6282,"79,903.20",3.5538,250
"New Haven, CT",Liquid,2000 kg/day,Medium,0.41,0.03,0.0255,0.0155,-,2.9146,0.6371,"81,900.78",3.5517,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.01,0.03,0.0255,0.0155,-,3.5744,0.7106,"1,997.58",4.2851,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.02,0.03,0.0255,0.0155,-,3.5744,0.7106,"3,995.16",4.2851,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.03,0.03,0.0255,0.0155,-,3.4156,0.7106,"5,992.74",4.1263,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.04,0.03,0.0255,0.0155,-,3.4553,0.7106,"7,990.32",4.166,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.05,0.03,0.0255,0.0155,-,3.3935,0.7106,"9,987.90",4.1042,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.06,0.03,0.0255,0.0155,-,3.4156,0.5955,"11,985.48",4.0112,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.07,0.03,0.0255,0.0155,-,3.3771,0.612,"13,983.06",3.9891,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.08,0.03,0.0255,0.0155,-,3.3957,0.6243,"15,980.64",4.02,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.09,0.03,0.0255,0.0155,-,3.3313,0.6339,"17,978.22",3.9652,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.10,0.03,0.0255,0.0155,-,3.3195,0.6416,"19,975.80",3.9611,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.11,0.03,0.0255,0.0155,-,3.2643,0.6478,"21,973.38",3.9122,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.12,0.03,0.0255,0.0155,-,3.2562,0.5955,"23,970.96",3.8518,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.13,0.03,0.0255,0.0155,-,3.2112,0.6044,"25,968.54",3.8156,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.14,0.03,0.0255,0.0155,-,3.2054,0.612,"27,966.12",3.8174,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.15,0.03,0.0255,0.0155,-,3.1992,0.6185,"29,963.70",3.8178,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.16,0.03,0.0255,0.0155,-,3.1632,0.6243,"31,961.28",3.7875,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.17,0.03,0.0255,0.0155,-,3.1585,0.6294,"33,958.86",3.7879,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.18,0.03,0.0255,0.0155,-,3.1299,0.5955,"35,956.44",3.7255,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.19,0.03,0.0255,0.0155,-,3.1237,0.6016,"37,954.02",3.7253,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.20,0.03,0.0255,0.0155,-,3.0985,0.607,"39,951.60",3.7056,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.21,0.03,0.0255,0.0155,-,3.0933,0.612,"41,949.18",3.7053,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.22,0.03,0.0255,0.0155,-,3.0709,0.6164,"43,946.76",3.6874,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.23,0.03,0.0255,0.0155,-,3.0686,0.6205,"45,944.34",3.6892,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.24,0.03,0.0255,0.0155,-,3.0462,0.5955,"47,941.92",3.6418,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.25,0.03,0.0255,0.0155,-,3.0444,0.6001,"49,939.50",3.6446,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.26,0.03,0.0255,0.0155,-,3.0241,0.6044,"51,937.08",3.6285,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.27,0.03,0.0255,0.0155,-,3.0226,0.6083,"53,934.66",3.6309,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.28,0.03,0.0255,0.0155,-,3.0057,0.612,"55,932.24",3.6177,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.29,0.03,0.0255,0.0155,-,3.0028,0.6154,"57,929.82",3.6182,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.30,0.03,0.0255,0.0155,-,3.0015,0.5955,"59,927.40",3.5971,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.31,0.03,0.0255,0.0155,-,2.9863,0.5992,"61,924.98",3.5856,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.32,0.03,0.0255,0.0155,-,2.9837,0.6027,"63,922.56",3.5864,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.33,0.03,0.0255,0.0155,-,2.9695,0.606,"65,920.14",3.5755,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.34,0.03,0.0255,0.0155,-,2.9672,0.6091,"67,917.72",3.5763,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.35,0.03,0.0255,0.0155,-,2.954,0.612,"69,915.30",3.566,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.36,0.03,0.0255,0.0155,-,2.9533,0.5955,"71,912.88",3.5489,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.37,0.03,0.0255,0.0155,-,2.9396,0.5986,"73,910.46",3.5383,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.38,0.03,0.0255,0.0155,-,2.939,0.6016,"75,908.04",3.5406,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.39,0.03,0.0255,0.0155,-,2.9261,0.6044,"77,905.62",3.5305,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.40,0.03,0.0255,0.0155,-,2.9256,0.607,"79,903.20",3.5327,250
"New Haven, CT",Liquid,3000 kg/day,Medium,0.41,0.03,0.0255,0.0155,-,2.9146,0.6095,"81,900.78",3.5242,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.01,0.0255,0.0003,0.0041,13.207,51.0137,2.233,"1,997.58",66.4537,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.02,0.0255,0.0003,0.0041,8.5259,25.8334,1.8912,"3,995.16",36.2505,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.03,0.0255,0.0003,0.0041,7.1867,17.4442,2.0051,"5,992.74",26.636,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.04,0.0255,0.0003,0.0041,6.0367,13.1851,1.8912,"7,990.32",21.1129,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.05,0.0255,0.0003,0.0041,5.5099,10.6793,1.9595,"9,987.90",18.1488,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.06,0.0255,0.0003,0.0041,4.942,8.9645,1.8912,"11,985.48",15.7977,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.07,0.0255,0.0003,0.0041,4.6478,7.7802,1.94,"13,983.06",14.3679,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.08,0.0255,0.0003,0.0041,4.2929,6.8534,1.8912,"15,980.64",13.0374,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.09,0.0255,0.0003,0.0041,4.0983,6.1343,1.9291,"17,978.22",12.1618,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.10,0.0255,0.0003,0.0041,3.8543,5.6346,1.8912,"19,975.80",11.38,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.11,0.0255,0.0003,0.0041,3.7152,5.1505,1.9222,"21,973.38",10.7879,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.12,0.0255,0.0003,0.0041,3.5342,4.7479,1.8912,"23,970.96",10.1732,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.13,0.0255,0.0003,0.0041,3.4288,4.408,1.9175,"25,968.54",9.7542,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.14,0.0255,0.0003,0.0041,3.2777,4.1173,1.8912,"27,966.12",9.2861,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.15,0.0255,0.0003,0.0041,3.1921,3.8658,1.914,"29,963.70",8.9719,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.16,0.0255,0.0003,0.0041,3.0761,3.6463,1.8912,"31,961.28",8.6136,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.17,0.0255,0.0003,0.0041,3.0064,3.5059,1.9113,"33,958.86",8.4236,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.18,0.0255,0.0003,0.0041,2.9105,3.3275,1.8912,"35,956.44",8.1292,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.19,0.0255,0.0003,0.0041,2.8525,3.1682,1.9092,"37,954.02",7.9299,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.20,0.0255,0.0003,0.0041,2.7716,3.0251,1.8912,"39,951.60",7.6878,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.21,0.0255,0.0003,0.0041,2.7223,2.8959,1.9074,"41,949.18",7.5256,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.22,0.0255,0.0003,0.0041,2.6529,2.7785,1.8912,"43,946.76",7.3226,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.23,0.0255,0.0003,0.0041,2.6107,2.6717,1.906,"45,944.34",7.1884,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.24,0.0255,0.0003,0.0041,2.5502,2.5739,1.8912,"47,941.92",7.0153,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.25,0.0255,0.0003,0.0041,2.5059,2.4842,1.9048,"49,939.50",6.8949,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.26,0.0255,0.0003,0.0041,2.4514,2.4015,1.8912,"51,937.08",6.7441,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.27,0.0255,0.0003,0.0041,2.4179,2.325,1.9038,"53,934.66",6.6467,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.28,0.0255,0.0003,0.0041,2.3696,2.2885,1.8912,"55,932.24",6.5493,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.29,0.0255,0.0003,0.0041,2.3397,2.2197,1.903,"57,929.82",6.4623,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.30,0.0255,0.0003,0.0041,2.2965,2.1554,1.8912,"59,927.40",6.3431,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.31,0.0255,0.0003,0.0041,2.2698,2.0954,1.9022,"61,924.98",6.2674,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.32,0.0255,0.0003,0.0041,2.2307,2.0392,1.8912,"63,922.56",6.1611,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.33,0.0255,0.0003,0.0041,2.2067,1.9865,1.9015,"65,920.14",6.0947,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.34,0.0255,0.0003,0.0041,2.1712,1.937,1.8912,"67,917.72",5.9994,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.35,0.0255,0.0003,0.0041,2.1495,1.8905,1.9009,"69,915.30",5.9409,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.36,0.0255,0.0003,0.0041,2.1171,1.8466,1.8912,"71,912.88",5.8549,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.37,0.0255,0.0003,0.0041,2.0973,1.8051,1.9004,"73,910.46",5.8028,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.38,0.0255,0.0003,0.0041,2.0677,1.7659,1.8912,"75,908.04",5.7248,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.39,0.0255,0.0003,0.0041,2.0494,1.7288,1.8999,"77,905.62",5.6782,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.40,0.0255,0.0003,0.0041,2.0223,1.6937,1.8912,"79,903.20",5.6071,250
"New Haven, CT",Pipe,1000 kg/day,Medium,0.41,0.0255,0.0003,0.0041,2.0054,1.6602,1.8995,"81,900.78",5.5651,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.01,0.0255,0.0003,0.0041,10.8273,51.0137,2.8804,"1,997.58",64.7214,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.02,0.0255,0.0003,0.0041,6.6398,25.8334,2.2058,"3,995.16",34.6791,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.03,0.0255,0.0003,0.0041,5.12,17.4442,1.981,"5,992.74",24.5452,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.04,0.0255,0.0003,0.0041,4.3035,13.1851,1.8686,"7,990.32",19.3572,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.05,0.0255,0.0003,0.0041,4.0722,10.6793,2.0709,"9,987.90",16.8225,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.06,0.0255,0.0003,0.0041,3.6376,8.9645,1.981,"11,985.48",14.583,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.07,0.0255,0.0003,0.0041,3.3126,7.7802,1.9167,"13,983.06",13.0095,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.08,0.0255,0.0003,0.0041,3.0627,6.8534,1.8686,"15,980.64",11.7847,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.09,0.0255,0.0003,0.0041,2.9867,6.1343,1.981,"17,978.22",11.102,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.10,0.0255,0.0003,0.0041,2.806,5.6346,1.936,"19,975.80",10.3766,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.11,0.0255,0.0003,0.0041,2.6495,5.1505,1.8992,"21,973.38",9.6993,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.12,0.0255,0.0003,0.0041,2.5187,4.7479,1.8686,"23,970.96",9.1352,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.13,0.0255,0.0003,0.0041,2.4781,4.408,1.9464,"25,968.54",8.8325,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.14,0.0255,0.0003,0.0041,2.373,4.1173,1.9167,"27,966.12",8.407,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.15,0.0255,0.0003,0.0041,2.2807,3.8658,1.891,"29,963.70",8.0376,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.16,0.0255,0.0003,0.0041,2.1989,3.6463,1.8686,"31,961.28",7.7138,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.17,0.0255,0.0003,0.0041,2.1743,3.5059,1.9281,"33,958.86",7.6082,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.18,0.0255,0.0003,0.0041,2.1049,3.3275,1.906,"35,956.44",7.3385,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.19,0.0255,0.0003,0.0041,2.0423,3.1682,1.8863,"37,954.02",7.0968,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.20,0.0255,0.0003,0.0041,1.9854,3.0251,1.8686,"39,951.60",6.879,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.21,0.0255,0.0003,0.0041,1.9621,2.8959,1.9167,"41,949.18",6.7746,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.22,0.0255,0.0003,0.0041,1.9108,2.7785,1.8992,"43,946.76",6.5885,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.23,0.0255,0.0003,0.0041,1.8637,2.6717,1.8832,"45,944.34",6.4186,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.24,0.0255,0.0003,0.0041,1.8202,2.5739,1.8686,"47,941.92",6.2626,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.25,0.0255,0.0003,0.0041,1.8073,2.4842,1.909,"49,939.50",6.2005,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.26,0.0255,0.0003,0.0041,1.7684,2.4015,1.8945,"51,937.08",6.0644,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.27,0.0255,0.0003,0.0041,1.7321,2.325,1.881,"53,934.66",5.9382,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.28,0.0255,0.0003,0.0041,1.6983,2.2885,1.8686,"55,932.24",5.8554,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.29,0.0255,0.0003,0.0041,1.6886,2.2197,1.9034,"57,929.82",5.8117,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.30,0.0255,0.0003,0.0041,1.6578,2.1554,1.891,"59,927.40",5.7043,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.31,0.0255,0.0003,0.0041,1.6289,2.0954,1.8794,"61,924.98",5.6037,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.32,0.0255,0.0003,0.0041,1.6017,2.0392,1.8686,"63,922.56",5.5094,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.33,0.0255,0.0003,0.0041,1.5941,1.9865,1.8992,"65,920.14",5.4798,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.34,0.0255,0.0003,0.0041,1.5634,1.937,1.8884,"67,917.72",5.3889,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.35,0.0255,0.0003,0.0041,1.539,1.8905,1.8782,"69,915.30",5.3076,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.36,0.0255,0.0003,0.0041,1.5157,1.8466,1.8686,"71,912.88",5.2308,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.37,0.0255,0.0003,0.0041,1.5091,1.8051,1.8959,"73,910.46",5.2101,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.38,0.0255,0.0003,0.0041,1.4876,1.7659,1.8863,"75,908.04",5.1398,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.39,0.0255,0.0003,0.0041,1.4671,1.7288,1.8772,"77,905.62",5.0731,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.40,0.0255,0.0003,0.0041,1.4475,1.6937,1.8686,"79,903.20",5.0097,250
"New Haven, CT",Pipe,2000 kg/day,Medium,0.41,0.0255,0.0003,0.0041,1.4422,1.6602,1.8932,"81,900.78",4.9956,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.01,0.0255,0.0003,0.0041,7.71,51.0137,2.1525,"1,997.58",60.8762,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.02,0.0255,0.0003,0.0041,5.4451,25.8334,2.1525,"3,995.16",33.431,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.03,0.0255,0.0003,0.0041,4.4481,17.4442,2.1525,"5,992.74",24.0448,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.04,0.0255,0.0003,0.0041,3.8595,13.1851,2.1525,"7,990.32",19.197,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.05,0.0255,0.0003,0.0041,3.4554,10.6793,2.1525,"9,987.90",16.2872,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.06,0.0255,0.0003,0.0041,2.8905,8.9645,1.8241,"11,985.48",13.6791,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.07,0.0255,0.0003,0.0041,2.7183,7.7802,1.871,"13,983.06",12.3695,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.08,0.0255,0.0003,0.0041,2.5745,6.8534,1.9062,"15,980.64",11.3341,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.09,0.0255,0.0003,0.0041,2.4525,6.1343,1.9336,"17,978.22",10.5204,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.10,0.0255,0.0003,0.0041,2.3478,5.6346,1.9555,"19,975.80",9.9378,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.11,0.0255,0.0003,0.0041,2.2489,5.1505,1.9734,"21,973.38",9.3728,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.12,0.0255,0.0003,0.0041,2.0678,4.7479,1.8241,"23,970.96",8.6398,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.13,0.0255,0.0003,0.0041,2.0057,4.408,1.8494,"25,968.54",8.263,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.14,0.0255,0.0003,0.0041,1.9492,4.1173,1.871,"27,966.12",7.9374,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.15,0.0255,0.0003,0.0041,1.8977,3.8658,1.8898,"29,963.70",7.6533,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.16,0.0255,0.0003,0.0041,1.8505,3.6463,1.9062,"31,961.28",7.403,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.17,0.0255,0.0003,0.0041,1.8071,3.5059,1.9207,"33,958.86",7.2336,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.18,0.0255,0.0003,0.0041,1.7129,3.3275,1.8241,"35,956.44",6.8645,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.19,0.0255,0.0003,0.0041,1.6742,3.1682,1.8414,"37,954.02",6.6838,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.20,0.0255,0.0003,0.0041,1.6422,3.0251,1.8569,"39,951.60",6.5243,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.21,0.0255,0.0003,0.0041,1.6123,2.8959,1.871,"41,949.18",6.3791,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.22,0.0255,0.0003,0.0041,1.5841,2.7785,1.8838,"43,946.76",6.2464,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.23,0.0255,0.0003,0.0041,1.5575,2.6717,1.8955,"45,944.34",6.1247,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.24,0.0255,0.0003,0.0041,1.4968,2.5739,1.8241,"47,941.92",5.8948,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.25,0.0255,0.0003,0.0041,1.4754,2.4842,1.8372,"49,939.50",5.7968,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.26,0.0255,0.0003,0.0041,1.4551,2.4015,1.8494,"51,937.08",5.7059,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.27,0.0255,0.0003,0.0041,1.4356,2.325,1.8606,"53,934.66",5.6212,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.28,0.0255,0.0003,0.0041,1.4172,2.2885,1.871,"55,932.24",5.5767,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.29,0.0255,0.0003,0.0041,1.3995,2.2197,1.8807,"57,929.82",5.4998,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.30,0.0255,0.0003,0.0041,1.3523,2.1554,1.8241,"59,927.40",5.3317,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.31,0.0255,0.0003,0.0041,1.3367,2.0954,1.8347,"61,924.98",5.2668,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.32,0.0255,0.0003,0.0041,1.3218,2.0392,1.8446,"63,922.56",5.2056,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.33,0.0255,0.0003,0.0041,1.3074,1.9865,1.854,"65,920.14",5.1479,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.34,0.0255,0.0003,0.0041,1.2936,1.937,1.8627,"67,917.72",5.0934,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.35,0.0255,0.0003,0.0041,1.2803,1.8905,1.871,"69,915.30",5.0418,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.36,0.0255,0.0003,0.0041,1.2478,1.8466,1.8241,"71,912.88",4.9184,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.37,0.0255,0.0003,0.0041,1.2363,1.8051,1.833,"73,910.46",4.8744,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.38,0.0255,0.0003,0.0041,1.2251,1.7659,1.8414,"75,908.04",4.8325,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.39,0.0255,0.0003,0.0041,1.2145,1.7288,1.8494,"77,905.62",4.7927,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.40,0.0255,0.0003,0.0041,1.2041,1.6937,1.8569,"79,903.20",4.7547,250
"New Haven, CT",Pipe,3000 kg/day,Medium,0.41,0.0255,0.0003,0.0041,1.194,1.6602,1.8642,"81,900.78",4.7184,250
"Fresno, CA",Gas,1000 kg/day,Medium,0.01,0.0018,0.0106,0.0041,-,3.4161,1.8412,"1,977.64",5.2572,250
"Fresno, CA",Gas,1000 kg/day,Medium,0.02,0.0018,0.0106,0.0041,-,3.2994,1.5453,"3,955.28",4.8447,250
"Fresno, CA",Gas,1000 kg/day,Medium,0.03,0.0018,0.0106,0.0041,-,3.1361,1.6439,"5,932.92",4.7801,250
"Fresno, CA",Gas,1000 kg/day,Medium,0.04,0.0018,0.0106,0.0041,-,3.1361,1.5453,"7,910.56",4.6814,250
"Fresno, CA",Gas,1000 kg/day,Medium,0.05,0.0018,0.0106,0.0041,-,3.0475,1.6045,"9,888.21",4.652,250
"Fresno, CA",Gas,1000 kg/day,Medium,0.06,0.0018,0.0106,0.0041,-,3.0788,1.5453,"11,865.85",4.6242,250
"Fresno, CA",Gas,1000 kg/day,Medium,0.07,0.0018,0.0106,0.0041,-,3.0865,1.5876,"13,843.49",4.6741,250
