New Haven High Demand,,,,Fresno High Demand,,,,Atlanta High Demand,,,,Miami High Demand,,
2.45855045,3.61591969,2.91167356,,2.42174386,3.07689822,2.40911173,,2.82232439,2.77915376,2.29470426,,2.5858281,3.19518925,2.2778537
2.71868828,3.96609014,2.86857865,,2.83271765,4.29669094,2.74211271,,2.94184344,4.05672056,2.61966751,,2.86135503,3.61610342,2.32899673
2.22991815,2.78992047,2.80198724,,2.64795091,3.28641507,2.60442359,,2.7773219,2.89765111,2.46486828,,2.34977309,2.41246408,2.12826957
2.52860338,5.04811158,2.79362322,,2.22922016,3.00141755,2.33213137,,2.83234414,3.62610855,2.43628785,,2.65725616,4.54223029,2.24464829
2.31741292,3.2949964,2.8328869,,2.85957342,4.96031946,2.79974102,,2.68273468,2.53182,2.20198523,,2.44381242,2.79731183,2.14587979
2.10975773,2.87455972,2.52744982,,2.72962927,4.02117834,2.87030053,,2.51662749,2.7184478,2.26623622,,2.23196486,2.40729373,1.83749637
2.4996204,3.33630759,2.89650203,,2.16991805,2.94051826,2.30668288,,2.44041006,2.65197259,2.17163703,,2.61628535,2.86856206,2.27247569
2.84912374,4.50873197,3.01291295,,2.65109803,4.33079243,2.6396582,,2.88643319,2.96961185,2.37243006,,2.96806131,4.12425844,2.48299492
2.22779304,3.2177508,2.66271085,,2.23239286,2.92154814,2.28008216,,3.09970482,4.61866506,2.81238875,,2.3491596,2.78325582,2.02326048
2.68479516,4.06894129,3.00583224,,2.76221654,4.49857001,2.75964608,,2.61742578,3.00028311,2.19385717,,2.80716451,3.67564818,2.43621829
2.72448864,3.97469518,2.87779586,,2.04524429,2.82556005,2.24739189,,3.10059895,4.66139007,2.68515842,,2.84053028,3.50697905,2.36167189
2.73171348,4.77060784,3.0459994,,3.13629224,4.57078269,2.90097293,,2.6543124,3.12052448,2.42717924,,2.87236616,4.26665004,2.420054
2.3660905,3.22803937,2.70679591,,2.57335907,4.10087259,2.50926631,,2.94323356,3.84474482,2.84803952,,2.5160273,2.76466684,2.0122052
2.74154856,4.3569552,2.90450728,,2.66991974,3.88991056,2.71642604,,2.95744098,2.96720417,2.59087951,,2.87998393,3.91068124,2.29970661
2.40644447,3.55074979,2.76503097,,2.31341581,3.01985499,2.39799666,,2.91473737,2.94985882,2.48225056,,2.52792705,3.12118548,2.1350584
2.69929332,3.91446728,2.95099553,,2.7680012,4.74135794,2.65928956,,2.80039887,3.17680384,2.31764661,,2.83896036,3.48975616,2.39343265
2.30513675,3.31634711,2.76029176,,2.77696965,4.09682199,2.66735377,,3.33460003,4.88286561,2.87526626,,2.41344891,2.81252298,2.09606646
2.22544604,2.87335288,2.71794453,,2.21012227,2.61581055,2.42516776,,2.95425646,3.42297265,2.46444194,,2.34543589,2.53344095,2.03199107
2.36153691,3.16748436,2.72566372,,2.76883817,4.49532823,2.58847422,,3.14953711,3.90847192,2.78692226,,2.50612307,2.65790726,2.00835674
2.710849,4.13757904,2.82540905,,2.52881218,4.33443671,2.56201236,,3.02308942,4.15068153,2.77227836,,2.88758429,3.70339027,2.23979719
2.49813279,3.2441475,2.76772823,,2.07720636,2.63710929,2.23084684,,3.14612669,3.90861233,2.60778788,,2.62982704,2.85332791,2.14330515
2.7867782,3.82314704,2.89129823,,2.72373505,4.88779566,2.73974248,,3.24136335,4.08172877,2.70176827,,2.93592084,3.40226651,2.37377661
2.53525487,3.20128341,2.87927312,,2.63747118,3.87901742,2.62845018,,2.80746448,3.41433666,2.52392264,,2.6842771,2.71676748,2.21085973
2.68897667,3.7014427,2.91629983,,2.56209863,4.58772304,2.63853264,,2.93898888,3.39350605,2.56959713,,2.82777805,3.29982772,2.3448979
2.41913088,3.38703667,2.78411674,,2.23746183,2.92516392,2.27272175,,3.09258052,3.59897815,2.64696203,,2.54079433,2.97144635,2.12029008
2.68569405,3.93692457,3.04124013,,2.29503233,3.10009992,2.38811024,,3.32148075,3.63178306,2.91046107,,2.84032139,3.48373428,2.37012257
2.91498175,4.59134416,3.0172439,,2.69413647,4.10252762,2.56222808,,3.19370988,3.62118503,2.77676823,,3.04676918,4.19759501,2.53245879
2.41580791,2.92506863,2.72723808,,2.70489006,4.22310887,2.7473218,,3.05071189,3.21252336,2.48947674,,2.55458404,2.56125248,2.08062478
2.78428291,3.68468741,3.01055095,,2.62950358,3.82795469,2.52832497,,2.97794839,3.31596993,2.67873191,,2.94413707,3.30490872,2.42214749
2.5337818,3.27600993,2.87228465,,2.48173285,3.75444513,2.61253517,,3.01222207,3.02352491,2.45826357,,2.680567,2.85918524,2.26188671
2.35024135,3.41357302,2.80273473,,2.45835743,3.55141123,2.53069955,,3.04501779,3.74089116,2.77989242,,2.48375521,2.98651885,2.1165841
2.89534505,5.07236707,3.31962941,,2.35321951,3.5170422,2.42484171,,2.66118045,2.94515629,2.41811437,,3.02145632,4.58546653,2.74871419
2.60177455,4.58696777,2.85380005,,2.98849954,4.65831728,2.85732462,,3.10981317,3.69690969,2.82182856,,2.74593336,4.20681125,2.29220692
3.02870303,4.53457297,3.00551736,,2.55733991,3.63570629,2.65915463,,2.58493956,2.87625645,2.16717128,,3.19642368,4.04692266,2.51444523
2.46857578,2.95022469,2.94044605,,2.46101526,3.3304631,2.45605032,,2.99878675,3.72773917,2.70324651,,2.5852737,2.57902146,2.27347602
2.71519526,4.16517557,3.01600501,,2.4009938,3.20512439,2.60331183,,2.98655985,4.44059341,2.73731516,,2.86093232,3.78509723,2.42601762
2.79438144,4.33132045,3.07707561,,2.82038023,4.92608307,2.7259415,,2.60794709,2.94937728,2.38715595,,2.91748742,3.92778995,2.53256651
3.02313616,4.35625604,2.99654291,,2.45193162,3.78611841,2.47937501,,2.83572839,3.10681628,2.43673868,,3.20018943,3.85734235,2.45312191
3.03145893,4.74547193,3.13603241,,2.45394182,3.17862828,2.52205793,,3.11267721,3.58065957,2.62820997,,3.17261948,4.2869122,2.6400729
2.85495677,4.7908455,3.07795348,,2.33277462,3.46682538,2.5173529,,2.95469362,3.54166329,2.4473482,,2.9898418,4.28207894,2.52762659
2.62531121,4.24149931,2.79539309,,2.58902511,3.86533661,2.56429145,,3.09631536,4.11365522,2.6460065,,2.78153552,3.75100682,2.18306914
2.81309026,4.28958489,3.10495298,,2.64591004,4.30928736,2.67678465,,2.98133721,3.89800777,2.45053053,,2.95069768,3.83634581,2.50634729
2.67233366,3.27340043,2.9796585,,2.61645458,3.81971453,2.71631068,,2.99379347,4.08073864,2.74211097,,2.81792064,2.89458917,2.31358124
2.50948043,3.92663265,2.90126128,,2.56281473,3.53696572,2.58995355,,2.97075446,3.9404414,2.67442573,,2.63917014,3.48186662,2.29558023
2.91482449,4.37364045,3.06731232,,2.55784113,3.84583577,2.63154109,,3.04246952,3.26570305,2.73920145,,3.07652843,3.92476463,2.45011055
2.59701279,3.94121113,2.8875453,,2.47209113,3.83609696,2.42298466,,2.57383914,2.63289421,2.14833243,,2.7191889,3.54137447,2.2904332
2.94741039,4.44958525,3.05452274,,2.72311494,4.55784908,2.58920845,,2.73945469,3.18566421,2.48264703,,3.09002335,3.99525337,2.59672336
2.30190081,2.63544656,2.62041002,,2.57862157,3.91283191,2.53604449,,3.28844529,4.1642133,2.91702078,,2.45728861,2.26326799,1.94467113
2.697194,4.51979845,2.87017648,,2.5612094,4.15475529,2.62843266,,2.91000168,3.64452315,2.74782328,,2.8325878,4.02445632,2.34024783
2.37670811,2.91798358,2.65678423,,2.74281343,4.43403201,2.70510414,,2.85524332,3.29830819,2.61501682,,2.54185288,2.56428774,2.00521034
2.44801787,3.90445356,2.69628795,,2.3494377,3.16609562,2.4464781,,3.31460229,4.21190139,3.01724243,,2.59550099,3.48978729,2.07092064
2.64649082,3.87197844,2.92472738,,2.36953663,3.66723465,2.61192882,,2.98456329,4.20004389,2.78579271,,2.79728956,3.51626654,2.31614536
2.86113511,5.01754935,3.15566221,,2.81748526,4.74839678,2.67708108,,3.32590829,4.44168879,2.89303975,,2.99005168,4.60585208,2.59507166
2.77311153,4.79200467,2.9930995,,2.85132845,4.51311959,2.80983812,,2.88141603,3.91694137,2.58687651,,2.90508195,4.35091135,2.43549582
2.30833112,2.72046071,2.73805698,,2.37747261,3.71282923,2.5177668,,2.58517287,2.72956467,2.3644537,,2.45459499,2.3798094,2.04772745
2.15772094,2.56372974,2.65726829,,2.57649756,3.48907775,2.62124757,,2.77514383,2.66442159,2.29202947,,2.28295512,2.19733836,1.9227523
2.40623928,3.19127505,2.75664085,,3.05982117,4.55918388,2.83285623,,3.35539457,4.01790565,2.79921737,,2.54655887,2.82508173,2.11720424
