New Haven High Demand,,,,Fresno High Demand,,,,Atlanta High Demand,,,,Miami High Demand,,
2.98068621,4.21397794,3.21992267,,2.99538356,4.45720531,2.96695433,,2.74025586,2.97259971,2.42763093,,3.11209518,3.85177459,2.65019681
3.12933902,4.76258285,3.16864191,,3.10146572,4.6960029,2.89669189,,3.22647819,4.33297635,2.72469331,,3.28110236,4.32081018,2.68947812
2.60546096,3.79266551,2.95287395,,2.48287708,4.11399478,2.5738292,,3.20902632,4.29714596,2.81150899,,2.73224323,3.41251045,2.35708148
2.36117361,3.10702869,2.7576401,,2.63707904,4.19916739,2.72861858,,3.10034798,3.61736116,2.87641912,,2.53025893,2.71079976,2.05241804
2.84967214,5.01903597,3.13966081,,2.67013896,3.97301603,2.74134842,,3.11769897,3.14058043,2.56963202,,2.99005983,4.6292019,2.57461418
2.27036369,3.03516435,2.62223939,,2.46286009,3.87350018,2.4692636,,2.61915672,2.66650899,2.28879205,,2.39461946,2.52261379,1.94002564
2.32313376,3.05958981,2.68542535,,2.22280753,2.80707153,2.48659776,,2.88192323,3.74454178,2.51030896,,2.4578664,2.68879676,2.0365578
2.58798934,3.82421068,2.74475235,,2.53689972,3.57922252,2.58522123,,2.83441292,3.33115271,2.44219749,,2.73347516,3.48281821,2.19209052
2.39764946,3.24186337,2.73223289,,2.5168494,4.10349641,2.53954076,,3.24167129,4.34745618,2.769781,,2.55277868,2.77724136,2.05302737
2.54386629,3.64519371,2.88565742,,2.55692632,3.67584788,2.61414476,,2.87841717,3.40062129,2.4825574,,2.68956061,3.18684768,2.27133573
2.65151202,3.4932484,2.81932359,,2.37154408,3.12974444,2.47667561,,3.08374242,3.82278474,2.7756823,,2.79493503,3.02738391,2.26074887
2.21763266,3.07581999,2.58225989,,2.25292498,3.21054609,2.35075253,,2.91793961,3.86410712,2.45926618,,2.35300319,2.60158146,1.89952079
2.49719103,3.67295911,2.60838374,,2.50374604,3.15195379,2.37770831,,2.71165219,2.9554829,2.31553804,,2.65401619,3.2154538,1.9909594
2.35921199,3.16517154,2.80733355,,2.85428953,5.08767083,2.72319324,,3.19500836,3.67028145,2.69671229,,2.48059943,2.77480058,2.13094433
2.64928721,3.86269514,2.82947681,,2.22090088,2.80188916,2.2293399,,2.88111441,3.14161613,2.51044813,,2.78844807,3.40231209,2.2645277
2.90047603,4.46501194,2.98840901,,3.03106083,4.93316199,2.90996181,,3.00704302,4.65127195,2.79867729,,3.03152913,3.98728363,2.5278964
2.31624412,3.4864932,2.70833417,,2.61309475,4.08945152,2.73380831,,3.06114733,3.96049564,2.72691549,,2.45170021,2.97739215,2.06679602
2.74261314,3.7704272,3.08712867,,2.76686719,4.31801103,2.84416453,,3.12843835,3.39890248,2.64313931,,2.86578203,3.42134257,2.51901742
2.79848688,4.89725859,2.85370626,,2.48405122,4.16461224,2.57451648,,3.07972076,3.9014316,2.66360868,,2.952299,4.44924943,2.32397182
2.98659398,4.9466769,3.09340993,,2.72831009,5.23603447,2.6592136,,3.21173782,4.45173996,2.88615528,,3.13888944,4.47705607,2.59414843
2.20424117,3.45880531,2.55279454,,2.71001094,3.71561463,2.46448508,,3.00174339,3.30803788,2.41069456,,2.34151716,2.9486537,1.89392456
2.86353842,4.31695124,3.05926004,,2.76338741,4.0198025,2.70073371,,2.58288724,2.53336443,2.27235635,,2.98809869,3.82496293,2.56167762
2.21256721,2.82087909,2.59776802,,3.17348282,4.40589134,2.89043104,,2.99805443,3.2487883,2.52779179,,2.34995498,2.44963129,1.91024962
2.63377965,3.92060084,2.90752629,,2.33343057,3.07267107,2.42492486,,3.01552263,2.85328503,2.52466793,,2.78545085,3.44984245,2.30580608
2.75369561,4.21072378,2.90124665,,2.79540953,3.66367391,2.64597405,,3.09287854,4.24749636,2.7983893,,2.90460093,3.76366416,2.30694465
2.69871639,5.00676297,2.98249679,,2.67756932,3.75202022,2.6110297,,2.97054805,3.6955194,2.57928491,,2.83772182,4.59856366,2.42454012
2.4529664,3.542635,2.86350593,,2.43522937,3.50617767,2.44505163,,2.94200787,3.63407388,2.7501085,,2.56391822,3.09319221,2.24117555
2.49297835,3.55295797,2.88717557,,2.59529107,3.50845032,2.56782725,,2.71473641,3.04127612,2.4902429,,2.63264451,3.16319406,2.25034048
2.89319969,4.33236267,3.16216215,,2.46924085,3.91011137,2.47571535,,2.81509331,2.91318262,2.28794859,,3.04554387,3.90117292,2.51140983
3.04796379,4.45696131,3.18262279,,2.84344065,4.4107936,2.72908755,,2.80862063,3.56463411,2.37192998,,3.19699649,3.97105788,2.66338802
2.50314973,3.16293849,2.9237855,,2.1609035,2.55682242,2.27355377,,2.52970834,2.44985391,2.23258684,,2.662642,2.81095611,2.24259519
2.43445995,3.67522124,2.71026158,,2.37845853,3.41267379,2.40372736,,3.02578323,3.7093917,2.50304963,,2.57095805,3.242939,2.08124076
2.4844907,3.62816332,2.68422666,,2.47114457,3.97002541,2.61551004,,2.89357392,3.44415103,2.6851062,,2.64570028,3.17201856,2.0697232
2.67180639,4.5778556,2.98549586,,2.59667441,3.80598746,2.49213675,,2.67352278,2.71954707,2.21266801,,2.81084803,4.16394791,2.36635185
2.20070815,2.85653082,2.6191229,,2.36534114,3.24457776,2.50037033,,2.66539536,2.80286581,2.41916377,,2.32476322,2.4288069,1.9631161
2.71342046,3.9558676,2.89614602,,2.58318944,3.88529305,2.54837623,,2.84465606,3.34364483,2.44583226,,2.86839081,3.5137834,2.29659436
2.41366491,2.89887648,2.79047979,,2.32755758,3.07520842,2.51475068,,3.45672146,3.81474274,2.84385604,,2.54833168,2.56046542,2.14154367
2.24216648,3.25873296,2.63342557,,2.19178656,3.15743855,2.3090123,,3.24093451,3.9696276,2.89126631,,2.37033969,2.79091064,1.96378794
2.22214622,3.06390837,2.59139791,,2.3324844,3.05772821,2.49208939,,2.58923309,2.3734448,2.33578021,,2.3666907,2.57844279,1.88257633
2.45423281,2.97358973,2.57433376,,2.786843,4.70412389,2.7997273,,2.76162166,3.10433881,2.65632492,,2.62363177,2.5088039,1.89965127
2.26618383,3.17331315,2.6956862,,2.5583647,4.10109579,2.55232962,,3.28536532,3.73846995,2.83913907,,2.38483278,2.71678603,1.99844855
2.72864995,4.09048074,3.03761437,,2.35004121,3.13146929,2.42184879,,2.82743485,3.82861676,2.69049679,,2.84646788,3.69858347,2.49592262
2.25672886,3.11029344,2.68229705,,2.51098366,3.7821627,2.56337297,,2.88789853,3.98721622,2.60165124,,2.37812967,2.68367963,2.01321004
2.74596005,4.6340319,2.90386516,,2.26351326,3.15287633,2.39294146,,2.530867,2.51716151,2.18845542,,2.86787048,4.28265564,2.37824942
2.57135935,3.36819834,2.93224762,,2.47421815,3.52948197,2.53434048,,2.98139735,4.01595923,2.53134565,,2.69321816,2.94737639,2.32802887
2.27357936,2.62304539,2.49893052,,2.54556349,4.04352222,2.58372738,,3.36495205,4.98646276,2.89742724,,2.43666514,2.25823479,1.84485457
2.07421118,2.3940912,2.46402417,,2.39309526,3.59326593,2.39485345,,2.65665349,2.87185081,2.25143053,,2.20701044,2.02393684,1.75821194
3.02606488,4.05103567,3.21979308,,2.18202743,3.14584893,2.29539362,,3.04454036,4.46914908,2.70166094,,3.18284775,3.63141925,2.67311135
2.76840108,4.35368966,3.16450297,,2.91733752,4.9431405,2.85959024,,3.34556425,4.01031713,3.0439587,,2.89139398,3.85507426,2.60300799
2.86355685,4.14545222,3.05103171,,2.57768134,4.19195554,2.47535683,,3.15154146,4.39792786,2.83287009,,2.99198028,3.74346055,2.56011754
2.73356446,4.02172444,2.83656261,,2.64115776,3.72014763,2.56333045,,2.9937891,3.72276927,2.61600874,,2.89484816,3.51597935,2.24574235
2.53063467,3.53249777,2.91621671,,2.17047051,3.16265636,2.307963,,3.11711761,3.73647983,2.71123528,,2.6628559,3.15334628,2.27364411
2.50267036,3.61137362,2.99955514,,2.53493448,4.30352306,2.60094984,,2.85035041,3.66903447,2.58306124,,2.61672066,3.26726103,2.38134043
2.46541234,3.10401001,2.96445341,,2.2897614,3.26625917,2.5628964,,2.56554286,2.74070914,2.34694754,,2.58418299,2.7247578,2.27055051
2.37310743,3.30526694,2.75747011,,2.59046442,4.29660558,2.61269354,,3.44557999,4.24325602,2.93897669,,2.50604527,2.95510116,2.08391402
2.54832672,4.04557452,2.79232765,,2.85011252,4.77565546,2.73075108,,2.74716539,2.93928522,2.38273693,,2.69430314,3.68990939,2.20012231
2.70026207,4.53737652,2.90417215,,2.48208045,3.31920904,2.45084841,,2.83336382,3.30379386,2.38540806,,2.85387503,4.14404039,2.36528057
2.5966921,3.81969585,2.91117216,,2.73079057,4.85684266,2.68404087,,2.72250413,2.59913558,2.27606686,,2.72280925,3.4405548,2.283193
2.76642641,4.57210255,2.98265569,,2.89494289,4.58080493,2.71414252,,2.89658,3.0417139,2.42406461,,2.9091729,4.15494507,2.38391534
2.41390137,3.1275026,2.72840006,,2.3666821,2.7492822,2.52316877,,2.59881094,2.67695732,2.27943478,,2.55945762,2.76928576,2.11427302
2.43211405,4.12904912,2.80975622,,2.30037978,3.04867814,2.35477189,,2.40513784,2.76675179,2.26499006,,2.54879659,3.76636479,2.20100788
2.68378947,3.73088815,2.87132498,,2.96015484,4.88267567,2.80775185,,2.89249619,3.47825242,2.53984242,,2.84350882,3.37969766,2.27173618
2.36123655,3.35185276,2.83945526,,2.60026032,3.50550942,2.51762318,,2.93983165,3.13338052,2.51950351,,2.48497611,2.85755238,2.15927027
2.36230161,3.06967925,2.64104649,,2.62766255,4.31860826,2.61389132,,2.7656922,2.99151869,2.48101089,,2.51044695,2.72285937,1.9652992
2.60062559,4.07227421,3.03958104,,2.37914995,3.15837707,2.49893623,,2.89275856,4.43933459,2.64278548,,2.72618464,3.72200649,2.40879293
2.71672982,4.18228662,2.91137354,,2.72452069,3.87636011,2.50059557,,2.75452303,2.92592001,2.37656926,,2.85902045,3.72341899,2.38758895
2.3524103,3.07564847,2.74509791,,2.89918197,4.11306478,2.59339069,,2.50250501,2.27525535,2.20325351,,2.48405916,2.56945865,2.03338645
2.86600386,4.99010595,3.04925864,,2.68465953,4.18405513,2.59426793,,2.83372369,3.00449899,2.48413499,,3.00466824,4.49534046,2.48675828
2.38976187,2.79782359,2.81290762,,3.06507984,4.66165034,3.01216834,,2.49286854,2.37158814,2.31686884,,2.53755167,2.37282327,2.1220624
2.78755125,3.90353016,2.92446694,,2.44415436,3.73471977,2.4761507,,3.20673483,4.16381436,2.88695136,,2.95113566,3.52754475,2.33026132
2.55213408,3.71458224,2.90210749,,2.70711226,4.19425296,2.57689181,,3.05278482,3.90776864,2.47324525,,2.68432658,3.36514703,2.26585139
2.86402775,4.36716724,3.08879563,,2.46116639,3.96811467,2.52878135,,2.69590557,2.86206551,2.43836407,,2.99593566,3.99220037,2.52725905
2.78659063,4.18282641,2.99323011,,2.3330699,3.05646181,2.47261904,,2.65457818,2.94056392,2.40396361,,2.92102563,3.79616379,2.42611118
2.77924852,4.29426294,2.96452665,,2.44891108,2.88351338,2.50347134,,2.60396977,3.12388632,2.36090463,,2.92101732,3.78743854,2.39630431
2.68132068,3.83755139,2.81653904,,2.35455877,3.55079078,2.34040336,,2.49943433,2.56702757,2.31266251,,2.82631879,3.41672544,2.28229952
2.53067272,3.72927842,2.87881742,,2.79037185,3.78156444,2.67437707,,3.15753504,3.39756211,2.61057787,,2.64737338,3.22293369,2.30591115
2.79618582,4.48944842,2.95125901,,2.70552592,3.53255905,2.68899461,,2.63577828,2.6843148,2.29135216,,2.94503633,4.13915351,2.33952293
2.56397253,3.20597265,2.9034333,,2.58084446,4.3728909,2.52366609,,3.08279269,4.10685426,2.75171345,,2.72414812,2.80274074,2.22998789
2.60482502,3.18579251,2.90470064,,2.44790782,3.47800779,2.59348434,,2.55739323,2.72260319,2.29255326,,2.77658458,2.78931995,2.26518994
2.77648629,4.28486225,2.87239289,,2.20563209,2.91901123,2.35621651,,2.84258943,3.30353964,2.46339401,,2.91452076,3.85033993,2.35839507
2.86177952,4.47446697,3.00427782,,2.45610859,3.41378389,2.59365886,,2.99131176,3.34054443,2.58231626,,3.0039817,4.01260528,2.48623412
2.63110454,3.4413107,2.9176244,,2.72420439,3.80247195,2.655872,,3.09067345,3.43015976,2.85360182,,2.7778944,3.05847612,2.35611637
2.42765464,3.57106647,2.78508512,,2.51988817,3.76551913,2.6190995,,3.08374491,4.22604342,2.72987498,,2.55047268,3.14098078,2.16619016
2.28778583,3.65360437,2.67532005,,2.38251958,3.52400751,2.48655009,,2.72757111,3.07291985,2.40075803,,2.40656695,3.15563082,2.07068188
2.86209372,5.1921384,2.92928495,,2.38134496,3.55286062,2.45215856,,2.74570728,2.65229589,2.18758983,,3.01471402,4.68906028,2.43130974
2.58910725,3.90719307,2.83002764,,2.34159562,3.52106506,2.45062152,,2.9059938,3.14921629,2.58930638,,2.72261528,3.47428914,2.23968904
2.49751963,3.87896543,2.82209106,,2.47089269,3.38352825,2.50236087,,3.11093338,3.3648572,2.85239935,,2.63034116,3.40573246,2.23327479
2.71062296,4.42317913,2.84512962,,2.33563158,3.44042666,2.46297762,,2.88945293,3.58105653,2.63440314,,2.87068917,4.03009136,2.25418683
2.61020316,4.01721159,2.96586394,,2.58541376,3.51558639,2.6997529,,2.89654626,3.21184743,2.57215103,,2.74707433,3.50233154,2.37431009
2.70481015,3.55371162,2.96752016,,2.13605172,3.07697624,2.36983626,,2.61080061,2.79034165,2.25672966,,2.85615789,3.1683596,2.33856224
2.66518614,3.86440432,3.06420384,,2.52345345,3.92768935,2.55940637,,2.80944683,3.31657334,2.45456796,,2.79237163,3.41553422,2.44930896
2.32354481,3.35242241,2.66741064,,2.54610288,3.72091785,2.48073847,,2.74168993,2.88567185,2.34159951,,2.45731899,2.90228563,2.00952806
2.80319092,4.42199239,2.95353112,,2.62307781,3.55604302,2.47886523,,2.74477908,2.90839684,2.37759431,,2.94044399,3.95519977,2.39299342
2.72299239,4.42834566,2.99843797,,2.69716504,3.62084214,2.65926214,,2.80552625,2.57393282,2.30956085,,2.86752869,3.93629262,2.43877324
2.74336701,3.83109696,2.88665904,,2.40230392,3.12427799,2.43151135,,2.7674227,3.00184295,2.40150712,,2.87195657,3.39646644,2.34103814
2.72167065,3.29056583,2.88681211,,2.56820682,3.13719562,2.60521033,,2.84153709,3.12447234,2.46375059,,2.88929335,2.93524746,2.2639127
2.48837661,3.60615902,2.74258301,,2.41853085,2.91658452,2.49282401,,2.82501211,3.01410619,2.31964597,,2.63764592,3.21646221,2.14954368
2.91286544,4.073029,2.96559264,,2.32970997,3.31404202,2.41495158,,2.64132496,3.01500218,2.57438743,,3.07511978,3.59845399,2.45486354
2.81846214,4.29177336,3.07822431,,2.23233757,3.22206467,2.34210137,,3.34268785,4.63611107,2.86988306,,2.95403506,3.83115879,2.55222505
2.53243616,3.68004088,2.88919939,,2.50058044,3.73560924,2.52402184,,3.08053778,4.02839823,2.5467516,,2.67363456,3.2671161,2.22335251
2.52324437,4.00755065,2.77600598,,2.28005192,2.91737884,2.60191764,,2.61953931,2.76033634,2.33019771,,2.68990709,3.50115721,2.11734329
2.83083463,4.07288415,2.88159355,,2.76002036,4.74313123,2.67976439,,2.60587416,2.8607503,2.4104593,,2.99346911,3.58862694,2.36089654
2.57436377,4.15229479,2.88361546,,2.84342605,4.6738084,2.70468123,,2.96875057,2.97603818,2.53553686,,2.70060134,3.7835064,2.28914872
2.14657059,2.77825028,2.55848021,,2.46509932,3.30368559,2.43940979,,3.09317528,3.97069989,2.78188344,,2.27847225,2.30992111,1.90098418
2.78250558,4.72405017,2.94668056,,2.77400493,3.98341231,2.67022304,,3.25653011,4.80937291,2.84726453,,2.91364391,4.20218705,2.40227082
2.88342164,4.32821326,3.14813376,,2.37280603,3.28142471,2.30397127,,2.79565791,2.65819695,2.46972179,,3.00546334,3.82438123,2.59037044
2.43552914,3.13036044,2.7504082,,2.81094177,4.67455243,2.62957042,,3.15321244,3.69115076,2.66812997,,2.59830568,2.64236753,2.03311528
2.96251108,4.26387928,2.89080105,,2.30247416,2.98906311,2.4558396,,2.8137888,2.97974873,2.57151254,,3.13155486,3.82555337,2.38261677
2.29603453,3.11830975,2.68164582,,2.48362945,3.07001136,2.54298745,,3.02930493,3.95037302,2.76079686,,2.43600872,2.66261318,2.00483931
2.80382381,4.16089501,3.18093138,,2.68743616,4.65914688,2.77507685,,2.9264487,3.77393489,2.65933186,,2.94299034,3.78254475,2.58196023
2.9099971,3.98586682,3.09064272,,2.19803131,2.45174747,2.14192489,,3.11788279,3.61998078,2.6268747,,3.06554339,3.56730506,2.50366423
3.03371714,4.70862015,3.04975776,,2.35263991,3.11589832,2.45709822,,2.89189666,3.22806199,2.67580827,,3.17909307,4.34148627,2.60075455
2.39315269,3.50953027,2.82360257,,2.3234955,3.28003763,2.42165117,,2.84126424,3.38450183,2.40298559,,2.51962892,3.06660567,2.15986511
2.5144818,3.38773279,2.79089339,,2.82842883,4.79411934,2.9079544,,2.66111979,2.73330396,2.19594347,,2.68020314,3.04767572,2.12001333
2.51610467,3.80995637,2.82296272,,2.26984998,3.34449513,2.42157538,,3.19567162,4.06720218,2.71382764,,2.65357054,3.37445833,2.16024194
2.35630578,3.29313177,2.77810355,,2.34270003,3.33188849,2.46661975,,2.66326668,2.52073902,2.25822734,,2.48720913,2.7954744,2.10615027
2.85819192,3.81268851,2.991389,,2.26958162,2.79563631,2.41302918,,2.90948297,3.36434936,2.53362589,,3.00458096,3.47349521,2.45252226
2.80818375,3.97691416,3.03922138,,2.79070206,4.16556873,2.59467877,,2.9288001,3.40899712,2.51372779,,2.95603636,3.45805942,2.42261247
2.15418435,2.97347581,2.67354451,,2.18041193,3.23056749,2.42292169,,3.13752215,3.45339894,2.55608966,,2.2774171,2.55774237,1.9470014
2.88787715,4.77812168,2.90256507,,2.4913825,3.77892395,2.47693038,,2.76770729,2.98819621,2.3188419,,3.01305186,4.29955351,2.41398112
2.49125134,3.34655643,2.67665615,,2.96010852,4.78302018,2.86811947,,2.88994303,3.55694172,2.754649,,2.65184765,2.87026561,2.06289633
2.33543175,3.09567505,2.63586296,,2.25081877,3.21853209,2.24675208,,2.83072903,3.80741654,2.67760101,,2.50088073,2.62946933,1.93339789
2.86964937,4.84088604,2.95493782,,2.38669725,3.42107458,2.35933557,,3.02283441,4.01821918,2.61850609,,3.03149951,4.4629807,2.40872202
2.93853778,4.37097491,2.89396856,,2.61462874,3.70557337,2.6683418,,2.98090298,3.3499067,2.56957262,,3.08717652,4.00982938,2.39254404
2.65117977,4.53470115,2.78858888,,2.07926703,2.41126835,2.20507584,,3.09677936,4.14602952,2.85430814,,2.7900355,4.11971354,2.25755838
2.35039379,3.1209393,2.6500803,,2.91592486,5.06819795,2.92883499,,2.60430206,2.50989232,2.29685892,,2.48281106,2.72487289,2.03528076
2.4086823,2.94844608,2.91991132,,2.66884568,3.19717251,2.6457232,,3.1365251,3.36902929,2.80978895,,2.5423921,2.56793196,2.25181937
2.50697583,3.49728175,2.98535014,,2.7087977,4.24330999,2.7095689,,2.8333306,2.92890827,2.62646879,,2.62320634,2.98294753,2.37225692
2.23559212,3.19915794,2.76089946,,2.13961153,3.02102835,2.41204964,,2.90029706,3.39412774,2.70740668,,2.35398588,2.71200382,2.07901457
2.70053358,3.78015024,2.96800776,,2.61205823,3.79158922,2.65817708,,2.67198004,2.70645262,2.14235417,,2.83697026,3.28593717,2.34389183
2.47610173,3.54062465,2.83773719,,2.66175192,4.20017978,2.5675133,,2.56803423,2.70614762,2.47411396,,2.61892262,3.19567763,2.23453619
2.57340556,3.56129976,2.70664936,,2.28488699,3.21443662,2.52659128,,3.05704454,3.33657868,2.59784343,,2.72050402,3.13907662,2.11652803
2.68134154,3.58373768,2.85066411,,2.660416,4.1771625,2.66169398,,3.0628645,3.9717413,2.70210573,,2.8234532,3.13003182,2.27492468
2.70499124,4.38266706,2.90531547,,2.55361642,3.94216173,2.53381458,,3.27092036,4.64992561,2.82665963,,2.8480211,3.91501038,2.30524151
2.14777275,2.94063267,2.67794819,,2.73007747,3.95613042,2.60027341,,2.74424618,3.04564346,2.53126112,,2.26730027,2.51701345,1.98376737
2.82678845,4.54618528,3.05176819,,2.77690744,4.45017995,2.65123098,,2.82855979,3.30909567,2.45243726,,2.96145611,4.09431719,2.49648368
2.73462595,4.40335599,3.04460838,,2.72871453,4.601291,2.74787947,,3.03992656,3.42077849,2.54993276,,2.870005,3.89234001,2.46440476
2.18602484,2.76496912,2.68757237,,2.3032339,2.59643593,2.22116647,,2.58905722,2.85471002,2.3927641,,2.31460843,2.3423042,1.96317544
2.93960965,4.43760498,3.08702137,,2.52728684,3.61163682,2.597442,,3.09065599,3.56853093,2.68736014,,3.08552846,3.94270536,2.54368568
2.32151876,3.30327714,2.72952706,,2.34203906,2.84532138,2.39703185,,3.18628979,3.73398394,2.88401224,,2.43270719,2.88251108,2.06404828
3.03985962,4.30468666,3.17158482,,2.21796342,2.80600149,2.50324192,,3.07207573,4.45185151,2.60389999,,3.17508362,3.85214196,2.64052265
2.66067673,4.71168538,2.9489369,,2.38153322,2.96854099,2.58596642,,2.96127794,3.43868747,2.68305431,,2.78315866,4.20833671,2.42136278
2.43126994,3.49744845,2.94585693,,2.68087312,4.5253662,2.72827288,,2.73900702,2.87748153,2.361527,,2.56045489,3.00565982,2.24049112
2.65490674,4.5638383,3.00622262,,2.93638387,4.82212267,2.6222518,,2.82925442,3.46239387,2.49314959,,2.78395155,4.09774958,2.43928942
2.83356752,4.73947835,2.96863132,,2.49079061,4.30061577,2.5801538,,2.92307922,3.23931456,2.6090397,,2.99015352,4.2736013,2.42683511
2.11791517,3.14867734,2.47400525,,2.35269188,3.26045515,2.47592879,,3.03279749,3.48900591,2.58308283,,2.26200993,2.64008922,1.79686644
3.08272758,4.1249006,3.25792582,,2.47543003,4.05664468,2.46360931,,3.05636304,3.37937508,2.62450313,,3.21612746,3.73134172,2.72587256
3.04531351,4.51016742,3.10188996,,2.82628852,3.57668676,2.69222599,,2.66773364,3.03969922,2.38241645,,3.20027142,4.08081219,2.66796242
2.68916982,4.20753284,2.86523804,,2.26794513,2.75371111,2.41424195,,2.71961775,2.93851609,2.33616587,,2.83156684,3.79403197,2.28755197
2.64575876,4.09826659,2.97658856,,2.30977381,3.41735909,2.44900767,,2.91432118,3.25994752,2.4344167,,2.77562273,3.60591352,2.38110891
2.33216184,3.32813257,2.73757126,,2.36717267,3.13645038,2.41828081,,2.77634954,2.89470908,2.4466656,,2.45325908,2.92490508,2.09637105
2.3782008,3.73492477,2.80856826,,2.67595901,4.37376326,2.73324584,,2.87082561,3.70586146,2.7094418,,2.49908803,3.28404779,2.1766808
2.33014728,2.68521159,2.7342038,,2.4058738,3.71872668,2.48506714,,2.75317218,3.17821308,2.34015719,,2.47485274,2.34197357,2.06500164
2.33019891,3.67174136,2.61297014,,2.45034323,3.37776939,2.35981308,,3.08939552,3.81551692,2.69984264,,2.45840261,3.17279978,1.98870387
2.30848551,2.95475027,2.74657236,,2.74189352,4.66116373,2.59161805,,2.47316036,2.72819412,2.16998832,,2.44502854,2.48244407,2.02730592
2.36962714,3.32200479,2.60454953,,2.69647422,3.80121977,2.70622232,,3.12634183,4.48321206,2.8057963,,2.50526404,2.84801925,1.96904775
2.64303285,3.46117118,2.67412846,,2.25431881,3.21989057,2.34457193,,3.32877276,4.84394962,2.97744596,,2.80919379,3.01568512,2.06804005
2.46668057,3.61546072,2.9358534,,2.33210928,3.72820497,2.36956018,,2.69659575,3.99921351,2.45455681,,2.58334371,3.13490141,2.26708572
2.53336367,3.31712923,2.78052456,,2.19410091,3.2171671,2.23884087,,2.90720881,3.55479475,2.51056411,,2.69002252,2.93261797,2.19362532
2.61611702,3.90930056,2.97979698,,2.74572704,4.14896676,2.77499773,,2.83817424,2.83755724,2.35155735,,2.73741999,3.43487884,2.4003331
2.79728993,4.50691155,3.05764672,,2.36759412,3.00645764,2.37277373,,3.03377097,3.50510453,2.58129071,,2.92231305,4.0151758,2.48858271
2.58682513,3.54801772,2.7811327,,2.78399909,4.20053021,2.68249799,,2.69147442,2.86632278,2.36681947,,2.73751506,3.18402666,2.20625711
2.50274056,3.39686498,2.73405763,,2.75790807,4.22929455,2.64652945,,2.98789743,4.73339489,2.64471764,,2.65913443,3.01423052,2.06704593
2.70379511,3.92458924,2.93917923,,2.65323126,4.41604629,2.64845268,,2.99022013,3.34457494,2.74042323,,2.8364445,3.53253757,2.41176617
3.04721612,4.38797699,3.02607456,,2.39521627,3.14905122,2.3869422,,3.06370711,3.58004505,2.58726794,,3.19481949,3.89603528,2.55754919
3.13293952,4.63349202,3.12512998,,3.01105645,4.73292374,2.91504676,,3.0538196,4.14036659,2.74393017,,3.29762091,4.27531421,2.66275072
2.86227462,4.45378017,2.95385034,,2.71117458,4.25081101,2.60556839,,2.60744663,2.84673311,2.20263405,,3.01651299,4.0932256,2.39860133
2.87804285,4.15896385,2.94962616,,2.19070557,2.89061338,2.3778226,,2.90563924,3.22746088,2.38152378,,3.01491658,3.82035638,2.44819686
2.88098676,4.13385006,3.0629758,,2.25781343,3.36555448,2.40490406,,3.08904256,3.52682014,2.5928893,,3.01407094,3.70742176,2.5156092
2.55411626,3.38868775,2.68295161,,2.83335096,4.17455744,2.78746927,,2.71383113,3.11337178,2.44190302,,2.72461602,2.91445693,2.07613373
2.80759626,4.68076192,2.99200438,,2.27818545,3.45155811,2.37658391,,2.71355899,3.56863381,2.47626644,,2.96084366,4.19179715,2.46238166
2.5157011,3.35665707,2.92456255,,2.52344164,3.41154307,2.5821796,,3.14670227,3.64365718,2.60788943,,2.64222785,2.92197321,2.26027335
2.8871998,4.26993421,3.05037496,,2.74887419,5.39631823,2.70459984,,3.36755428,4.00041252,2.72316391,,3.03999699,3.91539539,2.4921908
2.42512465,3.43293745,2.75942907,,2.64459122,3.4114788,2.70740188,,3.31658274,4.29680601,2.84264286,,2.57912462,2.96826283,2.08197603
2.81195851,3.94723534,3.14048534,,2.18210632,2.97024188,2.39484207,,2.82527901,2.92112226,2.37410987,,2.94810769,3.50015601,2.5472919
2.53400057,3.15017539,2.75495955,,2.73566595,4.60950096,2.72632455,,3.33353547,4.6882277,2.87241547,,2.69312767,2.75733377,2.13866273
2.34024594,3.15594125,2.6220442,,2.6336732,4.29516201,2.64137689,,3.12381306,4.00288885,2.78609373,,2.48508631,2.72145356,1.98516598
2.65088431,4.15074344,3.03078382,,2.32405405,3.23688827,2.37257095,,2.95809052,3.19946845,2.51530817,,2.7731404,3.76777876,2.45612681
2.55303386,2.95437205,2.79540722,,3.03406424,5.4743132,2.88047347,,3.20463505,3.17512127,2.68074128,,2.69981206,2.61101054,2.13238598
2.66964967,4.08614933,2.96051267,,2.64708583,3.96057758,2.5245715,,3.18016187,3.98112435,2.83569744,,2.79279138,3.72850316,2.41639648
2.22896727,3.40071895,2.77760951,,2.46574418,3.27419196,2.4348504,,3.13256114,3.39027646,2.52089467,,2.34992273,2.96657642,2.11290662
2.71562649,3.75607186,2.96421684,,2.38741043,3.42961579,2.3992448,,2.95415532,3.78292979,2.47565607,,2.86492279,3.34533396,2.35405295
2.90938312,4.37511788,2.98871822,,2.33101965,3.33900175,2.47656106,,2.82366488,3.20473772,2.57687525,,3.05758507,3.90158008,2.50645859
2.70360177,4.17035511,2.99778983,,2.8370974,3.83690841,2.78568348,,2.50573373,2.5447457,2.26819491,,2.84813679,3.80713971,2.37642267
2.38695185,3.13531634,2.6991915,,2.2741263,3.00721342,2.42181547,,2.98593562,3.98409127,2.6108115,,2.52809973,2.64203712,2.02365552
2.37752233,2.93588302,2.73813533,,2.10482519,3.3066852,2.34846838,,2.72369946,3.24773843,2.41666088,,2.5241286,2.60175622,2.11284241
