New Haven Low Demand,,,,Fresno Low Demand,,,,Atlanta Low Demand,,,,Miami Low Demand,,
Gas Trucks,Liquid Trucks,Pipelines,,Gas Trucks,Liquid Trucks,Pipelines,,Gas Trucks,Liquid Trucks,Pipelines,,Gas Trucks,Liquid Trucks,Pipelines
5.06922546,5.13120715,42.2351304,,4.31883215,4.66830494,32.1571519,,4.63171688,5.3431647,14.7181525,,4.63321849,4.65542804,15.9143995
3.99069093,4.26887941,34.6947936,,5.18061979,4.90043078,36.5069259,,4.12900965,4.57000137,16.8702029,,3.69430952,3.91627073,12.1261313
6.73067812,6.86513052,44.9242353,,5.66936386,7.41821037,36.7323498,,5.14440404,5.51158656,16.4855084,,6.03889475,6.25307195,17.6115505
4.74424673,5.03286038,36.5006197,,4.69984135,5.84437657,34.8432331,,3.85290094,4.28283038,14.8669313,,4.5052661,4.67598238,14.021442
4.99317184,5.64534013,40.7142753,,4.65808696,6.09928599,32.7561792,,5.54617735,6.67812451,20.0178165,,4.32639562,5.02409717,14.1982185
5.87065407,6.31809624,42.8707004,,5.77979766,5.85316477,36.2649075,,4.54153077,4.34348227,16.7948093,,5.27603214,5.73659262,16.4660845
4.97626034,5.81172288,38.814906,,4.82539124,5.75550669,33.3953239,,5.24300979,6.0714613,18.2156571,,4.67906231,5.4001569,14.2119673
6.43209294,6.79096616,43.7318897,,5.48606005,6.32334058,35.8432766,,5.2062646,5.14416363,20.2298288,,5.58646197,6.14434326,16.618687
4.69447295,5.39938706,38.4943669,,5.0429664,5.71900436,32.2123995,,4.64039331,5.70840494,17.04811,,4.09438883,4.86359854,13.0919449
3.96376255,4.47051234,35.7935076,,4.32614859,5.72271052,32.4069609,,5.06705827,5.94117826,18.5172602,,3.71959227,4.12820892,12.0536528
5.13972446,5.60976596,36.9885956,,5.35436907,6.18806861,35.5164315,,4.80694214,4.74887818,17.391328,,4.3204915,4.88326649,12.6223701
5.63417881,6.59051832,40.2852053,,6.67803333,6.98877247,40.5190739,,3.91180903,4.54087709,15.5355288,,5.36105728,6.20448232,16.8926524
4.97149099,6.08325368,34.9156207,,5.17425706,6.50648903,35.0803886,,6.60243509,6.88447203,23.2932608,,4.54089443,5.61087659,12.5120848
5.54054292,6.04902465,39.2313198,,5.71724655,5.58082689,38.3354871,,5.75533254,6.04825346,22.5660931,,4.85847085,5.42637102,13.6092247
6.06368179,6.5671838,41.6832478,,4.58727151,6.00160057,33.3228503,,4.102118,5.10500784,16.4066138,,5.34160552,5.89583847,15.1992923
4.82614578,5.5095967,38.3493816,,4.52459216,5.16475521,33.0953328,,3.28936928,3.79983587,14.1937338,,4.48987344,5.04206783,14.8564243
5.50506446,5.40945983,42.4749625,,4.32751916,5.19606942,33.0433882,,5.66249251,6.2892396,20.117448,,4.89467127,4.82966019,15.6276432
4.65126996,6.16426879,36.1783208,,4.59607999,5.9156167,32.7376783,,5.45390805,5.67363117,20.1291356,,4.42149235,5.76995351,12.624016
5.7267709,6.29500223,40.472934,,4.87668109,6.36278518,32.2737705,,3.72126794,3.82792275,14.9825646,,4.96183659,5.64247054,14.811978
4.64011321,5.33424429,38.6661471,,5.17163693,5.75765489,35.5025169,,4.19963359,4.82485699,16.3563987,,3.90198329,4.6825894,12.5670105
4.93965219,6.63830621,37.0576225,,4.41601433,4.66990541,31.7674446,,3.89244574,4.35539105,14.2684006,,4.40554732,6.09569119,13.4919087
5.08286142,6.16516293,38.9951221,,4.95527576,5.13412508,34.2109078,,4.42243943,6.08850334,15.4039445,,4.75816536,5.75170757,14.3971339
5.06159281,6.36664027,36.7641092,,5.47883853,6.92657849,37.0377199,,3.87192862,4.64499485,14.3874759,,4.77856775,5.95131813,14.3699437
4.19487153,4.39584636,35.9347675,,4.22586645,4.93194961,32.8307318,,4.40257538,5.60618871,14.8196554,,3.85807354,3.98462011,12.0575613
4.95369646,5.6636091,38.1971299,,5.17308585,6.29763601,34.2995634,,5.29646573,5.87887513,20.6985335,,4.24145081,5.03749126,12.816153
4.28590051,4.63689464,35.9964372,,4.35490424,4.80351207,32.0490035,,5.30995943,5.84266439,19.6861271,,3.68192297,4.11476893,12.6570902
4.54199472,4.73214392,38.4073145,,3.99867078,4.62438405,31.3785661,,5.51055912,6.0604634,20.1523827,,4.01226103,4.19573452,12.9831345
5.06605881,6.47336058,35.0407224,,4.66719788,6.49383544,32.0802067,,6.05405799,7.16861516,22.2264068,,4.2833469,5.78392237,11.5227909
4.46124172,5.21411659,36.0612652,,5.14996114,7.12736749,35.4371679,,4.12920164,4.57314676,16.7273868,,4.09949983,4.79361536,12.180272
6.0159523,6.34655216,40.4168964,,6.05962579,7.22631752,38.3494191,,4.55808852,5.55816305,17.108728,,5.24985285,5.61094561,15.9224429
4.80197215,5.65131327,38.8919431,,5.86816651,6.72099831,37.3152888,,4.2975946,5.05610997,14.9669255,,4.11028987,5.05165536,13.0963668
4.80116955,6.4943811,36.988214,,5.62529119,6.88428111,35.7712776,,4.16304748,4.18554467,15.7174577,,4.54338509,6.1674324,14.3939131
4.7819314,5.37296711,38.6010684,,4.20607667,5.24378623,32.7073402,,4.25074199,5.46151242,16.682913,,4.17218278,4.81163593,13.0148709
5.93346917,6.62488889,41.4772974,,4.93909274,6.71021603,35.0994271,,3.64553623,4.10609883,13.9052939,,5.70783318,6.30699904,16.4364293
4.01563992,4.88202786,34.9952943,,4.40809731,5.57109393,34.723316,,6.07279422,6.44898673,22.3693234,,3.71199699,4.44992014,12.0169741
3.92804315,4.80983305,34.7258063,,4.23105672,4.34777856,31.2368028,,5.13810396,5.42695341,20.8130726,,3.71230671,4.489329,12.2021476
4.37598048,5.02331423,34.3163076,,5.11682034,5.37573993,34.0413345,,4.85954159,5.42730191,16.8989266,,3.82026652,4.47474287,11.5409329
4.69454116,5.65788643,36.9986598,,5.50381158,6.53241376,36.8866006,,5.34406904,5.65086159,18.1554084,,4.02253459,5.07317715,12.9111689
4.22628972,4.55071254,34.229624,,5.60911157,6.33421733,35.6822227,,4.55054034,4.55627337,19.9190051,,3.52168084,3.90340928,10.8797172
6.13567806,5.48663177,43.1188202,,4.98672141,5.52090829,35.2035053,,4.13562486,4.52544225,16.4076324,,5.43081439,4.83922878,16.2032866
4.98812357,6.38503019,36.2187189,,5.28771091,6.32504932,35.9489941,,3.8198551,5.01413123,14.3697234,,4.32851151,5.78376914,11.7844113
4.54397338,5.66409922,36.443572,,4.67959012,5.44742823,34.7854106,,5.7343956,6.38174079,20.5978337,,3.8648599,5.10621322,11.4062553
5.18956852,6.86958848,36.9088229,,5.35353523,5.53921852,35.7281779,,4.53532887,5.77515526,16.6318354,,4.71045763,6.36652602,12.5915717
6.11228054,6.74871138,43.21352,,5.67857081,5.6827933,35.5775499,,3.9594122,4.45442494,15.1817885,,5.52075089,6.2198033,16.6385126
4.22059355,4.68694697,38.1130308,,4.75584913,5.08517559,33.0824318,,5.41663807,5.98572417,19.1206137,,3.65562623,4.13946074,12.5743199
5.32444714,5.83389219,39.1654925,,4.8396203,4.93624138,34.9071883,,4.27557869,5.5756152,14.3675391,,4.96405447,5.42360116,14.2590577
6.96342686,7.87316314,44.1532991,,6.97994787,7.91774186,39.4572151,,4.49181882,5.31556588,15.5665489,,6.10630539,7.15925115,16.8521067
5.98866862,6.42678737,41.3107686,,3.82744226,4.14366505,31.7868095,,5.05586875,5.4767974,20.073629,,5.28458488,5.78590986,15.2141791
6.41174093,7.86051888,41.9269898,,4.38280562,5.31868864,31.938277,,3.76307742,4.82764393,14.2036354,,5.94215109,7.38485519,16.2798239
5.46206285,6.49763114,38.2208794,,4.06616904,5.17918249,32.1725792,,3.38968557,4.00361699,13.6464012,,4.91804368,5.93302534,13.7373735
4.84013933,5.6378606,36.5981426,,4.75561306,4.96955435,33.2556383,,5.28346901,5.67626133,18.97819,,4.4563233,5.20014566,12.494953
5.14186967,4.68255834,38.5682645,,4.45597039,5.81919376,32.0119534,,4.81676517,5.66250341,19.1174597,,4.49187924,4.08399045,14.3979416
4.64623247,5.50179621,38.5346079,,6.45407898,8.05087975,40.1189352,,5.84030867,5.96133039,21.0807988,,4.06426927,4.97431237,13.0065461
4.52439712,5.79636138,35.3426019,,5.27753863,5.58321091,36.352682,,4.66843457,5.28204213,15.8941732,,3.84858886,5.21947588,11.4258689
3.97256788,4.59268077,34.947947,,7.09647871,7.65598849,40.8621873,,3.79045278,4.33151178,14.8335756,,3.5837763,4.13029276,11.4553083
5.3743776,5.96413978,40.928716,,4.2729274,4.83930695,31.974823,,4.54476928,5.85968898,15.7862221,,4.92289049,5.48851686,15.1594167
4.51551966,4.98851586,36.1888592,,5.03713336,6.25505004,33.6280331,,4.01384322,4.23433931,15.3725208,,4.05085487,4.49972359,11.9078457
5.10831492,6.05097465,38.9476095,,3.93963784,4.8631463,31.34168,,4.59375369,5.66183163,16.4105662,,4.75375521,5.61856726,14.1834591
4.25096854,5.18238486,34.4208254,,4.6287361,5.61440433,33.3561583,,5.61570483,5.43243403,21.8243816,,3.66402281,4.62751794,11.3197766
6.00187437,6.63032985,41.1845316,,4.84453346,5.97943958,32.1661297,,5.4527411,6.25233039,19.0382367,,5.5318975,6.14767166,15.8245856
6.64047165,6.15044073,45.2900808,,4.51232144,4.67172058,34.3136359,,4.73982226,5.69883446,16.3369592,,6.07447127,5.64042774,18.1418687
5.05141668,6.91444963,36.857139,,5.60458334,6.59112089,37.0424978,,4.30695676,4.69071078,15.2487124,,4.44395428,6.35393951,13.3229555
4.32485859,5.32866735,36.2059455,,4.66048437,4.94586622,32.7804302,,4.20569649,4.6076035,15.026174,,3.94730735,4.85561154,12.1365501
5.14072666,5.99914503,35.2243034,,5.98443969,7.12253552,36.1183412,,4.89063624,4.93518007,18.9883903,,4.69272753,5.51199119,12.5053006
5.9437665,7.42218391,39.519149,,4.64230584,5.59772589,34.6216061,,4.50264994,5.01596883,17.6613925,,5.64328654,7.03680539,15.1261249
4.5014905,6.43001334,36.4023949,,5.86007179,6.28869031,37.2800824,,4.41084113,4.3703254,16.5887842,,3.98800663,5.92541274,11.9369028
4.19671549,4.56280309,34.0511338,,4.84355861,5.16496639,33.1909803,,4.36738127,5.49701372,14.9008142,,3.53894445,3.96961272,10.9666561
4.66676844,4.91365107,39.3236606,,4.52715145,4.7271972,33.0107966,,3.94401899,4.16959496,14.8820752,,3.99696036,4.32409219,13.9159589
5.60536142,6.41323242,38.0907993,,5.78415306,6.39256069,37.1342427,,4.85859743,5.61912544,16.0024889,,5.19315024,5.95629188,14.4756699
4.94413704,6.62440086,35.8800846,,5.52179951,6.24387742,36.9022807,,4.85191773,4.75960552,20.5769321,,4.47612023,6.0872438,11.9634724
5.0728665,5.6550094,40.4921236,,4.84336923,4.92899255,35.5833652,,5.43497469,6.37490483,18.4892402,,4.70913082,5.19921007,14.8663806
4.56953503,6.44780297,36.4440083,,5.12880838,6.82499565,33.4411082,,4.90500591,4.82929969,18.4322763,,4.10203727,5.96243808,12.198311
4.14006173,4.97380348,36.181272,,5.52071668,6.53469896,35.769141,,4.13866453,4.06124924,15.8885412,,3.45880591,4.38624045,11.127484
5.28068836,6.31439798,36.5791982,,5.14087114,6.11186214,34.8565789,,4.09406365,4.34739301,15.7019235,,4.540621,5.60973363,11.7122484
5.31360864,5.79699837,39.036696,,4.34619519,5.32313503,33.0043535,,4.93938114,5.37998826,19.479443,,4.53566637,5.0986665,13.0709826
5.32737851,5.46503625,42.4787192,,5.24282059,6.21763594,35.2292582,,4.21338476,4.56215145,15.9656418,,4.86387639,4.93009544,16.1460277
5.69732906,6.68568015,39.2863838,,4.51936411,5.3660872,34.3605158,,4.28603609,4.80096132,16.6543169,,4.89105981,5.94306912,14.6181546
4.69885,5.43653072,36.6471802,,6.27098378,6.93644444,39.0016691,,5.50918658,5.620766,20.3800249,,4.17485304,4.91609006,12.1484955
4.25372631,5.01634665,35.2821322,,6.68594106,7.52552743,39.4311603,,4.45341928,4.59128128,16.6236347,,3.84636476,4.59928531,12.0406857
5.0424802,5.29034457,38.8865635,,6.1635415,6.15986884,37.392553,,4.77085829,5.18879094,16.0660094,,4.25637751,4.60498706,12.9247719
5.1124834,6.01147478,37.1916755,,6.91445063,6.75635026,37.4878835,,3.90428888,5.50282523,13.9711298,,4.43784109,5.39868035,12.2074699
5.77353518,7.04308548,39.2717439,,4.70483398,5.14216518,33.6711203,,4.24408964,4.93187403,15.0566188,,5.08018597,6.39014434,14.0536937
4.63086208,5.7178748,35.1182988,,4.153522,5.86466808,32.849054,,4.25994208,4.94968168,16.6466887,,4.08703019,5.2041597,11.7777362
5.49921349,6.4684308,39.4642518,,4.94363387,5.12034989,35.0094835,,5.2224576,6.52056316,18.9651648,,4.87237154,5.89056764,13.9821904
4.22498337,5.06333209,36.0728007,,4.80837077,5.1023721,33.5907989,,4.89680584,5.70607361,18.3301652,,3.97840244,4.71863679,12.3625336
4.82398505,5.37790243,38.4881816,,4.05003411,4.29367449,32.6388814,,3.93569277,4.02662344,15.2667169,,4.26721664,4.80511047,12.7944665
4.00768683,5.08012387,35.1630886,,3.92534266,4.61113799,32.3215228,,5.34034191,7.1296241,18.6399954,,3.49955241,4.53643074,11.0505322
5.16507612,5.70353647,37.3679812,,4.75972428,5.28237984,34.7019259,,5.15067545,5.75064224,20.2714153,,4.3561747,5.04474753,13.196809
4.24789348,5.42316163,34.6413814,,6.08040636,5.99162154,38.2767637,,4.2895268,4.10388405,15.386712,,4.05612131,5.10588014,12.6551887
5.83673071,6.58165091,42.8261188,,6.37424336,6.67530332,39.9796006,,4.25523423,5.59202808,16.3955678,,5.48484383,6.14763494,16.8021321
5.66186956,5.5391905,41.1677029,,4.19439991,4.80959641,32.6787975,,3.98902681,4.60612061,15.7473561,,4.93608846,4.9050376,15.6624935
5.13145782,5.67648424,37.5197755,,4.20292861,5.16956483,32.9369178,,4.38575849,4.87576341,17.0544841,,4.46008583,5.07006937,13.1464826
5.67314956,6.84207817,39.6096868,,4.25503624,4.57992126,32.7353623,,4.21180171,5.18584652,15.0388287,,5.07540622,6.27551128,14.1213776
4.78587792,5.78204417,38.679362,,5.58585155,5.81632965,36.8745589,,4.26117966,4.61431669,16.244306,,4.19417576,5.24979222,13.270514
4.65010548,6.1902705,35.9049163,,5.34757998,6.09406691,35.3117814,,4.66164045,5.30400519,17.416192,,4.33365109,5.80926312,12.4617935
5.46001797,6.49081964,39.2402007,,4.2428377,4.88263401,32.9342023,,5.25471685,5.40006787,20.9972784,,4.81401252,5.89386581,13.6156845
4.43936348,5.15187735,36.3904909,,4.12582022,5.14194113,31.5864872,,4.25668108,4.78851984,15.0875282,,3.8496429,4.58392417,11.5062549
4.4014798,5.22279032,36.2155568,,6.36529435,7.45235568,36.3759003,,5.12024705,4.576836,18.6992969,,3.92500199,4.70927598,11.7784594
6.91059343,6.98589788,45.5034944,,5.44962703,5.87776901,36.9116167,,4.58919991,4.99459753,16.6413027,,6.45890602,6.52560702,18.6849012
4.83642663,5.49107253,38.8983927,,4.64681457,5.44420388,33.1099018,,3.4648213,4.41602901,14.0600985,,4.00982397,4.84331397,12.7573647
4.88093329,5.70872567,40.3933176,,4.39416577,4.75278525,34.467628,,4.53777316,5.29103278,14.3925129,,4.58330697,5.29324156,15.0286193
5.20951744,4.88223841,39.4180845,,4.43041088,4.73086003,34.2249903,,3.79070342,4.35436459,14.3125978,,4.45210951,4.25941457,14.4591086
5.93424998,6.17800812,41.0121822,,4.54129359,5.54848254,33.182458,,4.61632642,4.62860569,18.1047691,,5.04650997,5.43231197,14.7621182
5.04013434,5.21481163,36.4409597,,5.39016394,6.18356162,35.6270815,,3.32255503,3.64656682,13.5191293,,4.79447795,4.83432568,14.1677049
4.54532966,5.6655997,36.2271832,,4.5313272,6.13839557,33.1295687,,3.69830005,4.08994449,13.9264373,,4.16054407,5.21161936,12.1440754
4.13880539,4.85335286,35.7796867,,5.50084119,5.85160289,36.9168363,,3.97654163,4.30300649,14.6966437,,3.58483403,4.29926508,10.9586279
5.11972109,5.7163811,40.8430317,,5.50648297,6.95435785,36.6263146,,4.36351177,5.04163927,15.8501582,,4.58188936,5.23429224,14.9165916
5.77440048,6.77713509,41.358311,,6.8699922,6.92821195,40.42505,,3.80949595,4.55222781,15.6582606,,5.24116585,6.22023388,15.2567001
4.6429943,5.36728402,38.3850619,,4.94814732,5.36127493,34.912485,,4.35183651,5.46168911,15.1030463,,4.17909897,4.87438341,13.1757615
4.46381176,5.15587853,35.2322963,,4.41008229,4.85302544,32.0599649,,3.30595603,3.86875269,13.482512,,3.89419239,4.61739452,11.3895021
5.47152654,6.30124147,40.9994983,,5.2539675,5.48381177,36.5115802,,5.38682467,5.90793764,21.4248102,,5.11069543,5.85620375,15.5216756
5.55992844,6.19471762,41.0260003,,4.72666164,4.83279716,34.6210221,,4.70721689,5.42033887,17.3078011,,4.7712808,5.4891505,14.3216532
4.44885116,4.44491545,36.1038366,,5.34876209,5.26005583,35.3070539,,4.56868907,6.12311722,15.4644565,,4.1726875,4.08121466,13.439829
6.36305525,6.55551461,44.906643,,3.81972558,4.29790552,30.9992522,,5.57453664,5.76884731,21.4032113,,5.82626676,6.02122754,17.8207695
4.12944623,4.63974514,34.8503808,,5.92506341,7.60716548,36.2176651,,5.07013835,6.06741888,17.1792368,,3.46048963,4.0301135,11.0064461
5.21734725,6.64799981,38.2376937,,6.03261426,6.75156122,38.5965268,,5.52650886,5.34307299,21.9424039,,4.78461233,6.15957528,14.0631404
6.25726595,7.27914252,43.6436743,,4.35699894,5.15879882,33.1793857,,3.9899087,4.67948456,15.0552121,,5.63299656,6.70006588,16.8668304
5.51277474,5.93045018,39.2400565,,6.42130692,6.94055853,39.271037,,3.63344642,3.97567585,14.5981848,,5.01446226,5.43328766,14.2977397
6.59912567,6.03200579,44.1784283,,4.84321881,5.20836025,34.9628574,,4.20020231,4.84817109,14.7755397,,5.92569768,5.40804209,17.685022
4.4767698,5.06065212,35.9775335,,5.01126473,5.84577221,35.0836783,,4.54547064,5.29648388,16.7081536,,3.8679536,4.48577424,11.4976644
5.06361008,5.4234903,36.3873901,,5.73956961,7.11741656,37.0483275,,5.33974876,6.7910347,17.7920272,,4.78878623,5.0599311,14.2179604
4.28540043,5.01157649,36.1712132,,5.85296578,6.51071784,35.4514584,,5.06751625,5.15541946,17.4524728,,3.7467409,4.48771761,11.7029772
5.07877185,6.27703609,38.8488049,,4.07478807,4.25915554,31.7181416,,3.7401774,4.05990774,13.7699511,,4.77586838,5.79707776,14.095774
6.17513506,6.49507298,43.3064693,,5.84328004,6.93660787,34.7045626,,3.66542599,3.74513313,14.4528892,,5.55121112,5.88269698,16.4902429
5.01670473,5.01046193,39.4323756,,4.09879116,5.02357596,32.5716231,,4.77390456,4.94404832,17.6643047,,4.2915673,4.36025,13.875417
5.41039706,5.4592148,38.5776102,,5.90217893,7.29246172,37.1960024,,3.97666478,4.70856878,14.2942063,,4.78122873,4.89755358,14.9565079
3.91718053,4.76676775,35.7365301,,5.92549908,6.26349892,36.3663287,,3.69247185,4.88458794,13.877076,,3.45998137,4.3077751,11.6018084
4.51519446,6.06136199,36.5039063,,4.87770042,6.03811786,33.6643113,,4.70269917,4.8774252,17.4580854,,3.95663549,5.57545505,11.8247777
5.4408701,6.34338074,37.9347988,,5.33185535,6.05961642,35.6245672,,5.45902772,5.44702645,21.1997259,,5.06980182,5.93699916,14.5586605
5.2997885,6.44227233,39.1282548,,6.22101824,5.53346165,37.6154819,,4.81649011,5.62445896,16.834782,,4.87497034,5.97189341,14.2146534
5.44095097,5.95594218,40.6007642,,5.45676495,6.22608274,37.0281033,,6.25708801,5.81447807,22.3537421,,5.19151968,5.53763501,15.8985261
4.29699339,4.62653579,34.7746259,,5.04629752,5.03156696,36.2493635,,4.20317573,5.25157831,15.2007603,,3.79559341,4.18264968,11.8826098
4.43310606,5.09979183,37.4322424,,4.85887053,5.76645226,36.3669471,,4.30219022,4.04077096,15.5891152,,3.93151004,4.57520039,13.014832
6.08281917,5.88068036,40.9416673,,5.80153592,6.16302134,38.313923,,4.56518899,5.24559671,15.3416816,,5.29007915,5.20801763,16.3003168
5.14542624,6.60348902,39.1047622,,4.42990129,5.44282667,33.1332583,,4.92899989,5.37653695,18.363092,,4.44163513,5.965318,13.1802535
5.9264216,6.77881952,40.9814964,,5.77371453,6.07570271,37.2578865,,4.46982865,5.13587253,16.0197114,,5.69683579,6.45019118,17.3505414
4.92207919,6.08347559,38.8675178,,4.42703159,5.83991482,32.4630253,,4.687893,4.84860908,19.0302012,,4.39152512,5.55060262,13.2942332
6.41670131,6.74344165,44.6809726,,4.60016845,5.29781398,34.6278448,,3.43119206,3.58948205,13.278355,,5.79204462,6.13395266,17.4749612
6.21798057,6.41857553,43.4498278,,5.30175091,5.25005824,37.7900823,,5.70002429,5.12555851,21.2912629,,5.68183279,5.92157815,16.9744077
4.86573745,5.85283406,35.500407,,5.54917623,6.19878508,36.9292569,,3.84777667,4.5836825,14.3569008,,4.28030741,5.28092306,11.8129365
5.70838025,6.75727585,42.8836005,,5.68278679,6.13430932,36.9650958,,4.67604625,5.51659705,16.3988671,,5.13713018,6.22347834,16.1836553
5.11919039,6.78501695,37.071708,,5.07231711,5.79257252,35.1380947,,4.59198306,5.60305251,16.0300715,,4.49822318,6.15092171,12.1268678
4.76188061,6.38325301,36.753874,,4.90618974,5.4381518,35.1282014,,3.67197871,3.87359075,14.8695343,,4.23520667,5.85860885,12.0202446
4.6666012,5.15303731,35.1857686,,4.73592816,4.80874715,35.7935097,,4.28062584,5.80462698,15.203948,,4.16736924,4.62685604,11.8738878
4.25635667,4.61525277,36.1145181,,6.05477235,6.92517852,39.6129091,,4.96389847,6.42282813,16.6242152,,3.57003316,4.04175875,11.0676637
5.52886432,6.22646296,39.0768064,,4.11781706,4.70274948,31.985348,,4.6359285,5.34805567,14.7371882,,4.90277348,5.6131845,14.808243
5.86725374,6.58757647,40.4853077,,4.66380447,5.52075707,33.3704741,,3.76541519,4.26895664,15.2074131,,5.37620109,6.04857432,15.4312803
5.33834998,5.8781656,39.0150996,,5.13014492,6.11619929,32.8525201,,4.87439553,5.59357404,16.3049883,,5.0713584,5.48340918,14.4254
6.16788918,7.36641459,41.645534,,4.13040698,5.2232001,32.901729,,4.60778848,4.82412042,16.0057867,,5.74305503,6.8747063,15.9599922
3.95135159,4.48768221,35.4629387,,4.41148515,5.18031567,31.831539,,5.43194235,6.42747471,19.8657605,,3.45075739,4.02679929,11.3936611
5.04315857,5.83200908,38.9911487,,4.58448044,4.56394576,34.6660745,,4.58994181,4.6954338,17.5301534,,4.63936708,5.42032901,14.0636948
4.88528777,5.09534965,37.1172406,,3.90982528,4.88603675,31.1494477,,6.53811025,6.86757804,23.1549589,,4.09018755,4.41262958,12.8041524
5.27311475,6.32291777,40.6894732,,4.23139086,5.09603773,32.7167133,,4.67008337,4.79109322,18.7032996,,4.85047202,5.82036741,14.9141611
4.4494443,5.34651075,36.2220637,,4.15471307,4.28745892,32.7282173,,3.72953964,3.88067763,15.4113799,,3.97880679,4.85054779,11.5872305
4.64848407,5.22301927,35.5869435,,5.01421913,6.25371088,35.1795497,,4.82920676,5.92465034,16.891568,,3.94728677,4.64897464,11.664939
5.68897553,6.46334074,41.353167,,4.03234298,4.61295792,32.6281575,,4.49531188,5.06375441,16.1831575,,4.95202672,5.79594447,14.7729268
4.27770018,4.95748722,36.2974818,,6.25377628,7.13015811,37.6706147,,4.19399806,4.4724407,16.5000994,,3.73274493,4.41250577,11.6123111
5.85865465,7.09407285,43.2328121,,5.30125571,5.60261733,36.5460222,,4.74066792,5.13737359,17.7370902,,5.27316352,6.56069969,16.3710444
6.30965489,6.2366342,41.0052384,,6.2023808,7.18495393,37.5665567,,4.14069972,4.34974053,15.1264433,,5.72022355,5.68601916,16.7711653
6.58415666,6.75358032,45.0955255,,5.73811092,5.70430524,37.9434191,,4.13205632,4.09960131,16.594878,,6.02240584,6.10697867,17.914783
5.83728715,7.06866034,42.2753946,,4.53705365,5.9649415,33.5052929,,4.27508642,4.25280713,16.756743,,5.42232798,6.5853038,16.6982977
4.86033779,7.04402776,36.7675497,,4.60581635,4.99964876,32.7649213,,4.31646846,4.91876231,16.2890553,,4.27426434,6.47977414,11.8675821
4.68903864,5.90191678,36.4382917,,4.42505587,5.2358742,32.2065908,,4.45670624,5.70801795,14.927103,,4.37296992,5.47831876,12.5503559
7.25199065,7.22271022,45.5016128,,4.23747509,5.02059595,32.6433956,,4.68315017,5.12850924,16.3258291,,6.38477857,6.522101,18.133977
4.77490184,4.86150189,38.6268231,,4.29162155,6.39202515,32.4382412,,3.78938062,3.93475838,14.1535174,,4.27313732,4.32844871,13.3630341
4.19091676,4.84122771,34.7829945,,4.58804308,4.7148493,34.6368328,,4.7798898,5.6634495,18.5546626,,3.93538569,4.50780207,12.4507575
5.83368699,6.05562002,41.4238266,,5.90860184,6.33245202,36.1418361,,3.96682732,4.77388149,16.2055155,,5.15331379,5.4380906,16.0966027
5.5409908,5.91910108,40.0339494,,4.32644829,5.48196892,31.521547,,3.93839251,4.47819936,15.8376976,,5.31394015,5.56255293,15.7673394
4.33145526,4.78064269,35.9911121,,5.24159249,6.20100782,35.4454863,,4.88988378,5.87882705,16.4356346,,3.62769982,4.16574492,12.2979778
4.67799647,5.37555322,38.5526355,,6.62912333,6.2712859,39.8007609,,4.29728165,5.25578228,16.1502182,,3.94851683,4.64644779,12.5190835
4.5999437,5.51808787,37.3816388,,4.76723366,5.13186523,33.8392115,,4.48321567,5.01149874,15.1001388,,4.34000119,5.17364356,13.8369224
5.70174439,6.8434073,38.5683877,,5.43156797,6.04087175,37.9502986,,4.44033089,5.96524138,15.6484094,,5.41560559,6.42928004,15.7535298
5.39721305,6.54567392,38.1311524,,4.68647825,5.76271945,33.4811565,,6.14870674,6.71430579,22.7805643,,4.54311699,5.82781714,13.077928
5.20685519,5.39171117,38.4609068,,5.05167534,6.64666319,34.2634458,,4.72461237,5.94917967,17.6625269,,4.89090419,5.0413186,15.5502992
3.80003038,3.94799914,34.1866209,,5.15670892,5.08935764,34.1423252,,3.98674027,4.71153393,15.1421448,,3.19597438,3.40748583,10.7092761
5.0109649,5.39264283,40.6209535,,5.91034978,6.61378651,37.2646515,,6.28256654,5.78610447,22.0907325,,4.46252816,4.81766503,14.5339695
3.9711391,4.80431004,35.8912848,,6.26259254,6.59606132,38.3969507,,4.4142644,4.51240771,16.1546425,,3.48007801,4.2782779,11.2735185
4.18603773,4.8879118,37.0677743,,5.09287486,6.76157112,33.8667667,,4.34175693,5.54338113,15.799457,,3.61465815,4.34188169,12.488316
6.03092171,6.7402368,44.8026959,,4.32942439,4.87458653,32.8372381,,6.50652855,7.23756621,21.5623077,,5.49107313,6.2301355,17.7425151
5.08617659,5.63228095,38.9388129,,4.26463972,4.91926207,32.9797141,,4.0421614,4.69179713,17.182353,,4.22298189,4.88798547,12.7714434
4.78630273,5.2520441,40.3655888,,4.30461707,5.14654134,32.502485,,5.47161919,6.47949718,19.1134389,,4.47288167,4.90493801,15.2675956
4.60936602,5.79278201,36.6032885,,4.61579275,5.41791521,34.0889263,,4.98852121,5.73704581,18.3644017,,3.99129976,5.22348699,11.5201454
4.9427497,5.36344812,39.7668794,,4.7499541,5.11220347,36.1141617,,5.13330825,5.26015162,18.4327096,,4.29327392,4.79039612,14.2821663
4.46682247,5.23116107,36.2438957,,4.22167123,4.93438437,32.805001,,3.6892865,3.54417394,13.7510109,,4.07888367,4.79129256,12.1702953
5.65165035,7.11279675,37.7767842,,4.10781171,4.86620702,32.6085965,,4.99779886,5.53510071,18.4973364,,4.99267315,6.50459295,13.8684397
4.50645777,5.06890458,38.2182012,,6.09365474,6.22269411,38.7434986,,5.52505698,6.08658858,20.8081962,,3.97699928,4.51444248,12.8914108
