New Haven Medium Demand,,,,Fresno Medium Demand,,,,Atlanta Medium Demand,,,,Miami Medium Demand,,
Gas Trucks,Liquid Trucks,Pipelines,,Gas Trucks,Liquid Trucks,Pipelines,,Gas Trucks,Liquid Trucks,Pipelines,,Gas Trucks,Liquid Trucks,Pipelines
3.134105386,4.587657843,6.903760891,,2.782351266,4.684955611,5.734170274,,2.834375798,4.071021256,4.443582943,,3.173797065,3.93234683,4.027794089
3.549028049,4.785107237,6.966866739,,3.092062403,4.731588892,6.33728256,,3.193112394,4.301674479,4.77970395,,3.629558031,4.238184946,4.150432278
2.942614777,4.069076228,6.202163077,,2.688207103,3.525657089,5.475832781,,2.753897161,3.274085496,4.067643153,,3.00960652,3.360819147,3.435953981
3.527838573,5.634666099,7.39255038,,2.933115505,3.919971824,5.77696535,,3.174405816,4.367479102,4.6328926,,3.572284075,5.104914673,4.499497082
3.248894305,4.368167392,7.302611764,,2.961727012,4.61526421,5.705005355,,2.758404031,3.27667548,4.249653158,,3.306424683,3.82078904,4.27347434
2.794960226,3.943113381,6.460470027,,3.10746432,4.034224569,6.276551675,,2.506632042,3.002949061,4.068766744,,2.885787779,3.261819867,3.615211645
3.526749639,4.960218031,6.889858868,,2.862458453,4.254271386,5.549977364,,2.539783183,3.003721774,4.17029002,,3.61206365,4.287097367,4.020125488
2.429008808,3.733249451,6.09566976,,3.127078433,4.182491329,5.765397759,,3.216734982,3.806948877,4.492876755,,2.5102161,3.085297548,3.342062677
3.099033722,4.209254422,7.01779529,,2.44794503,3.274161913,5.291651026,,2.620978563,3.062564891,4.036742464,,3.212163723,3.634288679,4.123808554
3.077089709,4.705295935,7.045715167,,3.179587078,4.545534728,6.193203051,,2.881399312,3.865667432,4.791241411,,3.111187504,4.066356583,4.080029532
2.991248595,4.022859967,7.024239663,,3.366019927,4.45092197,6.140239583,,3.294758959,3.913283988,4.628989267,,3.084267777,3.33765715,4.012562126
3.562735498,5.48943034,7.108059711,,3.105188699,4.546961852,6.058580152,,2.877578188,4.129591242,4.250344347,,3.605718009,4.759155756,4.228037337
3.189759454,5.244949621,6.958193471,,3.163664278,4.497155033,6.094655585,,3.246125178,4.198160373,4.905607556,,3.271312846,4.708338732,4.096935952
2.746755584,4.251003429,6.359825331,,2.674840236,3.875397745,5.328443539,,3.017011451,4.266925482,4.503110097,,2.802442231,3.522506126,3.446975255
2.973148028,4.677750889,6.4603729,,2.986786489,4.418916331,5.541870484,,3.029520949,4.23907678,4.487911425,,3.06040202,4.102321494,3.72281068
3.740958975,5.998670509,7.350065226,,2.901516954,4.428533049,5.886334609,,3.20384371,4.140759279,4.890896877,,3.802435085,5.28085266,4.454590435
3.145876823,4.600726516,7.088341273,,2.850341845,4.196338605,5.741671041,,3.228550556,3.799543595,4.603579432,,3.232088978,4.051847168,4.16635433
2.686070157,3.833084525,6.23911281,,3.4505167,4.640788798,6.271068091,,3.164613223,4.005777587,4.626940423,,2.748920901,3.30133486,3.427058139
2.786095135,4.18755292,6.772925069,,3.039533734,4.442889557,5.67218376,,3.431036942,3.235298072,5.140984888,,2.856540338,3.466395821,3.852303108
2.838853809,3.742074313,6.327036273,,3.402987603,5.693837451,5.819605361,,3.406453906,4.397939428,4.638411317,,2.908403108,3.232254014,3.449381268
3.168894922,3.759797552,7.302453503,,2.917882274,4.179334544,5.454281759,,2.979337782,4.175425925,4.590791693,,3.29875557,3.261995837,4.329042487
2.848006954,4.260078308,6.662654306,,3.347310968,4.772498537,6.604075141,,2.838895548,3.27629126,4.30277406,,2.92962832,3.650770427,3.847945193
2.595935181,3.197313417,5.851490643,,2.702641637,4.825592483,5.51146251,,2.855370648,4.020362361,4.282330469,,2.708792017,2.70730278,3.114038757
3.684802348,5.703886304,7.600728867,,2.725284616,3.681843156,5.744152608,,2.701495597,2.975082225,4.104589126,,3.783520787,5.024061395,4.691124495
3.32852517,4.555470326,6.573694501,,3.342116931,4.686836662,6.570990545,,2.62317027,3.073935141,3.890599858,,3.40568989,4.028113187,3.853212039
3.274259537,5.701488169,6.669398829,,3.247211858,4.492898574,6.417175609,,3.118120485,3.133495733,4.668586834,,3.353867579,5.163272482,3.962522039
2.671328199,3.767809227,6.362401398,,2.857523326,5.05715526,5.607875263,,2.91533764,3.666220212,4.398309552,,2.77297592,3.230125331,3.575975562
3.16321408,3.574913027,7.120180876,,2.65374254,3.583106758,5.672743685,,3.354315135,3.95103553,4.89466613,,3.220910725,3.056403457,4.081601814
3.46105285,4.969453873,7.521544952,,3.068817564,5.344457318,5.889698863,,2.748730679,3.051999781,4.651489892,,3.511675321,4.366043443,4.534713475
3.326757288,4.955922899,7.027174783,,2.583555283,3.554328921,5.436254891,,2.67876927,3.051303376,4.22494518,,3.412340988,4.356600612,4.187650005
2.489093902,3.377697047,6.074842168,,3.219768574,4.529452011,6.243325075,,3.151978187,4.416191493,4.593097811,,2.573495573,2.857477442,3.295561498
2.811551658,3.920175811,6.550095558,,3.376172077,5.299605555,6.091206837,,2.840145389,3.303659959,4.974413403,,2.897989102,3.263318671,3.702403622
3.363272489,5.156943898,7.485985746,,3.13690476,4.692193907,6.218814774,,3.001145058,3.889708882,4.593715094,,3.405625602,4.605833554,4.480465515
3.150008703,4.080480642,7.369384032,,2.687166722,3.811447727,5.850156373,,3.360410613,3.600017133,5.13097255,,3.259378871,3.531103394,4.389911456
2.915620847,4.042246968,6.587834834,,2.461052471,3.517338518,5.24206088,,2.834022856,2.974648235,4.763433402,,2.985709666,3.40139466,3.750209691
3.369324703,5.258361305,6.742953662,,2.804622107,3.851770312,6.084532047,,3.230177818,4.955372036,4.734192276,,3.406470745,4.537697546,3.883909458
3.295722691,4.722062808,6.562142676,,3.001154341,4.310918602,5.832343184,,2.718931763,3.009565061,4.251927892,,3.394753247,4.203350124,3.817394078
3.524675839,5.334561791,6.912112655,,3.053004133,4.531722691,5.925338803,,3.467603592,4.338609373,5.503415188,,3.643605386,4.619603103,4.128651175
3.246414861,4.397504432,6.800680054,,3.013840554,4.053820336,5.593271737,,3.456958932,3.593771509,5.302598383,,3.374333363,3.808110683,3.983677179
2.75737304,3.294816197,6.361016602,,2.882523988,4.638522409,5.755309483,,2.904695378,3.461083833,4.563332673,,2.87693058,2.809011161,3.500860227
2.625473503,3.396711892,6.472255005,,3.190176328,4.338473143,6.356171227,,3.447965402,4.275036919,5.178923316,,2.696589724,2.898611838,3.631253065
2.730548083,3.924534954,6.179328076,,3.46842237,5.194203771,6.435586571,,3.260667353,3.972585726,4.776424662,,2.844658184,3.404786805,3.476433508
2.497636663,3.358973213,6.165527939,,3.232694617,5.80576275,5.99896723,,3.67840297,5.291481104,5.642529278,,2.544323745,2.726403279,3.25653153
2.972494237,4.840787713,6.339463695,,2.759000568,3.448119882,5.693195726,,3.204585496,4.234447532,4.788347213,,3.05046196,4.202475923,3.605290533
3.292814974,4.658247574,6.713744703,,2.943068802,4.552763344,5.815656493,,2.439165031,2.473740484,4.032857848,,3.379869202,4.077524413,3.928417356
2.78036697,3.840472746,6.777906153,,3.29446595,4.606368872,6.171135407,,3.249089688,4.280678475,4.46633002,,2.848899516,3.275212479,3.849253113
3.22965519,4.555823867,7.330833771,,3.294938902,4.471207876,6.430127043,,2.408667902,2.538917238,4.033363656,,3.339642293,3.894405551,4.392718341
3.403756981,4.377633664,7.392371326,,2.977656196,4.162810665,6.23624907,,3.096550826,3.67634684,5.179521365,,3.481535089,3.759460587,4.400594605
2.921056979,3.86047525,6.879830069,,3.193733564,3.854411787,5.902346047,,3.729534902,4.801609416,5.379345027,,2.985577504,3.239043066,3.849059293
2.840188229,4.17240525,6.45240469,,2.768531133,4.248532923,5.466787969,,2.987427165,3.460147969,4.859683713,,2.921085691,3.447855012,3.640666219
3.186918655,4.405339771,7.243064332,,3.560617566,5.089582849,6.514002766,,2.66340918,3.288908556,4.237799292,,3.278162023,3.812073233,4.320013703
3.210315039,5.230125283,6.76889649,,2.909244221,4.63842404,5.700501876,,2.570883459,2.952392244,4.042101555,,3.295082084,4.610378502,3.995457908
2.805320367,3.798295945,6.52948694,,2.993290704,3.909796277,6.200782529,,3.075793281,3.546105063,4.761613562,,2.894615006,3.200458551,3.615918501
2.908038206,3.608138577,6.825207592,,2.735669304,3.866467938,5.998797728,,3.468911211,4.432445046,5.157136631,,2.974024424,3.044818999,3.837198196
3.013156697,5.363447096,6.711136666,,2.542976529,3.306638004,5.559226812,,4.062565528,5.015520393,5.996484954,,3.073123945,4.760135977,3.85331239
3.138308038,4.853933186,6.518536354,,3.174747468,4.416374857,6.002848514,,3.126696295,3.798755086,4.944749054,,3.23500219,4.33477299,3.757858964
2.953377506,4.01980218,6.306082307,,2.551425994,3.859658407,5.463214212,,2.975584875,3.751455468,4.336714876,,3.034284765,3.441811996,3.547690967
2.602398903,4.042605955,6.00215624,,3.202016201,5.497894715,6.087424411,,3.150010229,5.207289361,4.575432751,,2.681121755,3.350500308,3.186974585
3.043202944,4.18380763,6.293028179,,2.8931783,4.568787395,5.852587251,,3.128972464,4.211206014,4.652989479,,3.125984413,3.64566327,3.54513476
3.353781254,4.833865193,6.866950934,,3.251779803,4.830955787,5.985032813,,3.18738374,4.777033572,4.760464899,,3.405390533,4.238215334,4.053211523
3.749594277,4.766561467,7.533911473,,2.999457681,4.612145536,5.87004615,,3.212930969,4.36335471,5.244246009,,3.862043645,4.284390913,4.703818953
2.882320041,4.695766204,6.255370994,,2.757566485,3.75735784,5.789710294,,3.376198728,3.958102132,5.055851154,,2.935351395,4.024925465,3.462024496
3.27580633,5.236222423,6.96747629,,3.12278303,4.370721371,5.608811764,,3.116187377,4.504757827,4.843436025,,3.346970042,4.539436361,4.069205138
3.29162573,4.493239838,7.430260324,,3.553365097,5.745812917,6.553066999,,3.285234339,3.72515997,5.121105656,,3.374500959,3.981101544,4.455862592
2.464144132,3.30034315,6.229180675,,2.955365823,4.922321918,5.684668374,,2.918287956,3.673419002,4.406089611,,2.510169609,2.760820503,3.320063371
2.96425065,4.418185506,6.294697219,,2.973165804,4.980130563,5.799989099,,2.949916082,3.129651409,4.638798283,,3.077390187,3.842239782,3.615121357
2.61905891,3.588967222,6.198287146,,2.95408391,3.716759931,5.814623012,,3.065267204,2.890447271,4.953673682,,2.694911104,2.866976376,3.265903076
2.828304747,3.996185661,6.747133886,,2.971602158,4.461522013,5.619793497,,3.103825574,4.513057669,5.336019324,,2.888764913,3.280016712,3.756202115
2.751014082,4.323013804,6.013902011,,2.785801102,3.431410316,5.586739667,,3.038287399,3.780638894,4.830027339,,2.83943165,3.596112914,3.231858279
2.806674349,4.001509937,6.222870861,,3.3410688,5.499349498,6.412048683,,2.725978617,3.136654426,4.374523182,,2.916861285,3.337375482,3.539215783
2.822734727,4.046112712,6.089489395,,3.287465212,4.94480532,6.172872135,,3.354264646,4.214943544,5.428098806,,2.911194766,3.408762915,3.404591449
2.601560544,3.695599629,6.124280818,,2.821831542,3.784595871,5.714446949,,3.374998201,4.020020675,5.102915014,,2.674528009,2.985304125,3.313638807
3.028689905,3.813464539,6.265481089,,2.679361301,3.794543032,5.82137478,,2.636077972,2.899881459,4.317390398,,3.15199477,3.309684378,3.563572642
3.674401498,5.297057392,7.190338634,,3.107849253,4.415328955,5.851024868,,3.457724976,3.917965137,4.962992533,,3.758952827,4.700531193,4.316504005
3.046479638,4.732793688,6.361428483,,2.950956162,4.297394442,6.079344608,,2.951563383,3.418788357,5.10414234,,3.116067683,4.055973062,3.63628782
3.343333181,4.373440855,7.501250907,,3.218718168,4.330998991,6.378729658,,3.26404456,3.844213491,5.446382923,,3.386369239,3.830347088,4.439189398
2.705617487,3.385633343,6.418313201,,2.825653181,3.99799813,6.001330305,,2.989540536,3.562261447,4.89018521,,2.795623946,2.7815303,3.515890627
3.086672336,4.712796664,6.598217451,,3.21221477,4.375326092,5.906130776,,2.657814303,3.308270567,4.297136947,,3.134438741,3.967897594,3.707710145
3.182911971,4.67918756,7.103065986,,3.287168612,4.35025191,6.364069989,,3.066021069,3.341099515,4.946850084,,3.270900492,3.991661349,4.128572164
3.302729374,5.004229624,6.660317101,,3.176171021,5.053935515,5.909644578,,2.846216331,4.003704552,4.290940808,,3.321225915,4.437913266,3.878160536
2.788508753,4.25008401,6.620963656,,3.373642845,4.861217068,6.332593404,,2.819232996,3.004832606,3.991539786,,2.855657771,3.731751686,3.811254367
3.572628199,5.559340182,7.646038852,,3.378308626,5.18835209,5.998621951,,3.048069673,3.995544851,4.849680417,,3.646253274,4.854308503,4.727739176
3.30028663,4.73502008,6.534644069,,2.96843688,3.607574301,5.979333225,,3.234679883,3.685927955,5.286238365,,3.418208504,4.134075312,3.798514099
2.874673147,4.176151029,6.565490285,,3.173189124,4.476928521,5.778451874,,3.016216196,4.122348152,4.388636581,,2.912924523,3.536802742,3.70794129
2.853528366,4.371739907,6.641098103,,2.892724954,4.490396501,5.641674279,,2.677720173,2.939791257,4.168367168,,2.930160978,3.691118818,3.811412556
3.216900034,5.281962386,6.913992367,,3.232292122,4.636925749,6.063591958,,3.279950713,4.322169709,5.314620381,,3.293314787,4.583499447,4.063736508
3.008291322,4.058483414,6.272356943,,2.767139805,4.067595259,5.631101324,,3.11386034,3.922492992,4.463811476,,3.112763336,3.437860821,3.458226871
3.703666624,4.9143909,7.668711935,,3.225627146,5.811730939,6.361674394,,3.341848735,4.754829385,5.419905613,,3.74650681,4.384425871,4.659843459
2.773149265,3.361053938,6.163500229,,3.476129952,5.783637243,6.271714855,,3.449825725,4.29582987,4.859178482,,2.844218817,2.802805546,3.288387599
3.378112652,5.672293682,7.112008003,,2.568339445,3.475401133,5.390080434,,3.57025279,3.903657296,5.502676109,,3.433088627,5.129933832,4.22910101
3.7467671,5.42872394,7.389521946,,3.230431203,4.478313782,6.352396048,,2.744967985,3.4780101,4.254703496,,3.836808128,4.737806103,4.494209346
3.458227917,4.584426453,7.553472206,,2.93123627,4.347792234,6.060768206,,3.084928222,3.716092677,4.40474773,,3.56575544,3.944209204,4.570008286
3.099486474,4.697935194,6.397140695,,2.424035916,3.917544093,5.206895106,,3.481727393,4.303336518,4.724165217,,3.195047272,4.054204512,3.717448421
2.693783429,4.076630058,6.375012683,,3.082629442,4.510314429,5.945582949,,2.765500399,2.834732376,4.338980093,,2.748099699,3.483980456,3.510276085
2.945126363,4.042328474,6.282245776,,3.364985517,4.798594229,6.278917382,,2.787637496,3.197268003,4.379973718,,2.977953919,3.48617942,3.493868259
2.670976362,3.872671581,6.252818125,,2.702607314,3.608958419,5.801786202,,2.884062158,3.293230056,4.933935712,,2.720093634,3.197855026,3.401100985
3.137304487,5.21694248,6.693971701,,3.133099423,4.323527503,6.042150463,,2.863133005,3.667346626,4.223118378,,3.228483395,4.598855845,3.950539491
3.068056695,4.620327742,6.742630693,,2.878560368,4.224395919,5.853823279,,2.783326516,3.934252139,4.189909042,,3.132657048,3.947326285,3.835239908
2.783516973,4.084339839,6.257923757,,3.326670064,5.739843253,5.819374736,,2.420386901,2.481048346,3.845638424,,2.856691081,3.386900903,3.431108121
3.475890854,5.378406285,7.076157511,,2.908213699,3.440269151,5.55289588,,2.968395201,3.822422033,4.566088396,,3.542942739,4.783327126,4.186534408
2.745647498,4.249599613,6.235291558,,3.531545801,4.833254261,6.565030744,,3.311849665,5.180673096,4.887771033,,2.793941283,3.525346561,3.435983233
2.852027778,4.007731425,6.337487557,,2.560826867,3.791492682,5.33609482,,3.444901912,4.307138963,5.004605,,2.966931579,3.356829237,3.528636751
3.09588317,4.557976962,6.842944556,,2.803091152,3.60656725,5.806519503,,3.442802576,5.085760831,4.709082946,,3.172356327,3.931613513,4.011945306
2.953021079,4.567367034,6.365045841,,3.108265274,4.29093392,6.022398908,,3.758800423,5.542452642,5.531689147,,3.03511212,3.945794224,3.564427124
3.259172067,5.181860667,6.836288287,,2.951335476,4.999028171,5.936419028,,3.037572876,3.805116117,5.172815874,,3.330445344,4.504046043,4.04973811
3.182646554,5.270204159,7.158076236,,3.236047675,4.600101758,6.444664952,,3.161899082,3.772405172,4.374886848,,3.243380767,4.667329461,4.177676229
3.238231599,4.565420442,6.945393006,,2.752515353,3.984950537,5.518106718,,2.97148932,4.33671046,4.228368266,,3.356864702,3.890746775,4.083764628
3.183305793,4.911975919,7.058494285,,2.988081512,5.278634621,5.962606617,,3.115671694,4.310763947,4.884562533,,3.26527447,4.238265108,4.178485111
2.736316447,3.592218397,6.810369092,,3.343700807,5.91095523,6.184687544,,2.812823932,3.506825486,4.324882364,,2.814174502,2.934027153,3.892482545
3.404933791,4.701108908,7.386939768,,3.01195317,4.567031391,5.994255833,,2.84336822,3.546011954,4.663939266,,3.483047479,4.133624487,4.372863529
2.948463828,4.050213776,6.693993193,,2.473476276,3.483137476,5.319211066,,2.893422514,3.731754283,4.475097621,,3.051781138,3.429510198,3.840822384
3.254882274,5.239518571,7.201430985,,2.923311128,4.273508024,5.869027741,,2.617467058,3.104691232,4.112800755,,3.330804256,4.679089957,4.286365269
3.274000599,4.597749887,7.268160457,,2.927438979,5.17787557,5.956899361,,3.147538254,4.071008284,4.42610369,,3.379874871,4.000596447,4.355623805
3.206896311,4.457260674,6.914690582,,3.717821026,5.32739251,6.689803286,,3.393695297,4.279514763,5.191271805,,3.293161481,3.907875006,4.043197526
2.745259909,4.029871564,6.61167066,,3.401503083,4.580509551,6.485367394,,3.054499188,3.257407898,4.758167965,,2.802785467,3.43839514,3.656169716
3.412904423,5.295586924,7.187273767,,3.376327926,4.486063188,6.274557074,,3.214782722,3.726837395,4.87900054,,3.511320712,4.775989779,4.38539382
2.994353331,4.210485286,6.662867516,,3.478291091,5.253466759,6.411450706,,2.527185682,3.015046673,4.014393256,,3.063636242,3.617354588,3.80067055
2.621465618,3.694638675,6.493387136,,3.129132939,4.406140619,6.009302483,,3.198687808,4.49445598,4.972239133,,2.719944933,3.066703783,3.634391504
3.19156959,4.44652085,6.734640591,,2.631457991,4.065913299,5.433976065,,3.318210184,4.763371376,4.6766978,,3.25517693,3.838431245,3.844042875
3.348266871,5.190245226,7.093100333,,3.055200494,4.377403531,5.987259798,,3.110984371,4.245071416,4.490878354,,3.404784086,4.455322413,4.177228936
2.754162412,3.682431124,6.546425637,,2.429123412,3.229333538,5.501628587,,2.80861755,3.069515929,3.972275366,,2.846695718,3.012409922,3.664724733
3.512349673,4.823744274,7.308387912,,3.183761167,4.38384065,6.31317949,,2.862743123,3.752952905,4.298559136,,3.570348563,4.219841737,4.363998301
2.614349061,3.616086166,6.338409531,,2.625406895,3.733272978,5.662798312,,3.007455553,2.849910329,4.385174269,,2.695758959,3.057121287,3.522058489
3.324876343,4.611458719,6.759286686,,3.234834152,4.339220891,6.471639538,,2.616534259,3.373533018,4.118172276,,3.424482021,4.084884335,4.005745264
3.183171174,4.617137242,6.631549103,,3.682942549,5.288722181,6.906416516,,3.125883702,4.03276717,4.848590994,,3.247410716,3.959257888,3.766917074
2.880687469,4.064922277,6.509922976,,2.854932429,3.771573369,5.622871133,,3.030396144,3.837210071,5.102234257,,2.988129961,3.394236521,3.651263957
3.13000579,5.347970203,6.656172017,,2.519941396,3.620504598,5.632613983,,2.783344167,3.458928445,4.470677078,,3.190982102,4.740487062,3.894118232
3.266434762,5.823373717,6.412531182,,3.293043326,5.4350713,6.594505066,,3.237559899,4.666092668,4.826935288,,3.347636635,5.138115087,3.641534272
3.609966643,5.939112933,7.723326167,,3.430836427,5.352171904,6.630052233,,3.380408986,4.294190406,4.78121957,,3.703776844,5.250600416,4.7949553
3.243736462,5.434229092,6.55903747,,3.199880232,4.602771914,6.340066449,,3.381420861,5.021730809,4.995484298,,3.313244977,4.806013686,3.866417671
3.246520159,4.865408207,7.305135273,,3.229769004,5.139155923,6.313314718,,2.793757499,3.441144527,4.199122115,,3.306274783,4.197310092,4.355155069
3.163458695,3.978433226,7.130215897,,3.53168041,5.26601047,6.720758543,,2.921833817,3.421131896,4.361455809,,3.211710626,3.303316614,4.105657961
3.325040874,4.660801304,7.563502872,,3.204785926,5.418827377,5.934826589,,2.746864743,3.193443135,4.299544125,,3.393945713,4.115150784,4.553374293
3.520181069,5.044738162,7.529582233,,3.035299291,4.144249466,6.205307793,,3.071592078,4.630079052,4.671302785,,3.616260737,4.336636493,4.521802211
3.543048641,5.036206611,7.637469098,,2.943737182,5.105611903,5.79570754,,2.578266031,3.225416479,4.2245192,,3.608607747,4.40504696,4.629686477
2.842997675,4.43667043,6.391540407,,3.536450498,4.997599357,6.427968105,,3.06696406,3.327523054,5.081884258,,2.889192732,3.887123324,3.546141106
2.649391225,3.669547741,6.094979106,,2.727626336,3.99536137,5.876366672,,3.500601348,4.263119154,5.486710463,,2.698003615,3.086479562,3.268004946
3.498897652,5.436328171,6.983850664,,3.80235962,5.518398108,6.824574301,,2.977808489,3.668831546,4.688369203,,3.592429433,4.836669047,4.238463341
2.80579317,4.482427632,6.235899133,,3.308140131,5.819074608,6.451812871,,2.399341901,2.56511445,3.750012154,,2.904587659,3.795094184,3.451537494
2.514459574,3.487026405,6.025762436,,2.773860766,3.569315737,5.408840698,,3.237488311,4.209513669,4.364750192,,2.603900345,2.836908796,3.225150919
3.014345887,3.521443991,6.934042436,,2.561269755,3.681478603,5.505236603,,2.490574578,2.717267756,4.409824902,,3.09447716,2.922896614,3.853375981
2.895833125,4.234828482,6.322461055,,2.973669025,4.602865611,5.873606048,,3.01823386,3.839468909,4.937921464,,2.968322992,3.664519313,3.607835008
3.206998106,5.504868275,6.575545939,,2.785037271,3.982844211,5.66188201,,3.510477463,4.60160478,5.260812106,,3.300143565,4.907491589,3.817890188
2.610127844,3.687034825,5.995499608,,3.423841598,4.344414496,6.315284206,,3.262549857,4.110629982,5.271970718,,2.688558455,2.972090682,3.185288218
3.398206886,5.444852497,7.065381141,,3.439751989,4.612039567,6.612569042,,3.464333111,3.95762288,5.389423893,,3.468704233,4.754811517,4.154918202
3.279879907,4.48969435,6.724900015,,3.740249241,5.047516528,6.379779488,,3.643610498,4.951624724,5.661603376,,3.374023734,3.965852602,3.968243106
3.185537715,4.175194838,6.741470244,,3.32094836,4.812860666,5.742254037,,2.728822064,3.103715462,4.244215669,,3.304492522,3.611966293,3.946122815
3.420223454,5.066156607,6.49952219,,2.88115823,3.635783843,5.964326324,,3.574064292,5.462267132,5.020563446,,3.54191848,4.429519371,3.871299181
3.034245431,4.430032654,6.459886174,,2.441600375,3.1587065,5.325927271,,3.407284204,4.721950418,5.255270453,,3.128135572,3.850207541,3.739992647
3.093436947,3.912254003,7.14018636,,2.901550217,4.449879026,5.624340628,,3.62081933,4.859663,5.357688382,,3.225233,3.249598954,4.152901365
2.747922194,3.577450348,6.408335926,,3.855264909,5.517538327,6.731225166,,2.971917015,3.794633348,4.412805196,,2.856871691,2.98951244,3.576139124
2.976363519,4.25210375,6.423114747,,3.153474967,4.704474258,6.187198474,,2.73076181,3.28614355,4.50531969,,3.063674855,3.762513913,3.620948336
2.685849378,3.721516562,6.293205917,,2.905970498,4.637942608,5.540906192,,2.610555589,3.036934509,4.032706917,,2.779417806,3.144706359,3.477370902
2.80714582,4.325460701,6.427111114,,3.124307684,4.502484771,6.334340842,,3.219658424,4.952985869,4.660505656,,2.872422674,3.629403051,3.579895821
2.679049143,3.97537142,6.511426861,,2.930674894,4.345514729,6.293724509,,2.879092888,3.14109111,4.352586324,,2.763255757,3.265890871,3.668060253
3.113858921,4.105221509,6.710995165,,2.717354509,4.0689496,5.378311531,,2.844839221,4.438169695,5.011681176,,3.189191533,3.570246178,3.801552088
3.281923374,4.470270159,6.704941101,,2.989421319,3.553169625,6.051353675,,2.921936243,3.299382643,4.326107384,,3.376247794,3.968231546,3.97112206
3.016858185,5.452641643,6.531014394,,2.897112097,3.885993905,6.133402226,,2.8988244,3.715790396,4.150503495,,3.107455584,4.941156533,3.810395879
2.586933828,4.223799962,6.05159021,,2.661033898,3.651149616,5.427218866,,2.776267086,3.519459777,4.264027061,,2.665550648,3.501007003,3.290982026
3.076202565,5.084602323,6.37676857,,3.034947853,4.470669595,5.705274295,,2.853273815,2.885159097,4.637685985,,3.180844326,4.468457337,3.668436586
3.035084163,4.366991734,6.839801977,,3.049291695,4.375855627,5.954559272,,3.172113072,4.41919721,4.423232157,,3.123974011,3.827217599,3.948549362
2.697426262,4.041258827,6.339664868,,2.863660178,4.093898535,5.6654297,,3.381997226,3.516763753,5.236346552,,2.783802848,3.510619082,3.479713256
3.083651214,5.150964101,6.541788634,,2.915145156,3.674133121,5.604439417,,2.507775448,2.93712801,3.992243298,,3.159762796,4.469667092,3.866932657
3.452288205,4.88916341,7.411664237,,3.110135163,4.799858095,6.161305118,,2.988642118,4.012442055,4.504440222,,3.568997609,4.191934261,4.487417949
3.289974129,4.566999359,6.801776878,,3.090406491,4.438594337,6.292309046,,3.652900673,4.215306319,5.296033387,,3.375826932,4.0403803,4.026969938
2.943585712,3.630626395,6.570960192,,2.685219531,3.880340984,6.005645982,,3.045463142,4.023146923,4.467136362,,3.01728378,2.979151773,3.657127722
2.95608101,4.181012265,6.86948437,,2.56276166,3.809663312,5.308798952,,3.487718898,4.444180678,5.398138719,,3.032285088,3.503256562,3.857431764
3.25497861,4.288837922,7.220806482,,2.801291085,3.49806569,5.982076109,,3.780031351,4.21129135,5.474720909,,3.345383755,3.757475725,4.260772342
3.443895006,5.003950328,7.291364136,,2.781165683,4.387566729,5.736837853,,3.258936316,3.563877516,4.333189649,,3.505102021,4.51136939,4.347872073
2.818280195,4.067979361,6.155345717,,2.976971542,4.314254602,5.76852625,,2.789987086,3.174352073,4.370303974,,2.96769609,3.398245219,3.394957498
3.245748423,4.520749446,6.552147898,,3.03684369,4.955398352,5.846813803,,3.08369186,3.656721544,4.808419207,,3.330485865,3.967749735,3.754224748
2.695494959,4.252121282,6.22440651,,2.960391394,4.71246459,5.718820413,,2.66867666,2.840138359,4.312606069,,2.782181191,3.716781876,3.436704028
2.714015451,4.003435282,6.436192545,,2.56374843,3.480994649,5.291776399,,3.277713995,3.871146911,5.200877888,,2.833089014,3.35592736,3.609236657
3.293120595,4.900416304,7.060354199,,2.755942304,3.9980418,5.621421511,,3.019512726,3.366246751,4.623028432,,3.384859237,4.282721569,4.120313949
3.460705299,5.395724853,6.601159657,,2.7082918,4.008509495,5.522343704,,3.084669224,4.277443179,5.167759955,,3.585917338,4.771416395,3.916492726
3.59932401,5.262930648,7.193487517,,2.84548938,4.663903655,5.590751814,,3.165769097,3.957009181,5.089415838,,3.639223504,4.641715061,4.321383128
2.821927411,3.978389494,6.509925074,,2.957109444,4.03277688,5.972594405,,2.883829608,3.628285979,4.632540397,,2.871014378,3.405627608,3.67557008
3.129783371,4.744153476,7.094520203,,2.920235481,4.081641194,5.5804811,,3.362597753,5.286705382,5.614085926,,3.176700567,4.039578648,4.178436041
2.96137359,4.268930713,6.335695237,,2.885007089,3.375000928,6.193327621,,2.806286439,3.372718316,4.360840536,,3.026445512,3.599194544,3.543518048
3.10112417,4.640886035,6.786351416,,2.948993493,5.014936403,5.685237461,,3.150727939,3.739066138,4.525488607,,3.168134051,4.073257192,3.952247961
2.822914618,4.115095898,6.744199228,,2.920949117,4.291161153,5.950096523,,2.610557206,3.632756361,4.194408668,,2.870097207,3.554744907,3.839319765
2.803959002,3.994500233,6.227114945,,2.547801128,4.219244666,5.305164153,,3.038671294,3.359001081,4.607233169,,2.876709005,3.351437526,3.353097631
2.586943876,3.90209392,5.934425782,,3.277930196,5.218893348,5.970975652,,3.716572937,4.755458671,5.173329968,,2.671032014,3.195314758,3.158961959
2.86408962,4.015728227,6.439649083,,3.419325787,5.128448784,6.177638231,,3.098418356,3.822053491,4.753935509,,2.97947519,3.433142474,3.674875557
