New Haven Low Demand,,,,Fresno Low Demand,,,,Atlanta Low Demand,,,,Miami Low Demand,,
4.859297015,4.938421818,66.2540346,,5.650459281,6.01407482,64.2806284,,5.910561593,5.366545118,22.03035229,,5.06494847,5.500909774,14.40634432
5.518254574,5.258832432,67.03960388,,5.084196412,5.145072629,62.52558611,,4.920566103,4.270119126,17.8328653,,4.553097816,4.650784994,14.14546394
5.884770482,5.431573216,67.48585395,,7.754956038,7.034423315,69.13390068,,4.840139822,4.716520884,17.75928769,,7.372773596,6.646611248,20.70321093
5.449500486,5.127094652,64.85198646,,6.479789351,6.383671592,66.72895437,,4.83608994,4.59512517,17.14174367,,5.738226551,5.748498516,16.36527828
7.100501289,6.23042152,72.31263872,,4.959595085,5.071204657,63.33370145,,5.696356781,5.955379314,19.16048093,,4.712705043,4.677392507,14.4819344
5.849296586,5.497353754,67.08728227,,5.710539592,5.431355516,64.9317067,,5.761489079,6.48632448,19.38256486,,5.419691494,5.099774735,16.85257492
6.05343001,6.33612281,67.5983873,,6.51386854,6.25588842,67.25342967,,5.658346467,5.140426167,18.43757064,,6.247642162,5.932774231,18.59730585
5.437158082,4.625732657,68.29847793,,6.902926712,5.925432472,67.69560092,,5.395674164,5.627125924,19.08183578,,6.275242949,5.393449304,17.5104537
7.00203925,6.963655365,73.85334573,,5.948173566,5.181098134,63.70437172,,4.797983549,4.081785093,18.07212375,,5.604313451,4.767886609,16.06630084
5.625748624,4.70136256,65.31203955,,6.447742445,6.855514807,67.6636073,,5.007858194,5.290074555,16.7068503,,5.795001377,6.272507699,17.31145496
4.87163695,4.454833174,65.37891499,,7.892917874,6.9419614,69.69831757,,7.201062296,6.232670799,25.26925056,,7.198943156,6.282415971,19.48897129
5.400878478,4.494835978,66.45622095,,5.617450802,6.484068586,63.72021495,,7.316345878,6.605952944,23.99247595,,5.484905654,6.194641063,15.68799889
6.49774758,5.398638387,71.10199106,,7.136785842,7.924200131,69.72534328,,6.250439477,5.913264174,18.94516911,,6.703628361,7.487859913,20.00666902
6.772930086,6.395099183,69.96694454,,7.240284125,6.412856748,69.23253667,,5.721275141,4.870507954,22.45802545,,6.677867461,5.917217177,20.65908208
5.88886599,6.076269953,67.27980446,,6.748181704,6.791508358,65.57842456,,5.514799498,6.229938323,18.01836734,,6.095677065,6.249865042,16.7306842
5.388859028,5.638823582,66.97341966,,6.011448922,5.680721406,66.10135514,,5.888312517,5.665927304,19.98954073,,5.232280083,5.09620157,15.69754054
5.312942462,4.783685249,66.48759163,,5.072388884,4.642591598,62.40466727,,6.394609345,5.415492642,22.90474725,,4.553967019,4.197071873,13.96571975
5.721917196,6.008080782,67.0569176,,5.66927771,6.096317945,65.1588016,,5.485278434,4.969411319,17.8302467,,5.136037161,5.597911366,16.11275236
5.192306345,5.708938766,66.76350639,,6.738563356,5.907859012,69.40869432,,4.783053034,4.330466397,16.49755465,,6.203653203,5.420671551,19.33696551
5.793082756,5.705051048,67.03920744,,6.474179485,6.687093503,67.88907758,,5.874049929,6.138802247,21.28627629,,6.022097784,6.237089235,18.25779906
8.107380931,7.7456254,76.33946083,,6.459140446,6.170076119,65.13711627,,6.174390189,4.939605689,22.22734551,,5.664360159,5.527148033,16.07913864
5.412693341,4.975432567,66.77900031,,5.379014582,5.030002567,62.67339751,,5.527486734,4.778895025,17.07505988,,4.838040251,4.45570402,13.82828639
5.301540333,4.813141413,66.53213422,,5.759847598,5.405189125,63.46239863,,4.745110874,4.189131596,17.10259491,,5.440873111,5.032527421,14.97263434
6.994555804,6.04705094,73.68911888,,7.338064171,7.251155625,68.43663824,,6.038342219,5.293446715,23.66906511,,7.085547429,6.930141589,20.52661777
5.428152213,6.497822798,67.06801264,,5.490321101,5.499085708,63.81500289,,5.029862152,5.141559112,17.16227326,,4.962217249,5.009220051,14.18941772
5.31326228,4.975271734,66.15282,,6.270809497,5.439103975,66.77551379,,6.10446038,5.950955526,21.05183632,,5.863501641,4.971744342,17.37169589
5.757177857,6.88396196,67.44771578,,6.065064412,5.709436532,67.48273547,,6.341059345,6.456318406,20.13875803,,5.4950389,5.176843706,17.18543472
6.929561604,5.741055975,71.72019639,,6.126484134,6.218444287,65.0228733,,4.691049939,4.038541576,16.54896607,,5.512046568,5.673694784,16.23670081
5.419657476,4.958491288,66.78601619,,6.39656168,5.889598303,67.44157193,,5.397412874,5.323455198,17.19884275,,5.799834387,5.333116372,17.40027199
4.796176709,4.631420268,65.04750763,,6.748185301,6.635680114,66.70580702,,4.902386504,5.450888188,17.07363754,,6.080260878,6.021279042,16.63672012
6.043271109,5.760731638,69.32966751,,5.821607676,5.888888007,64.00188333,,6.032113439,4.874445518,22.04761369,,5.412595821,5.450289629,14.92255623
5.262126634,4.60861811,66.40255114,,6.794961122,5.997349019,65.38477482,,5.504296934,4.664789517,17.89815886,,6.31679481,5.524812147,16.93612991
5.814724657,4.965830166,68.23449507,,6.631061887,6.90467277,67.84731004,,4.541425324,4.746046681,16.46517856,,6.420862525,6.63810329,19.13260086
7.28518416,6.614932932,75.45118047,,6.004134626,6.225015532,66.03553854,,6.261485262,5.557045475,22.28047673,,5.254370041,5.606562725,15.85428099
5.799709154,5.85854604,66.81285091,,7.208996311,6.329375735,68.10557138,,5.931902234,5.388259905,19.97024205,,6.561314476,5.778024901,17.99332038
5.79877774,5.467660306,67.91939057,,5.244065335,4.772426715,63.48530221,,5.250902782,5.605407787,17.21957855,,4.903650784,4.405856683,14.85589366
5.606228451,5.632709564,67.68722793,,5.367694817,5.31378418,63.24471918,,5.303138114,5.592204153,18.99734695,,5.14140756,5.017003374,15.47057047
7.543306585,5.946101808,75.8321764,,5.772352568,5.599076419,65.03670156,,6.384301016,6.644319223,23.62587127,,5.306716051,5.145403074,16.19483693
5.599407632,5.983897795,67.10767342,,5.321775812,4.783200253,63.70749543,,5.365999489,4.989842269,18.75781265,,4.839163454,4.312270722,14.29640708
5.232422259,4.845291062,65.33390265,,5.514575124,5.779912606,63.90454075,,5.136823445,4.726509116,17.74161523,,5.188091792,5.428981383,15.39648637
5.571333228,5.736794081,65.32556127,,5.743907871,5.828641645,64.23094106,,4.949809763,5.14812853,16.7161648,,5.33858481,5.44170714,15.34554399
7.148388332,6.82122109,75.28102943,,6.077664672,6.170183692,64.49506546,,5.918005859,4.716324422,22.41679314,,5.625572599,5.754235525,15.17635447
6.242869501,5.575798024,67.7306473,,5.715859558,5.188932559,64.05049653,,5.447391072,4.9153191,20.648376,,5.21961144,4.719684748,14.58347633
6.29373458,6.158426877,71.54135835,,5.854372365,4.740445394,65.44619993,,6.382239722,5.843806963,21.50207701,,5.196631798,4.136823402,15.21613162
5.720032917,6.371705888,67.31713437,,6.997790112,6.602987455,68.21600651,,5.511345307,4.811108434,20.35577037,,6.744502654,6.269357383,19.18034604
6.357497357,5.478076293,71.37852441,,5.496744988,5.126734675,63.25414849,,6.322371185,5.219329481,24.64556745,,5.332443793,4.825733739,15.66106594
6.105804158,6.296325395,65.82485462,,7.04294044,7.229137734,66.85263132,,7.87694658,8.345181132,26.41746037,,6.664508831,6.788469518,17.633841
5.188979294,4.934380805,65.34071627,,7.332334193,7.145632389,67.98453441,,4.712352841,3.880401046,16.15887694,,7.090899593,6.783335635,20.36519808
6.836309354,7.407319856,70.25732318,,5.793157138,6.192804683,63.50036924,,4.916643287,3.826582245,17.50631823,,5.34584698,5.750433196,14.91087105
7.502763846,7.263714805,70.86151137,,5.695559315,5.283475563,65.55778964,,6.645173397,6.599607665,23.17828659,,5.219123189,4.796480456,15.87649426
5.33699179,5.023701434,65.76380786,,7.354220794,7.02244365,68.850785,,5.605545754,4.918717175,18.56864671,,7.066314087,6.648153749,20.01643688
5.142864641,5.305973749,66.58194132,,5.524755829,5.31471816,64.03398624,,5.260062192,4.301467046,19.93744356,,5.03851744,4.825720695,14.57898247
7.600911955,6.317020773,73.51221676,,5.768318056,5.220584265,63.29818247,,4.811832543,4.423830387,17.59184495,,5.153867739,4.673391165,14.48795332
5.975253118,6.030411744,67.58235712,,6.825506222,5.660769817,65.9732329,,6.613386247,5.721268423,21.85634564,,6.583919986,5.285611803,18.50869717
5.180296919,5.153086214,66.6393883,,7.597358819,6.913483789,69.74120699,,5.810327048,4.705654873,18.6417327,,6.95996858,6.296794806,19.29895323
7.098326579,6.888045679,71.48018621,,7.079659167,5.924985124,70.61162906,,6.163090333,5.876770931,20.73753089,,6.550192451,5.474948827,20.48961453
6.230930869,5.665452391,69.54096483,,5.949127005,6.658890973,64.45728568,,7.113701384,5.978951122,24.65849931,,5.352547484,6.159500844,14.74083574
6.339384275,6.286611451,68.31669193,,6.327424195,5.505203902,66.29954417,,5.229059853,4.557835249,18.14117863,,5.595094555,4.895997321,17.25116631
6.477854066,6.208720613,69.05379899,,6.074173661,5.170989551,67.41331274,,7.275719043,7.141816675,25.04742731,,5.461393353,4.64352653,17.19556142
6.645724176,6.701851015,70.82071376,,5.211468358,5.876454722,63.07634255,,5.272805275,5.250313127,17.64705061,,4.959224298,5.590592693,15.43426752
5.432420482,5.595178326,66.81985804,,5.146720893,5.358158617,63.88927675,,7.754933181,7.691505298,24.20769659,,4.671054935,4.887681631,14.42993055
5.222845079,5.592397692,68.55725626,,6.603093419,6.176708142,66.44701007,,5.381616519,5.649375374,18.09174421,,5.880558786,5.564212124,16.1518468
7.085435129,6.983378382,71.87505839,,5.294800941,5.460812368,63.94377203,,5.024220954,5.237757313,17.57704232,,4.709027733,4.910999779,13.90200171
6.08682309,5.743887637,68.31068485,,6.795167662,6.332626891,67.18788837,,5.919406552,5.402569666,23.24864998,,6.291866254,5.817631384,18.08989132
5.771834232,6.045580349,67.26602712,,4.822820257,5.336517756,63.41473178,,6.046953314,5.860542553,20.9752944,,4.417037331,4.901374933,14.32290375
5.47286415,5.144060866,65.74238339,,5.502397865,4.507536826,64.70957133,,4.459580132,3.845332716,16.13577592,,5.245852935,4.155813607,16.07117872
6.294783821,6.245377514,67.90594933,,8.06126342,7.759771436,69.40170814,,5.531953831,6.281473406,17.54215655,,7.875611388,7.479601563,21.22891322
5.936420997,6.138780954,67.34720905,,5.603004622,5.84446946,64.28253531,,5.652030471,5.664783193,19.5762879,,5.43564989,5.548300645,17.068465
7.41368904,7.260074906,74.42776219,,6.703928638,6.561852214,66.78717268,,5.538285323,5.953928453,18.66953045,,6.170700456,6.069839714,17.19221288
5.70706574,6.107900516,69.21033619,,6.182320135,6.842692632,66.38609333,,4.919407875,4.387168421,17.38321484,,5.780929962,6.431981208,17.02080162
5.556032944,5.764245989,66.89331638,,7.263250575,6.897019581,69.8384184,,6.571806234,6.481701015,21.67899205,,6.590644844,6.356963584,19.52097024
5.779167098,5.439296672,69.15642842,,4.928806289,5.133412374,62.96587622,,5.711699116,5.361145566,18.42374279,,4.536599164,4.755548765,14.5370774
5.260848702,6.058245334,65.75766323,,6.543588349,6.643420115,66.37809454,,7.659815244,6.709116205,25.33038355,,5.983400081,6.109070917,16.48694137
7.205691874,7.097889058,72.64701371,,7.692270003,7.326845162,69.00848751,,6.910916144,6.545033748,23.91323865,,7.356172071,6.904562416,21.20512154
6.151973816,6.07904105,67.14805791,,6.815240624,6.212573281,68.14118034,,6.159839501,5.915573986,21.27674144,,6.542396306,5.878302679,19.0990691
6.429053203,6.363734924,71.77366997,,6.13117224,6.413303402,65.2757867,,5.190701956,4.322040894,19.31475307,,5.567224258,5.901591523,16.3748811
6.825181998,5.964899731,74.7202437,,6.688582385,5.977300236,67.67083167,,6.770370576,6.357448411,22.08204092,,5.982212968,5.364163234,17.28810739
5.585044407,6.156225388,65.84604525,,5.815375114,5.846178323,64.12261667,,5.730310383,5.541549108,19.84220691,,5.564351684,5.485467135,15.43398589
6.997472913,7.293687919,70.18182661,,7.245930047,6.293356059,70.23219909,,6.410351392,5.401642765,23.89244393,,6.836659562,5.84787165,20.48132621
6.770037801,5.977928143,72.37740893,,5.820271284,5.419425287,63.94889975,,4.857390629,4.639957907,17.20911001,,5.384620411,4.986217985,14.85978338
5.136974938,4.600617153,66.57410564,,6.178494852,5.690364269,66.70866512,,5.598257276,5.498693249,17.31888456,,5.750412584,5.258158884,17.74479958
5.279728492,4.616165615,64.83091181,,5.319037012,4.711652815,63.76883159,,5.036669817,4.275545093,16.58558412,,5.083435612,4.385914559,15.07387264
6.429818792,6.317859566,69.88742965,,5.400382325,5.203579509,63.16505212,,5.235076851,4.356636884,16.69675127,,4.98224808,4.794424053,14.75063869
6.754876296,5.659646601,71.76754058,,5.551650258,5.218433175,64.21747187,,6.329611008,5.423874645,24.57553942,,4.864046657,4.674457354,14.33263227
4.956375997,4.490567862,66.25657681,,6.382406583,6.135987424,67.80527287,,6.202060137,6.549892928,20.51281219,,5.692840144,5.543021042,17.40741249
6.536298147,7.170347403,70.14453037,,5.070288405,4.848295508,63.61011835,,5.131521705,4.54987899,17.551013,,4.655372244,4.427924777,15.63352643
8.027375157,7.199515377,76.42820319,,6.095725796,6.689293951,64.74537227,,5.782270979,5.928111054,21.24508004,,5.959284635,6.40820484,17.39154075
5.108544002,4.688862186,66.57464796,,6.155436635,6.517475029,64.55902644,,6.12432253,6.123153018,19.78476598,,5.750542593,6.102682409,15.46346072
5.930131642,6.282387104,67.92048723,,5.325899703,4.94168924,65.03378887,,8.190028687,7.130856678,26.39383692,,4.69511304,4.363826184,15.24909056
5.088642458,4.507953378,66.31820163,,6.581996274,5.896688661,67.69029136,,5.00955281,5.03425321,17.46486362,,6.35997104,5.592890482,18.66681414
6.53576416,6.801315017,71.08661163,,7.154246197,6.359182524,69.2811577,,4.925331102,4.411035981,18.22623502,,6.987441137,6.089319219,20.5428395
4.68633532,4.307372996,65.95287354,,5.731197037,5.979885371,64.05895888,,5.148906473,5.151554975,17.27424576,,5.265784723,5.518140717,14.5976914
8.056333028,7.491262451,75.97365641,,5.784553642,4.840520533,64.97346343,,5.736591795,5.339907436,18.27197792,,5.051828128,4.198672153,15.42511137
5.635704078,5.802539425,65.58205108,,6.716314402,5.689717948,66.09510758,,6.246847051,6.427236837,20.73654694,,6.437641383,5.341646564,18.38643996
6.813172941,6.313994742,72.00443481,,8.054912367,7.451882762,71.90928163,,6.019484129,5.374564399,20.70402852,,7.412026342,6.889890804,21.56013238
5.390297466,4.710057385,66.65899555,,6.435111185,6.159458673,64.81439567,,4.782261019,5.072843414,16.59190928,,6.06064457,5.719105673,16.69281178
5.61486835,6.383447448,67.04022921,,7.257102565,6.436113219,69.74855412,,5.69267161,5.487856139,19.46766414,,6.575508889,5.855615585,19.26133394
6.642513045,6.232765231,68.39947639,,5.998618962,5.374841646,64.3493867,,6.111218788,5.978294738,21.74325061,,5.353876783,4.804873121,15.56367745
6.655385436,5.276033281,73.3624143,,6.334842044,5.973128235,64.34903053,,5.407084453,5.024517277,20.80701256,,6.042826833,5.641363938,15.66122841
6.21861909,6.486870019,69.67504221,,5.650833491,5.317278614,65.66631866,,5.535907533,4.870451045,17.77659695,,5.033895942,4.773064649,15.67594573
5.291791869,5.998425261,66.89417013,,6.312838867,6.259705263,66.34355058,,6.557541349,6.103029328,24.48935679,,5.638925094,5.705768935,16.2576256
4.685497294,4.177276186,65.14093224,,5.665884511,5.270257503,64.55082144,,6.03399055,5.458135062,19.06789743,,4.963482135,4.683082257,15.67475944
7.122074818,7.456945606,71.81742441,,6.658233769,6.180316356,67.68860807,,8.081981023,6.597545032,26.16847951,,6.081652957,5.643647532,17.61089838
5.948632604,5.75553696,68.90546894,,5.385281808,5.227540269,63.71642989,,5.171238218,5.297983335,18.07803982,,4.998217684,4.849280892,14.66287444
5.561253313,6.33442335,67.1968168,,6.738226369,5.529596724,69.13401818,,5.046443204,4.610619701,16.51678041,,6.482866811,5.23035205,19.89425873
5.074955151,4.470726332,66.06606593,,7.598206705,7.435294368,70.10100053,,6.690935368,5.929967775,23.89739064,,7.067584681,6.919458913,20.03064955
5.862414987,5.168869774,70.96575172,,5.830880654,5.232124419,64.46599208,,6.295445051,5.592086969,20.50810046,,5.441711087,4.786685834,16.46198944
5.798743081,5.767231504,67.0917171,,5.373520184,4.456268621,63.46835259,,5.113971059,4.768316751,16.69577367,,4.785832259,3.912000564,14.87219954
7.296859982,6.965340634,74.4674491,,5.341028651,5.171936236,63.56701421,,5.413376352,4.261174067,18.32088073,,5.020861559,4.792562927,14.71183242
5.594802863,5.60339821,67.00165158,,6.186891302,6.340901127,66.32299134,,5.630272492,5.185344418,18.10417621,,5.789630274,5.882305369,16.941276
6.595488192,6.341763757,72.63510049,,5.706781223,5.563828545,65.74289682,,6.767632991,5.861140215,22.65186744,,5.03697727,5.004825455,15.57664308
5.606922356,5.367839028,69.13663175,,5.493239434,5.232297241,63.97816528,,6.435032795,6.357042239,21.1510389,,4.930714428,4.678462726,14.10833606
5.161790478,5.11934041,66.86754371,,6.11396464,5.574863038,65.60713705,,6.189366528,5.563273223,22.9414863,,5.626125069,5.093187468,15.7912092
7.855321618,7.512737893,74.39892331,,6.527275948,6.683903368,65.62481569,,7.152792924,7.110713897,22.13636404,,6.274137146,6.350317196,17.50332444
6.162591065,5.767698443,69.70054034,,6.247319181,6.716314618,64.89151462,,6.529244158,6.814560545,20.54748235,,5.886264715,6.333687419,17.31212534
5.617890167,5.052832792,66.94963587,,5.735013199,6.361259912,63.27325858,,5.137326543,5.006436638,18.45411338,,5.169334443,5.862985672,15.06327447
6.949215642,5.997341305,73.31052788,,7.428494973,5.946685675,68.13840046,,5.982182602,6.012909853,18.84191037,,6.958385127,5.481326784,19.65363869
6.647350636,7.099118106,71.68825011,,5.675971274,4.829920066,63.63778039,,5.890862714,6.594245932,19.22255515,,5.051557731,4.251356836,13.89001357
5.488718008,5.415388594,65.47102804,,6.349347015,6.93853246,66.24310425,,7.26107166,6.211899747,24.69590499,,5.68699297,6.372304402,16.46726962
5.410054313,4.842816851,66.45343845,,6.173586452,6.405640885,65.27846761,,4.900264287,4.203931513,16.65225695,,5.516804566,5.848350521,16.36997385
5.19700687,5.200656349,66.6587501,,6.767350594,6.452120997,68.2994251,,4.725041707,3.60463936,16.05222829,,6.442239743,6.09795074,19.75745467
5.847958838,5.744797447,69.28469925,,6.86668871,7.235617124,69.33623908,,6.171340972,6.24063139,22.54290948,,6.47369777,6.813213778,19.63067012
6.301981413,6.501841978,67.78900814,,5.488114674,5.340035022,63.73899347,,6.521085973,6.050710262,21.65393083,,5.060212025,4.881368734,14.41937477
6.480377424,6.057610177,71.72894722,,5.472976176,4.506598916,65.06073623,,5.915257869,5.391665209,20.03768471,,5.187719376,4.129423787,15.8924836
7.116364153,6.329208653,75.27893741,,5.364870179,6.19740522,62.71336861,,5.322437449,5.911208612,17.89356057,,5.000624639,5.774470598,15.0312592
5.525812567,5.477293674,67.02127759,,5.205267422,5.037503943,63.59863735,,5.218605635,4.867014159,16.86389515,,5.049614853,4.755703408,15.07405805
5.396867447,5.554706552,65.58445745,,6.507106027,5.817040642,68.86935575,,7.201145684,6.601117485,24.52068459,,5.982566084,5.2942682,18.71466278
5.639752783,6.076088511,67.1361108,,6.402338211,5.75712588,67.40139704,,5.681283306,5.081019345,18.53178033,,6.124953364,5.364688304,18.2150188
5.802101353,5.730638366,66.88302695,,6.221095939,5.967878021,64.66378986,,5.940045566,5.4957377,18.09181811,,5.804439952,5.489649022,16.52932964
6.728074268,6.669721056,73.63261666,,6.198439343,6.573062999,65.93119376,,6.160245457,5.7050163,21.35992862,,5.988055261,6.228435518,17.24058189
6.108173513,6.307954531,67.41406826,,6.459522247,5.668048682,64.76273245,,5.243787403,5.194593473,17.05324258,,6.11023301,5.322732688,16.91331697
5.27311371,4.834687667,65.25332022,,5.404494066,5.147882609,62.60439316,,6.907868134,6.455036823,23.39105459,,5.280417406,4.848846669,15.25947471
6.618387089,6.259660942,73.13574435,,6.660830417,6.379416697,67.3452696,,6.3143445,4.797973748,23.0937744,,6.31630029,5.992026875,19.70526883
6.003383628,6.645923297,65.66580894,,6.416097385,5.530197932,68.32073879,,4.685744797,4.714450548,16.36035362,,6.189343602,5.209925486,19.62021622
7.685234716,7.425102141,73.56768442,,6.525727372,6.530982319,66.49373802,,5.069710879,4.0987616,16.23705486,,5.761144404,5.944508846,16.19481414
6.751466488,6.353810942,72.54796475,,6.19104803,6.732308499,64.71558462,,5.465278265,5.884016726,17.43221405,,5.59344103,6.21114859,14.96367066
6.529145166,5.87169656,71.60787245,,5.757335991,6.323834957,64.05761077,,7.215549058,6.514600023,25.13518132,,5.55073443,5.999183082,15.54926469
6.554993063,6.631635983,69.76811773,,6.90928605,6.478129316,66.65723879,,5.71501222,5.595115726,20.26051935,,6.527840408,6.084714759,17.44658615
