New Haven Medium Demand,,,,Fresno Medium Demand,,,,Atlanta Medium Demand,,,,Miami Medium Demand,,
4.43365561,5.52076823,9.69932559,,4.99343195,6.13512375,10.3157752,,4.54659393,3.3208909,5.54704347,,5.07478272,5.51556857,5.31938123
4.3534994,4.66830093,10.5764185,,3.57213013,3.85702397,8.83638863,,3.97491432,3.01715893,5.14185352,,3.68746302,3.20186292,3.74536404
4.04187774,5.41581158,10.0250348,,3.66224817,3.85532453,8.88409843,,4.57774765,4.95558027,5.34724728,,3.78960728,3.3576882,3.82134968
4.55775371,6.13812466,10.8862767,,4.52529738,5.14054109,9.78731172,,4.76374708,4.52336459,5.50086633,,4.64621211,4.63149888,4.78593208
4.30675277,4.46732136,9.69960696,,4.07180389,4.06369628,9.57311183,,3.9720487,4.10758405,4.79578928,,4.17799534,3.46459637,4.42963057
3.63754246,3.8153573,9.76448199,,4.19975497,4.00040507,9.2624121,,4.97167672,5.07768633,5.87833793,,4.28302515,3.49397045,4.15849971
4.3075807,5.07011111,10.1849332,,4.10399297,4.5051105,8.9230233,,4.15964332,3.96826795,4.76911288,,4.24550687,3.7861618,3.87147467
4.12065135,4.16632021,10.1553711,,4.44250968,4.86080989,9.65441601,,4.19388785,3.40600311,4.62581486,,4.55602956,4.29785772,4.58327711
4.00186047,4.71439424,9.47482377,,4.76802882,6.09469846,10.0669235,,5.05194158,5.03592879,5.55855343,,4.93383249,5.39152688,5.11359147
4.6460653,5.46284233,10.9362953,,4.0867011,5.69151818,9.11657962,,4.22169351,3.09403736,5.1482864,,4.21793308,5.04986682,4.20123321
4.23569294,4.98074558,10.0858864,,3.94447079,3.66196787,9.62283363,,3.82070068,2.95772433,4.32764297,,4.03096094,3.05951381,4.46233091
4.36572053,5.11953427,10.542779,,4.36770963,5.45130853,9.25517037,,4.27929812,3.60230038,4.82892393,,4.46636911,4.87669847,4.24595574
3.86724112,4.88345078,9.8424567,,4.03140253,4.83875193,9.31151688,,5.42795769,5.20275395,6.26141947,,4.14652297,4.19852163,4.30408894
4.19478557,4.82924167,9.69316094,,4.03182128,5.96090599,9.19109047,,4.68779972,5.2682571,5.96165338,,4.13707368,5.24791768,4.17242206
3.81247187,3.72520678,9.89253086,,3.91128896,4.15148009,9.23792872,,4.52745018,4.07484433,5.45732216,,3.97872787,3.47607332,4.11278167
4.98282256,5.59353256,11.0225909,,3.90180622,4.70119282,9.10086582,,4.56571657,4.519146,4.85859692,,4.046507,4.05707504,4.12058113
3.77427768,3.75269569,10.331303,,4.16764652,5.30171907,9.27929189,,4.47792967,4.04543685,4.7101443,,4.32592362,4.76715981,4.31094452
4.6077357,4.82387885,10.1944587,,4.15239952,4.49709185,9.15767784,,4.39961051,3.94742646,4.96327425,,4.27736302,3.90728695,4.13253148
3.97581655,4.55416194,10.0589774,,3.67718073,4.03348397,9.37510825,,4.90830765,4.83596259,5.66918448,,3.80532558,3.36188287,4.28894325
4.20690494,4.44509736,10.7284643,,4.03514193,4.37503868,9.20621825,,4.88687968,3.89717644,5.51858344,,4.13024619,3.77347956,4.15642351
3.56464789,3.61042905,9.38388543,,4.10524968,5.11003876,9.59637748,,4.04188015,3.44114519,4.58622926,,4.22698167,4.62076261,4.56721537
3.80351097,4.54083868,9.53652162,,3.99996066,4.31800215,9.37309812,,4.33637915,4.01547418,4.88558614,,4.14146565,3.73545649,4.32116606
4.42791425,5.3785163,9.98520034,,3.95932927,4.48142124,8.820844,,4.24320214,4.65886568,5.32273255,,4.09586548,3.92498751,3.73722031
4.9527574,5.40809732,10.6785857,,4.57081564,5.15006963,9.38507473,,4.55657834,4.17936941,5.07935124,,4.72346976,4.57111949,4.35247355
4.35857664,4.27192239,10.7732786,,3.80359199,4.7730873,8.98978278,,4.05356585,3.84489296,4.51139079,,3.91341029,4.12300832,4.0068824
4.44800048,5.68249389,10.1191576,,4.46640736,5.23945611,9.6773284,,4.53605133,4.1220473,5.24407974,,4.60730524,4.53163438,4.64021537
4.02776963,4.34918904,10.1139442,,3.92835201,4.53067182,9.06722277,,4.1527157,3.07781779,4.5824866,,4.03409563,4.01869193,4.01411902
4.39179356,4.52145375,10.4690951,,4.3623116,4.73629062,9.96193586,,4.64320087,4.53422763,5.69697621,,4.50033832,4.19430504,4.96316365
4.2706418,5.77079068,10.0860328,,4.26864819,5.0509403,9.29285007,,4.42013243,3.8809192,5.22327008,,4.37585787,4.38764865,4.24894477
4.49304476,4.39187924,10.9405327,,4.1070601,4.50728596,9.56804735,,4.47255205,3.65106441,5.04870945,,4.23031746,3.9285463,4.43490137
3.50226301,3.76407669,9.34593389,,4.45889808,4.65243612,9.83884024,,4.29533854,3.60518231,4.87521963,,4.59358036,4.01211341,4.71851842
4.58628801,5.4665798,10.1504633,,4.09587464,4.33687222,9.43804346,,4.0773861,3.78781416,5.03864432,,4.25564735,3.69130338,4.41288711
4.48264271,5.43505483,10.6021202,,4.24118481,4.82396282,9.35859614,,4.38684038,3.60226422,5.10731806,,4.36392145,4.2109156,4.26727866
4.86534172,5.6120473,11.1000432,,4.78063659,5.1671411,9.66888445,,4.27015577,4.31267784,5.36712639,,4.89941646,4.52753818,4.69895516
4.21643822,3.81589541,9.60395412,,3.84687719,3.87798061,9.03742998,,4.20908269,3.62763463,4.7021131,,3.95777291,3.33125498,3.9424205
3.96886645,4.34273903,9.573227,,4.45587004,4.4232567,9.3532868,,4.67301785,5.15200339,5.00471892,,4.56901559,3.91367482,4.29753916
3.92121295,3.92804896,9.59871602,,3.67188438,3.31796899,8.61411489,,3.98586381,3.28089418,4.9377592,,3.83519705,2.79977709,3.55938318
4.3877691,4.55056496,10.4502595,,4.38862865,4.65364859,9.12484351,,4.57711845,4.1874692,5.41775982,,4.52171483,4.04090319,4.10439777
4.53031531,5.34029807,10.6751694,,3.61843251,4.5530003,8.74630852,,4.16439943,3.89020737,5.25327626,,3.71436372,3.91079228,3.75898437
4.79509304,5.29220733,10.5842242,,4.07538991,4.87632942,9.03309096,,3.76430257,3.20568505,4.45341592,,4.21888026,4.26672373,4.08311091
4.06191454,4.24548267,10.570502,,4.62015835,5.66298148,9.99686827,,4.13860259,4.12617523,4.62976931,,4.75753137,5.10963303,5.04487304
4.50061853,4.89092518,10.6705739,,4.12947132,4.10740455,9.04531791,,5.09504949,5.58522372,5.40102548,,4.23614029,3.60918061,3.96690563
4.19920453,4.48332902,10.2605941,,4.68776597,5.48722527,9.27247626,,4.08960702,3.19920285,4.53093861,,4.8341626,4.84663937,4.33425658
3.95892515,4.42595484,9.5140181,,3.79976266,4.26030298,8.83670918,,4.5388814,3.87518086,4.76409283,,3.89783329,3.73633317,3.74970146
4.18947579,3.79907765,10.0036379,,4.05013977,4.56309604,9.09744125,,4.39110315,3.50978389,4.58586999,,4.20463494,3.87337252,4.1037056
4.68915017,5.56905932,10.2621946,,4.5257579,4.73101181,9.95263455,,4.80496254,4.04530435,5.42199147,,4.68698947,4.22197301,4.91058329
3.71483944,3.96319257,9.90633494,,4.00335902,5.51755762,9.05509785,,4.71382018,4.42389397,5.64263653,,4.15060572,4.93726405,4.10902297
4.20074367,5.37736727,9.77121895,,3.78987896,4.0036044,8.92740643,,4.72796429,4.34554764,5.5127462,,3.95185521,3.33318701,3.89189688
4.20364787,4.86782163,9.67105264,,4.39942276,5.54961376,10.1375789,,4.18760846,3.20912961,4.56431637,,4.45912793,4.90371704,5.05092063
4.22867141,4.35005234,9.88765546,,4.48352264,5.16290038,9.37738192,,4.72902813,3.88426356,5.56484898,,4.6366209,4.44485582,4.32904415
3.98351329,4.36318154,10.237836,,4.0734421,5.01915118,9.42722033,,3.85049313,3.18039783,4.71998501,,4.19084616,4.51379543,4.41279716
4.25371866,4.21525838,9.97701348,,4.73416395,6.13163872,10.0638991,,4.15223918,3.54882913,4.56995146,,4.85446153,5.60409117,5.02676627
3.95487412,4.0216371,9.51415344,,3.7508416,3.60122169,9.0779697,,4.28949996,3.17579281,4.69695574,,3.88316771,3.10986143,4.05790661
4.70706888,5.26856578,10.4756288,,4.5389317,5.10829855,9.77557123,,4.31858294,3.97742385,5.18828528,,4.66685963,4.47322078,4.72959653
4.12802601,4.17684684,9.58775851,,3.78461396,3.70753267,9.41015307,,4.44768599,4.76729775,5.1725896,,3.89350566,3.20067236,4.3234783
4.1251502,4.06140954,10.0558247,,4.44575646,5.43068487,9.76297801,,4.15635101,3.34206052,4.51285172,,4.59176284,4.78013334,4.78588404
4.35593321,4.99261746,9.75832064,,3.72761503,3.92758244,9.23076868,,4.24102387,4.23634355,4.94141288,,3.87569731,3.24258482,4.12602023
3.87642774,4.03189868,10.0301204,,3.62628898,4.64508375,8.98218728,,4.17919796,3.11020597,5.12011149,,3.72189737,4.05403545,3.88104214
4.3092052,4.07463886,9.75419789,,4.11750285,4.8513537,9.39311431,,4.30707928,3.91159914,5.18095073,,4.19067407,4.32025046,4.2966751
3.83353535,3.60360137,9.86030852,,3.95724657,4.42337662,9.27392091,,4.15272052,3.99559065,5.04903056,,4.06751185,3.7184535,4.21457926
4.75722175,4.99553938,10.2526676,,4.24249966,4.75793413,9.38513962,,4.87842107,3.92406618,5.27492442,,4.31095276,4.1102721,4.29445625
4.17105193,4.26157895,10.3124934,,4.12745798,4.0695792,9.03507006,,4.15852356,3.8113533,4.5738255,,4.25227629,3.42936129,3.97995298
3.68532856,4.73974447,9.52932889,,4.67804039,4.63354486,9.62054694,,3.75391125,2.815497,4.33842012,,4.82041933,4.13036378,4.63881044
3.80065935,3.72885828,9.64694273,,4.46816327,5.88825512,9.77093347,,4.39431165,4.14731368,4.65267049,,4.58231132,5.17433589,4.68521971
5.08130431,6.03916296,11.0188319,,4.08864238,5.12202488,9.18928142,,4.56832511,4.77715314,5.40039363,,4.1591265,4.43209458,4.1626286
3.71546504,3.90415904,9.47015907,,4.07961888,4.24914434,9.23080954,,4.53369074,3.82407238,5.34304228,,4.22195144,3.5597294,4.09433123
3.77961617,4.37197678,9.4681443,,4.38324115,4.70632197,9.63779944,,4.89341778,5.46596131,5.6745707,,4.51367838,4.2210445,4.6437746
3.99605128,4.2508005,9.68716474,,4.57203254,5.19578675,9.6369125,,5.18945543,5.16561805,6.01663348,,4.69187188,4.54718359,4.56528473
4.08521508,3.830165,10.4640416,,3.95506047,3.88899052,9.39015741,,4.37196655,3.99857952,4.76641018,,4.1204113,3.41192045,4.34247869
4.232834,4.54506126,9.75506292,,3.86579015,3.71678274,8.95819948,,4.80206725,4.57203912,4.82818256,,3.97373716,3.15046079,3.90376848
4.45363098,5.91360509,10.8740968,,4.21475323,4.58210623,9.06044989,,4.33998836,3.67633671,4.87057133,,4.36868523,4.04117574,4.03542344
3.84135666,3.81355396,9.65866252,,4.21091898,4.85826179,9.6244008,,4.05716547,3.82219433,4.98827496,,4.32922987,4.37062549,4.66004969
3.78306443,3.56339454,9.24913194,,3.76753279,4.01824431,9.16960653,,4.75349186,5.04371666,4.95886569,,3.86089312,3.38789677,4.06626066
4.38807483,4.84967722,10.5210998,,4.42007742,5.26748345,9.22514746,,4.22446129,3.87811787,5.22783273,,4.49671102,4.58986314,4.15389718
3.73311355,4.17814651,9.67666123,,4.22874236,3.9695793,9.35232443,,4.22102202,3.57650772,4.50818641,,4.32822724,3.44032856,4.23816896
3.89836061,3.90527399,9.44437688,,3.85608835,4.79641207,9.07984257,,4.3973175,4.6054522,5.26252591,,3.95094203,4.13070752,3.98712879
3.95927546,4.9730079,9.6453948,,4.17812095,4.76842737,9.04095158,,4.48084851,4.27845429,4.45460715,,4.29876494,4.05782755,4.02451295
3.70647164,4.08753121,9.83985363,,4.00774048,5.70441608,8.99571172,,4.63882183,3.75617244,5.75700963,,4.1263419,5.07774293,4.02517069
3.67105348,3.79346233,10.0200533,,4.61881222,6.11271614,9.76669641,,4.64295465,4.88583196,5.11046235,,4.75797496,5.52164659,4.77812238
4.13813031,4.97693182,9.78673307,,3.63129313,3.58658424,9.10824777,,4.65449261,4.04996989,4.94079215,,3.76037456,3.10079838,4.0960605
4.26493253,4.84274651,10.3723698,,3.94011521,4.23695599,9.25386489,,4.92923851,4.31622645,5.11942203,,4.04536354,3.68822695,4.221414
5.07643073,6.03817979,10.8704227,,4.20564376,4.7795983,9.87621211,,4.5947491,3.78194173,5.05441857,,4.29264841,4.08323219,4.78075892
4.27392246,5.33210647,10.3905484,,4.06684633,4.21862773,8.83368308,,4.36590562,3.5046341,5.21855872,,4.2288826,3.50286828,3.73002146
4.30900678,5.20293731,9.86771725,,4.83885481,5.40842625,10.0224585,,4.51029354,4.86066714,4.99874799,,4.97904765,4.76021288,5.03447886
4.22827067,4.73864269,10.7126183,,4.56967118,5.58738917,9.88498831,,4.25366464,4.76884753,4.79988337,,4.65798109,5.01353084,4.81307931
4.35218267,5.20845112,10.758144,,3.92020543,5.08219113,9.01306619,,4.51918033,4.07598677,5.34497726,,4.00585587,4.55235918,3.97135222
4.21045019,5.37529757,10.21744,,4.13139127,4.37164791,9.27584164,,4.65167408,4.50272535,4.83194638,,4.31677015,3.69032292,4.25922107
4.42875981,4.46371812,10.096396,,3.55827896,3.59399604,8.85724732,,4.34197996,4.66647474,5.17924225,,3.66473977,2.99946321,3.77604449
4.63342843,5.59807941,10.2394497,,4.62258514,5.27040527,9.8645688,,4.27839525,3.89796363,5.0712029,,4.76697009,4.58745613,4.73296361
3.82060087,4.2768535,9.83867213,,4.22602709,4.93270315,9.31792512,,4.58667075,4.6981454,5.84585517,,4.3498781,4.3604626,4.34570222
4.59013209,5.11808401,10.1208097,,4.57422989,5.95555982,9.34723712,,4.59195809,4.68840386,5.27600676,,4.74402878,5.36484409,4.36119162
3.8042281,3.64608263,9.35120946,,4.12481172,3.8924133,9.12389666,,4.61927682,4.0668336,5.05332076,,4.27108726,3.29683815,4.06163191
3.9453971,4.02515501,10.2446491,,3.97925812,3.96587838,9.10124741,,4.28438298,4.09568087,4.82457663,,4.05943766,3.40871592,4.03351387
4.21831531,3.91252559,9.90072557,,3.93784186,3.99537681,8.80833096,,4.25794582,3.53542762,5.29243097,,4.06420913,3.39309651,3.69657598
4.33195221,4.09034638,10.6472466,,3.52408794,3.70538887,8.81625582,,4.28299404,4.50955178,4.70489979,,3.62188787,3.16593092,3.72011576
4.10389118,3.85168709,9.52350443,,4.04328937,4.7090562,9.42805212,,4.38628474,4.24283,5.31006579,,4.15940464,4.11243646,4.40396181
4.30570727,4.87171243,10.128781,,3.86248687,4.20823062,9.40901256,,3.74257756,3.54641078,4.4986427,,3.9877395,3.5753015,4.33283352
4.21982953,5.12227055,9.96081994,,4.03995963,4.68492013,9.47007314,,3.9486593,3.98744138,4.45621206,,4.13258302,4.06463846,4.35182781
4.06976948,3.83602828,10.1146862,,4.39531702,4.71043867,9.11603716,,4.69416614,4.0368559,5.62909619,,4.54588982,4.08384796,4.16339994
3.83884725,4.12541866,9.79511941,,4.16321225,4.86475638,9.21362102,,3.66089267,2.76760003,4.8397748,,4.27681802,4.33172472,4.13252952
4.19229806,4.53154591,9.93263762,,4.23276537,4.70341238,9.82597304,,4.00926785,4.40851283,4.65392318,,4.33459844,4.16649738,4.7657963
4.13139824,4.50981183,9.89189286,,3.82745287,4.27904052,9.28326778,,3.89479387,3.25402613,4.59562679,,3.94234836,3.64780247,4.20696135
4.24911659,4.69103128,9.97135763,,3.70140415,4.40653622,8.81343002,,4.68659345,4.01038722,5.52945257,,3.84895875,3.72361095,3.78424967
4.3981211,5.27489575,10.8298248,,4.35002025,5.02573754,9.13933066,,4.25767183,3.90345723,5.20002433,,4.48089837,4.28621206,4.06994864
4.3173956,4.4294377,10.6461383,,4.35427442,4.73788992,9.27743497,,4.24536232,3.68285523,4.91965803,,4.48301918,4.06298302,4.31782278
4.19549362,4.05842432,10.1296259,,4.20443432,5.01272626,9.22705551,,4.60052395,4.15653164,5.50337913,,4.2989146,4.26417576,4.13327396
4.04747004,4.62566702,9.45647798,,4.27894376,4.47938981,9.38974359,,4.30735949,3.67952326,4.8485818,,4.43509165,3.82355877,4.37963389
4.07104955,3.98665235,9.72236721,,3.90833403,4.21180718,9.6391237,,3.89748983,3.88849737,4.68229057,,4.03425018,3.69060999,4.57707925
4.16579669,4.58267591,10.4786998,,3.80353229,4.42163172,9.27381397,,4.57426007,4.11232663,5.34108645,,3.89294375,3.7158872,4.15709501
4.22197504,5.52631995,10.1549363,,4.60285806,5.50620523,9.5692276,,3.9530943,3.66343288,4.68387501,,4.73883816,4.82970212,4.59198843
4.29110135,4.07420064,10.4629792,,4.29071549,4.98325967,9.34123422,,4.70819089,3.99887602,4.96297643,,4.43132232,4.47488199,4.35995727
3.74157105,4.02470211,9.69302862,,4.08329768,4.13779956,8.97522288,,3.95535947,3.10757704,4.72574721,,4.18495597,3.40278907,3.90085631
4.7937386,5.78338022,10.9016858,,3.95584421,4.65912481,9.38346767,,4.00518502,3.67209669,4.58592989,,4.09039033,3.98217908,4.32498537
3.79224456,4.00009425,9.56769797,,3.8933416,3.62841761,9.10952516,,4.85547475,4.38791224,5.28241144,,3.99958768,3.04172541,4.02550829
4.24785536,5.11779743,10.0967704,,3.89177621,3.86893561,8.69154469,,4.73345986,4.69094998,5.59331019,,4.06033132,3.19340963,3.66348112
4.65778503,5.22967936,10.5773982,,3.9183195,3.72163587,9.61765156,,4.92855499,4.69824162,6.02913373,,4.04610356,3.1952748,4.53683028
3.68943845,3.91197316,9.57364034,,3.90240171,3.41913932,9.55350326,,4.11107899,4.31521514,5.08595404,,4.02243161,2.93451772,4.45524142
4.58417717,5.30625631,10.9976033,,4.34449722,5.19498126,9.33860041,,4.55485339,4.49703697,4.85651218,,4.46972351,4.61572358,4.24177686
4.13947551,4.37894839,10.0759829,,4.42380662,5.43458294,9.35629075,,4.32124992,3.50184071,5.13231024,,4.5372755,4.71338887,4.30937882
4.32857719,4.77749906,9.84139335,,4.33112451,4.86124053,9.45952806,,4.78795202,4.57324825,5.36445095,,4.48727902,4.20972527,4.50924206
3.72717698,3.54359248,9.64846675,,3.7783149,3.9250153,8.92681664,,4.16266324,3.53416289,5.09064755,,3.94855227,3.4389393,3.92249941
5.02709891,5.77396314,11.0421832,,4.15609972,5.21523309,9.21815681,,4.66530424,4.416213,6.02443714,,4.28936799,4.7316114,4.26843141
4.43849863,4.84252331,10.0680158,,4.90090001,5.23109534,9.956032,,5.09944601,4.84692983,6.0609129,,4.99848171,4.67674621,4.93891587
4.55228531,4.9059136,10.0939555,,4.33174476,4.00622128,9.61205197,,4.85116128,5.06375458,5.38101401,,4.44531895,3.49646224,4.51187804
3.93204378,4.94181189,9.84590795,,4.64813712,6.00321641,9.7932909,,4.10543337,3.29565485,4.4540783,,4.7333721,5.27427974,4.71082684
4.03785842,4.78308825,9.83700377,,4.53343977,4.42045455,9.75026225,,4.76858846,5.3432035,5.53677675,,4.67182447,3.90908561,4.64782536
4.1794106,4.86007325,10.2979346,,4.03841795,3.75558067,9.48378782,,3.9981968,3.44295737,4.70582601,,4.16092913,3.26133515,4.33244304
4.09637002,4.24401489,9.89564225,,3.97577761,3.79412494,8.77018214,,3.66242692,3.18476946,4.43490819,,4.14245623,3.12557606,3.64003162
3.77971662,3.96004587,9.80025233,,4.16350295,4.85268433,9.15490213,,4.23491228,3.39613585,4.87178649,,4.29411972,4.30718634,4.22549398
3.90713673,4.33692036,9.76676158,,4.71025844,4.54288885,9.82412967,,4.64903242,4.89380585,5.07696307,,4.8696383,4.03528576,4.79025665
4.57132078,5.50216638,10.511091,,4.35439583,4.66796701,10.0156548,,5.23601383,4.57825658,5.12726434,,4.46308225,4.11086703,4.96466776
3.61549788,4.31726635,9.42586647,,4.36995406,4.51030719,9.77537844,,4.95452891,3.97098736,5.24072673,,4.50465558,3.80995541,4.66184898
4.21828175,4.30702842,9.72624702,,4.47762045,5.17389363,9.50766436,,4.65734434,3.60023502,5.57247922,,4.61489148,4.44689808,4.47708343
4.17874798,4.57221638,10.6285754,,4.16322066,5.08621872,9.15702008,,4.60502973,4.41179815,5.39632637,,4.26986003,4.39477034,4.07076507
4.49411696,5.38121559,9.94080044,,3.83468392,4.39866087,8.95083475,,5.08890292,5.29729038,5.75532463,,3.93864677,3.68148988,3.84920757
4.68624039,5.18193092,10.7969375,,4.25578652,4.19646361,9.71715583,,4.1057657,3.47722474,4.73400967,,4.41624104,3.57243913,4.62340066
3.87063056,3.69254995,9.86727233,,4.41820326,5.75472649,9.72148899,,3.98612958,3.49688968,5.06711673,,4.55786373,5.13288938,4.69569834
4.11798462,3.73052677,10.043534,,3.90887828,3.85241843,8.67572611,,4.89249751,3.70340153,5.44006952,,4.07237465,3.35079332,3.67871246
5.00610989,6.22152981,10.8050988,,4.55940699,5.27783966,9.9914063,,4.38491292,5.24019044,5.00913092,,4.65951028,4.69997022,4.88780605
4.22725699,5.41714899,10.4174546,,4.16351228,4.75815943,9.36637165,,4.68510399,5.04795095,5.10580268,,4.31532682,4.06902638,4.37776684
4.51449055,5.03922724,9.93712175,,4.0824492,5.12479311,9.20882459,,4.04095261,3.47732572,4.55337536,,4.21804421,4.44314272,4.20498198
4.43369731,4.97951261,10.4523538,,4.35566223,6.05995808,9.691262,,3.96882394,2.96341662,4.35936848,,4.45856654,5.36932339,4.63864394
4.03339908,3.50904534,9.83169396,,4.14338473,5.0255551,9.33504602,,4.02555565,3.37346175,4.64018217,,4.28391273,4.3887102,4.39626253
4.36498914,4.10460217,9.69380403,,3.96323361,4.09316121,9.20660043,,4.9427624,4.25502187,6.10695895,,4.07981629,3.46318273,4.11733868
4.25381106,5.73808875,9.78573809,,4.39181564,4.19356701,9.51600072,,4.57531617,4.23350209,4.84698399,,4.54515111,3.66408453,4.51175619
4.2560827,4.71478806,10.2933242,,3.56262681,3.79776741,8.73144274,,4.94559471,5.14320591,5.98556787,,3.63888543,3.10018459,3.6332632
4.29097043,4.68570255,9.89577582,,4.94099062,6.33762625,10.1042606,,4.75912206,4.65532661,5.28379862,,5.04119847,5.61731126,5.04373967
4.3218209,4.44643982,10.1669537,,3.70857437,4.06272581,8.79160861,,4.71854052,5.02246315,5.0629798,,3.83651491,3.56658585,3.74757366
4.16640371,5.40949219,9.68652664,,4.85587436,5.50760444,10.2696586,,4.49047834,3.95255884,5.42183745,,4.97671093,4.90741071,5.19197424
4.08245307,5.19128661,9.64269577,,3.67644699,3.93384027,9.27883707,,4.30186343,3.81508765,4.55083606,,3.77805344,3.32945897,4.17784159
4.18817285,4.84710065,9.95974284,,4.03932718,3.92540168,9.19495408,,4.93576622,4.48099096,5.2776936,,4.19971763,3.32391303,4.16934284
3.85766343,4.13695997,9.68372507,,3.95177201,5.23381733,9.14903065,,4.60081528,3.99934556,5.44543325,,4.04984004,4.54471389,4.09933695
3.97572571,4.27652778,9.47436936,,4.50595005,6.02504456,10.0898895,,4.55426229,4.30701235,5.23993637,,4.59606004,5.33746459,5.01402969
4.57076461,4.94042039,10.2581783,,4.30968737,5.67194616,9.04661511,,3.75457448,3.06781389,4.98425503,,4.48226887,5.03530888,4.07557408
4.32781456,4.95382061,10.0161114,,3.69234382,4.36676404,8.87671704,,4.15363023,4.44579845,4.99767434,,3.85187299,3.69084467,3.88017349
3.89087204,4.18000918,9.6265706,,4.27758187,4.24940169,9.74818471,,4.6565262,4.60918078,4.76269588,,4.39363162,3.77188182,4.68468867
4.32406226,5.00568626,10.2505785,,4.19068548,4.89854465,8.86998861,,4.07267953,3.16402101,4.31998631,,4.37211027,4.20348567,3.80255064
4.70252665,4.84363377,10.7975434,,3.79991913,3.97271487,9.12651993,,4.59925868,4.5203524,5.4938974,,3.88917192,3.32260845,4.00043509
4.49779169,4.85352867,10.3375995,,4.16222309,4.95779779,9.38616092,,3.96102794,3.67231062,4.70758435,,4.28031356,4.25625887,4.37108648
4.17069979,5.03247098,9.98176417,,4.01204525,4.13320302,8.84402389,,4.67521118,5.2603748,5.26215282,,4.19418497,3.47673813,3.87206841
3.99596983,4.55077276,9.90568441,,3.95403031,5.59869497,9.11378546,,4.32037269,3.78753891,4.45335304,,4.05241361,4.87121843,4.06866717
3.85841107,3.6193383,9.35481873,,4.49014103,5.14777066,9.54246788,,4.463975,3.91380149,4.60847163,,4.67075393,4.54308315,4.60129803
3.66299311,3.86245205,9.43899895,,3.2522958,3.47302479,8.70725505,,4.48590419,3.74790619,5.41788226,,3.34803046,2.90128652,3.60711393
3.68945914,3.67894396,9.34689969,,4.0137595,4.71693211,9.15952618,,4.24940825,4.16931806,4.82308743,,4.1313798,4.01790028,4.18020144
3.77255981,4.62316361,9.58437217,,4.09781975,5.35301179,9.39533066,,3.55622123,3.09681469,4.17412285,,4.24106584,4.74035725,4.45151182
4.74655864,5.31638924,10.5207378,,3.85746699,4.45607169,8.71276691,,3.52385777,3.1186472,4.41192903,,4.01847076,3.7471335,3.68432382
4.31007931,4.55792691,10.2668762,,4.31698647,5.80978463,9.38998793,,4.12916992,4.24009094,4.62542449,,4.36697105,5.16506235,4.30531986
3.88092611,4.05053178,9.92171241,,4.21434936,5.48988479,9.10652807,,4.5237596,4.18740171,4.93025131,,4.319012,4.93756487,4.09172101
3.95219923,4.94006108,10.0536188,,4.0257798,4.48763991,9.82088712,,4.47855307,3.97599513,5.47461442,,4.14488634,3.79331471,4.73858074
3.87988667,5.06576139,9.67546082,,4.0061851,4.57749571,9.68456086,,4.56391525,4.63000085,5.11674564,,4.13608999,4.02347449,4.66842109
3.73680734,4.44968678,9.35128096,,3.70512039,4.66489149,9.1201461,,4.85884047,4.26546552,5.70541877,,3.80742522,4.01416356,3.99824481
4.19737002,3.86568341,10.1008742,,3.71944291,4.81017232,8.98168205,,3.934404,3.13339865,4.75283844,,3.84491528,4.29410667,4.02789354
4.06776439,4.55157086,10.0205415,,3.94186926,4.49201532,8.97996574,,4.24165303,4.6431888,4.68968067,,4.04876578,3.92716709,3.86720094
4.02979313,4.038882,9.61771916,,3.91471618,3.84484009,9.13428499,,4.83820834,4.30435876,5.31073862,,4.02914414,3.12365726,3.97596434
4.35913357,4.64145669,10.0116701,,4.01284404,4.63270614,9.06742879,,4.38590577,3.98909454,5.37708667,,4.12627523,4.04334856,4.05093587
3.9211814,4.02657033,9.76203793,,4.21799467,4.65095956,9.14063016,,4.65496811,4.5378679,5.37853736,,4.35369984,4.09948139,4.14206159
4.45997389,5.13471213,9.68432881,,4.10426111,4.89775743,9.81793723,,4.2337457,3.39711985,5.16285822,,4.23650228,4.22183738,4.73383253
3.89114895,4.83081748,9.70923359,,3.39334408,3.41874067,8.62873186,,4.72792874,3.35682782,5.36152694,,3.51200983,2.78526331,3.51558654
4.19644391,4.96524874,9.97643193,,3.69310335,3.78658743,8.82375118,,4.58512943,4.34160852,5.57398637,,3.8099383,3.19097783,3.72296216
4.17243681,4.04977901,10.2395348,,4.63543646,5.44890361,10.0074706,,3.73067815,2.89003659,4.3674831,,4.77825234,4.86172819,4.99203999
3.89927554,3.66403719,10.4490792,,4.52733006,6.04796337,9.64686949,,4.50445854,4.31304383,5.0769309,,4.64174232,5.38289747,4.68532903
4.44370033,5.36409354,10.0571635,,3.59145756,3.89818679,9.00846431,,4.303175,3.72505601,4.90523213,,3.6666535,3.19701027,3.85922126
4.38161608,5.58627064,9.79602321,,4.11577706,5.4904928,9.08399213,,4.16878764,3.78546921,5.08075077,,4.2461452,4.83386056,4.07979647
4.06212883,4.25463091,9.80676256,,4.12263102,4.78382087,8.98805163,,4.3514301,3.1782557,4.53793893,,4.24621904,4.04946,3.9545894
4.37882634,5.32175591,10.7364025,,3.91530811,3.84595653,8.89243184,,4.37444913,3.74853374,4.7708907,,4.04668492,3.29247696,3.84076199
3.76315221,4.86506305,9.86480717,,4.07248614,5.68957233,9.35000412,,3.76852242,3.51133329,4.28084208,,4.18965257,5.07181327,4.31781681
