New Haven High Demand,,,,Fresno High Demand,,,,Atlanta High Demand,,,,Miami High Demand,,
Gas Trucks,Liquid Trucks,Pipelines,,Gas Trucks,Liquid Trucks,Pipelines,,Gas Trucks,Liquid Trucks,Pipelines,,Gas Trucks,Liquid Trucks,Pipelines
3.24720264,2.89633871,3.6145925,,3.6619229,4.310044,3.49973988,,3.54293945,2.69349248,2.35019117,,3.84055229,3.87185664,2.43992517
3.92282571,4.46324406,3.78129926,,4.12934946,4.71890384,3.76733372,,3.88517156,2.66649495,2.50646515,,4.33902691,4.24616089,2.80570685
3.97285288,4.72047584,3.93299299,,3.42565218,3.86826799,3.39852437,,3.99444777,2.96955347,2.60594717,,3.59088014,3.37507133,2.26455635
3.27621433,3.21771236,3.58091605,,3.74555934,4.02450621,3.53161861,,4.17051201,3.40022202,2.7110718,,3.94291007,3.67686069,2.41003252
3.56834762,4.19011182,3.88851016,,3.56779763,3.10801101,3.40273479,,4.29899991,4.10949742,2.9726118,,3.77218527,2.67076136,2.25613422
3.90746259,4.32773649,4.06086583,,3.82896575,4.29941881,3.56341406,,3.93106327,3.02733544,2.6494879,,4.03448876,3.81837997,2.45401271
3.96583225,4.48681801,3.78747568,,3.35153767,3.66999228,3.50131368,,3.62977364,3.02161119,2.44949432,,3.52455847,3.1914782,2.38088333
3.28235922,3.28976425,3.66706516,,3.50109629,3.28169419,3.40830097,,4.332397,4.27287712,2.94716585,,3.6896115,2.93622377,2.3162435
3.74905268,4.29664535,3.67730825,,3.55309431,3.46184215,3.45300459,,4.0043981,3.17331019,2.3549866,,3.73701282,2.94871035,2.30007627
3.26716421,3.0504922,3.4978151,,3.98895899,4.52722534,3.9076322,,3.60850396,2.62982568,2.47789764,,4.16017352,4.17284965,2.89141581
3.42127662,3.81546698,3.7816009,,3.23891588,2.98088227,3.1037517,,3.96347503,3.42245439,2.68180907,,3.44054969,2.55513072,1.91626642
3.31885008,3.5597213,3.58084807,,4.23058603,4.49715547,3.69340738,,3.64523877,3.27973068,2.58594753,,4.42700315,4.04976172,2.69736147
4.09695671,4.00895002,3.78350138,,3.2990468,3.46993394,3.52053586,,4.29812198,3.26092659,2.61799386,,3.4483656,3.06830327,2.38702557
3.71938411,4.29428251,3.87573135,,3.69710965,3.64297604,3.33134881,,4.3053085,4.02315691,2.71255383,,3.90059265,3.23279699,2.25255279
4.12670412,4.55663717,4.16748537,,3.74005918,3.34481415,3.59952496,,3.97074486,3.51176682,2.60561678,,3.92557546,2.93288517,2.45818247
3.30041921,3.06559623,3.52433888,,4.09129495,5.00341471,3.67821243,,3.97836854,2.76726155,2.6296188,,4.29445965,4.59662627,2.72383577
3.70814964,4.12237329,3.73632716,,3.45335415,3.88082867,3.54391716,,3.53925547,3.00626372,2.41223896,,3.62065353,3.38359372,2.43921877
3.2804392,3.17068752,3.60328141,,3.65811511,4.63147801,3.63903917,,3.92591328,3.13320574,2.61047732,,3.83584155,4.20161467,2.55133242
3.96902766,4.33632989,4.05477064,,3.51143561,3.50384684,3.46511553,,4.21087201,4.43362876,2.95600715,,3.6944191,3.09785849,2.33664039
3.50460828,3.92517814,3.73707534,,3.88249757,4.09705427,3.63790518,,4.10361574,3.12173923,2.61379885,,4.08305214,3.69390163,2.5599841
3.48821094,3.45015674,3.93044647,,3.99148661,4.41329095,3.71276335,,3.54201229,3.22073824,2.50229541,,4.18735932,3.9895721,2.66559753
3.64807202,4.19867352,3.83337439,,4.48037789,4.89743713,4.05592331,,4.5948561,4.15541766,3.0364349,,4.66776261,4.44885487,3.13397057
3.329826,3.04382768,3.62220914,,3.61139997,4.00693333,3.64587905,,3.97971571,2.95450151,2.46533968,,3.78582413,3.5875371,2.51788075
3.38502182,3.04995618,3.72661722,,3.72963254,3.76069251,3.35301767,,4.2656823,4.59890163,2.82171923,,3.9219174,3.40917958,2.2820823
4.00472363,4.11452013,4.03676096,,3.80803403,3.53195447,3.63940377,,4.39907916,3.89135474,2.79858071,,4.01478791,3.15671329,2.54175567
3.5603469,3.16901354,3.765339,,3.0904651,2.98325104,3.350162,,4.10858754,3.51353197,2.77927335,,3.24745284,2.50868141,2.16036188
4.3535528,4.58783793,4.15080688,,3.33050043,3.19718459,3.47438092,,4.2113179,3.4230643,2.62973197,,3.49189908,2.85408022,2.38325469
3.95743475,4.02307743,3.83118951,,3.42169639,3.12447261,3.48823822,,3.84735206,3.27152165,2.36081558,,3.58504112,2.73056749,2.33179563
3.90279081,3.94998639,3.78286893,,3.67241306,3.51780248,3.36944703,,3.85314969,3.23095484,2.7086745,,3.88290853,3.1204859,2.21522221
3.21535146,3.47184536,3.75816825,,4.08229733,4.94894448,3.68937288,,4.01869741,2.95282166,2.48874388,,4.2655671,4.51258907,2.7534865
3.55343664,2.82740493,3.75940452,,3.78581171,3.88821049,3.44039004,,3.92065215,3.03925652,2.60172613,,3.98136201,3.37704224,2.33712713
3.83907054,3.60504625,3.92546213,,3.56819436,3.70882077,3.45350746,,4.16600287,3.17455787,2.59344257,,3.74048332,3.2728476,2.38945673
3.65295351,3.189823,3.73448463,,3.87241673,4.25299886,3.48098112,,4.0279258,3.89964396,2.86622568,,4.0625604,3.90570546,2.38950126
4.23751395,5.19331239,4.02519496,,3.67831294,3.57708159,3.3481541,,4.51253906,3.95359911,2.94380031,,3.87899949,3.14090599,2.24948057
3.89421646,4.63956344,3.94076496,,3.67366495,4.24528034,3.52217445,,4.1247606,3.37353746,2.81567069,,3.86641746,3.84509489,2.43540658
3.90751686,4.08772409,4.02324831,,4.00665205,3.91059363,3.63998235,,4.11455802,4.17494691,3.0647088,,4.20202895,3.47806601,2.5226001
4.06838196,4.58617684,4.02924505,,4.02086741,4.59471925,3.7624145,,4.2938316,4.07327629,2.91098834,,4.20242616,4.13284675,2.76331629
4.26208153,4.96214904,4.10131734,,3.50401571,3.60938883,3.48168799,,3.54477248,2.79639251,2.30568289,,3.67710445,3.13309697,2.37953475
3.43624407,3.04395963,3.566729,,3.31383822,3.09763315,3.23027578,,4.18014848,4.45121026,2.92411672,,3.50237318,2.65056426,2.04704368
4.18767944,4.25105064,3.80047259,,3.85739448,4.38698379,3.63253713,,4.40021899,3.80806481,2.78490239,,4.05073532,3.92851678,2.62454589
3.71359448,4.15991138,3.74868023,,3.32725763,3.9173771,3.4433558,,4.14389497,4.75876961,2.92832378,,3.49663958,3.46111698,2.36258258
4.30530115,4.48942883,4.31597819,,4.13161902,4.18814605,3.73154531,,3.75450387,3.48204388,2.63166775,,4.3313057,3.83874697,2.70759131
3.48531693,3.67683727,3.74989933,,3.18330525,3.46153375,3.50328612,,4.38097689,4.99173556,2.87220072,,3.33158928,3.018332,2.33396075
3.69030556,4.31461504,3.85004778,,3.80783596,4.64848934,3.66668692,,4.13098437,4.1177274,2.94666065,,3.99501703,4.21890381,2.61029179
3.36162393,2.81736993,3.55694724,,3.94054905,3.84817194,3.60650857,,3.5274083,2.98177118,2.44481746,,4.15891039,3.43907511,2.50330813
3.19872972,2.998623,3.53989784,,3.41682855,3.7706407,3.4255587,,3.7754408,3.7650381,2.6304203,,3.58308864,3.2590479,2.33048332
3.99110851,3.92408139,3.91763371,,3.43216003,3.0663714,3.33562813,,4.11949678,3.31709113,2.76592307,,3.61288522,2.71508563,2.20354982
3.9117863,4.64681451,3.94658583,,4.10183745,4.19823843,3.5751754,,3.91192108,2.48466418,2.38214036,,4.32269658,3.78867049,2.53199543
3.7107947,3.81103533,3.94470512,,3.43522019,3.32201025,3.41318723,,3.90460375,3.90766449,2.77994,,3.61879156,2.87012735,2.26555468
3.50839441,4.07214087,3.80652494,,3.82741676,3.9469066,3.47902504,,4.39668696,4.27642425,2.98163376,,4.01778994,3.48544126,2.40405462
3.27032926,3.18108725,3.77196504,,4.36681307,5.01404636,3.79910376,,4.40414135,3.85598042,2.81176323,,4.56122472,4.52631284,2.85237767
3.39530855,3.36342942,3.61904801,,3.76756383,5.35508534,3.74157995,,3.76888683,2.91659762,2.40772586,,3.92235426,4.83771438,2.68262039
4.36564153,4.74501298,4.19049046,,3.98843671,5.38224966,3.8209176,,3.90894493,2.66527847,2.4176212,,4.15459632,4.90184647,2.81913442
3.45962949,2.95048332,3.76349689,,3.89258208,3.63999309,3.50738666,,3.84420005,3.09584116,2.31665467,,4.10481166,3.29675047,2.44484742
3.89391142,4.2443829,4.02060006,,3.76865836,4.65021339,3.64611406,,4.20243897,4.7879989,2.89491394,,3.92290018,4.24146144,2.69210118
4.11125214,5.091734,3.94939525,,4.11708115,4.14109956,3.51921718,,4.34088604,4.218066,2.96805932,,4.32651299,3.77965425,2.52181184
4.02438342,4.47457368,3.82325206,,3.65152275,3.31528107,3.41880553,,4.0417578,2.92539839,2.47088994,,3.85002859,2.84362605,2.27843403
3.63691428,3.68428703,3.81902521,,3.79595041,3.7902847,3.44243427,,4.13870879,3.53662209,2.59785284,,3.99412083,3.3000949,2.34398265
3.77378989,4.65223731,3.91798652,,4.01882001,4.32902372,3.66348157,,4.12266745,4.09370873,2.80968464,,4.21558617,3.81427702,2.6092697
3.30462633,3.16652647,3.70608153,,3.43926016,3.11444307,3.34319169,,4.00287836,3.62277139,2.86325187,,3.62372796,2.66018681,2.18307404
3.93796899,4.75203646,4.14986599,,3.81547279,4.22992662,3.564486,,3.77940406,2.93473588,2.65723298,,4.00635654,3.86821163,2.523976
3.8366905,4.6239593,4.12948789,,3.92955454,4.31595814,3.80969935,,4.14528292,4.51460971,2.83919097,,4.09110217,3.90618449,2.84305596
3.47938303,2.94717844,3.57309182,,3.67386157,4.33760935,3.50197933,,3.79623389,3.07372963,2.51852267,,3.84871053,3.85345786,2.4632817
3.43633914,3.10276446,3.57469428,,3.29216726,3.05640615,3.39770899,,4.09248223,4.13900618,2.90140574,,3.44959724,2.64279927,2.26399271
3.70000078,4.80122039,4.01151334,,3.33223989,3.23327567,3.55320745,,3.98242398,3.52483757,2.83841585,,3.47797059,2.87837173,2.43871023
4.06446707,3.98760396,3.93260897,,3.44511615,3.73218085,3.37710112,,3.770069,3.1671266,2.60065207,,3.62211466,3.28322414,2.2840202
3.47410371,2.91715788,3.47188248,,3.2933802,3.26093802,3.26000693,,4.33925162,4.07845027,2.79715619,,3.47572693,2.78592504,2.08628999
4.12270216,4.02444855,3.97153347,,3.76609635,3.84956786,3.68387446,,4.39614562,3.73491505,3.03345728,,3.93883865,3.37274311,2.61724627
3.44034312,3.07580093,3.63780875,,4.04208724,5.01837756,3.82664073,,4.25437654,4.46446055,2.75052955,,4.21197248,4.63017891,2.88678956
3.68308588,3.44623512,3.85778511,,3.53446851,3.46697646,3.37266519,,3.92941552,3.85757161,2.69979108,,3.7291113,3.08474233,2.19829227
3.41284767,3.58778354,3.73812897,,3.49674822,3.75275646,3.40570445,,3.89074143,3.42867393,2.76792534,,3.68761653,3.27401457,2.2970345
3.54916826,3.58874285,3.640949,,3.78213424,4.83649308,3.77798552,,3.9034416,3.05419094,2.43878522,,3.94819774,4.34889372,2.71613316
4.14061277,4.66288114,3.91052593,,3.4591682,3.42024034,3.50513477,,4.09374379,4.06049572,2.72932393,,3.6457764,2.92400172,2.36517641
4.17854791,5.12181678,3.9615912,,4.12054981,4.59629431,3.64530198,,4.22408942,4.41733318,2.93861848,,4.33648672,4.09934203,2.66596783
3.76125125,4.55988113,3.98837366,,3.91904609,4.45028983,3.7563937,,3.67872737,2.72568061,2.38239266,,4.10761602,4.0370969,2.71409866
3.66591333,3.43005823,3.91654055,,3.60761,4.1580946,3.61466377,,3.51345005,2.86405289,2.29952553,,3.77578295,3.6687728,2.5399793
3.51854451,3.31540542,3.77005971,,3.66581706,3.87834267,3.48729887,,3.79833447,3.40457509,2.44054857,,3.84431965,3.52901137,2.42126054
3.84690895,4.23343896,3.9338956,,3.1149349,3.20074181,3.23382461,,4.12008507,3.7355854,2.69332468,,3.26682831,2.75395709,2.05469342
3.15870325,3.06091805,3.54932069,,4.00011917,4.87328205,3.60546215,,4.23954166,3.80592445,2.75562795,,4.20102357,4.50138416,2.5974114
3.72212452,3.72783828,3.66377617,,3.03239504,3.21708135,3.19618259,,3.74649498,3.49309926,2.4782494,,3.19169396,2.76156285,2.0460524
3.98728321,3.82119273,3.87123879,,4.1105485,5.14982897,3.58002924,,3.75621849,3.04177707,2.45672227,,4.31564006,4.65282649,2.5825427
3.48238282,3.54531558,3.77732462,,3.76770649,3.48935515,3.43353287,,4.5402854,4.55731658,2.82316297,,3.95913451,3.12521298,2.33930375
3.83681979,3.75399093,3.81613943,,3.51262982,3.4670126,3.4096805,,3.89463247,2.64477871,2.37648865,,3.68934187,3.08338325,2.30344087
3.68895128,3.76051557,3.6706067,,3.77079911,4.30468683,3.4906639,,4.20476591,4.23067219,2.93213224,,3.96242943,3.90202732,2.47429006
3.83532388,4.82062722,3.89805126,,3.72228295,4.87097017,3.43732544,,3.75011989,2.96971198,2.50684141,,3.89738846,4.40710759,2.36884689
3.98025565,4.62801777,3.83354606,,4.09394624,4.42007138,3.81552553,,4.54612968,4.62596865,2.947379,,4.28103303,4.05322254,2.84618894
3.7258712,4.05628463,3.94615514,,3.5944216,4.00174094,3.69549732,,4.19272129,4.15142514,2.93554081,,3.76179972,3.49599459,2.6022298
3.56115204,4.23548427,3.73934379,,4.105925,3.93202981,3.80491929,,4.00106684,4.32877075,2.72406712,,4.30508688,3.59373556,2.77299655
3.62461247,3.32422106,3.80549846,,3.76098862,3.7124058,3.4073418,,4.11004111,4.06554489,2.93545593,,3.95748697,3.22979815,2.31593169
4.07088932,4.79691624,4.14703112,,3.67705329,4.30625771,3.65139567,,4.08270176,4.29101756,2.78512219,,3.83985386,3.78653084,2.6515517
3.31042083,2.93896054,3.65503439,,4.01254517,5.28814064,3.57340785,,3.6906759,2.58748204,2.29251629,,4.22035034,4.78467426,2.59014684
3.31546967,3.54981999,3.60431248,,3.5037512,3.12624339,3.38480921,,4.39594248,4.28956782,3.06151915,,3.69398894,2.72010646,2.24116637
3.58671094,3.61716243,3.73211367,,3.79608961,3.78373206,3.50326136,,4.01110478,3.96296527,2.83724398,,3.98829299,3.32606814,2.41538907
3.33080687,3.71677266,3.88216213,,3.6391327,3.89362811,3.42661182,,4.16496201,3.84465999,3.04969071,,3.83474223,3.49605997,2.33876737
3.78582015,3.71828648,3.87226613,,3.41194585,3.40429241,3.33027639,,4.09946811,4.33004625,2.79866313,,3.59335581,3.02048442,2.18852633
3.46565382,4.38562096,3.82336742,,3.8606818,3.67839414,3.66679877,,4.27001536,3.85367579,2.62632672,,4.06332349,3.26466747,2.55669116
3.56673518,3.90208695,3.99839661,,3.49328223,3.72151672,3.49254673,,4.58419484,4.65604348,3.02288707,,3.65337256,3.24161396,2.36722743
3.90906419,4.83435,3.95342194,,4.01765591,4.6625101,3.7206741,,4.29298349,4.28732326,2.845462,,4.2093398,4.29454064,2.74609989
4.26012794,4.33384402,3.8364258,,4.1025652,4.71518688,3.73871652,,4.1176402,3.85143862,2.84018254,,4.28806486,4.31690149,2.74420794
3.86592885,4.79973263,3.90359422,,3.87689849,4.68237073,3.71660505,,3.92469506,4.17866207,3.0558928,,4.0442477,4.32977964,2.69924885
3.68191342,3.96588898,3.74400082,,3.50033117,3.19900078,3.38890225,,3.82672689,3.48280883,2.65978377,,3.67273651,2.75622719,2.22116207
3.54950031,3.18703749,3.63760655,,3.92176242,4.41757096,3.62750619,,3.80098842,3.2213294,2.57179669,,4.11624123,3.9794325,2.60189678
3.58034756,3.52442681,3.71367154,,3.60482205,3.39668274,3.39128731,,3.5573712,3.10796833,2.50636478,,3.82162906,2.95190627,2.24436795
3.94930086,4.41210202,4.16434691,,3.74931206,3.13358239,3.35813581,,4.12945684,4.06425003,2.76429579,,3.98245437,2.64875685,2.21094278
3.37812212,3.11125814,3.78350961,,3.37302925,3.26885337,3.28480405,,4.58251651,4.26717925,2.78100374,,3.56177836,2.75636213,2.11542347
4.10757479,3.63639276,4.02239305,,3.51150258,4.73662633,3.54958318,,4.28117264,4.00657552,3.03777238,,3.66195175,4.24722781,2.53227161
4.10916193,4.39726196,4.0092876,,3.23062808,2.99252263,3.42924717,,3.91450556,4.09428089,2.76531182,,3.40024387,2.56931176,2.27888232
3.84844272,4.08263696,3.92917428,,3.55434698,3.73524649,3.50529201,,4.13240662,4.15288236,2.82923757,,3.72051299,3.26871054,2.43449583
3.38775987,3.45291618,3.65343074,,3.87543279,4.78754304,3.72804324,,3.92581905,3.63744258,2.82451752,,4.03017839,4.3619308,2.71033016
3.67531081,4.36813306,3.8881559,,3.20940981,3.14797446,3.36190509,,4.52986543,4.64968936,2.9426965,,3.35556795,2.70762507,2.179281
4.06652791,4.38676771,3.92704655,,3.73356699,3.46008357,3.44119964,,3.92218595,2.76132767,2.43478227,,3.93682417,3.1362245,2.32857484
3.55055212,3.66029573,3.8207851,,4.16385371,4.57240343,3.61820279,,4.25093103,3.11633745,2.62904611,,4.37271467,4.21276037,2.62725723
3.24295693,3.33102548,3.76340491,,3.83106076,4.11880096,3.69782981,,3.92626254,3.45694085,2.66301589,,4.00461803,3.76942768,2.62247282
3.66141714,3.15840269,3.77850811,,3.42991329,3.79756005,3.53227915,,4.45515576,4.01151081,2.72860244,,3.57363741,3.40160914,2.47135337
3.63954048,3.39470483,3.60133539,,3.62625998,3.64542945,3.56602692,,3.69446631,2.70032701,2.30848501,,3.81279069,3.1416906,2.43658394
3.5139822,3.99923465,3.80145135,,4.10466367,4.50490916,3.8020468,,3.96498571,2.95677658,2.53670206,,4.26954729,4.1614581,2.9152555
4.18207014,4.56690836,4.10783363,,4.00490927,4.71376179,3.52911255,,4.63598643,4.41062073,3.10758633,,4.22137251,4.29280852,2.4581163
4.20986349,4.805665,4.04172144,,3.30227137,3.35147816,3.60486792,,3.82294459,3.52338128,2.81056679,,3.44707802,2.97285907,2.48696958
3.91332481,3.98417132,3.80236403,,4.25040689,3.878325,3.60012893,,4.47030054,3.97127254,2.8058121,,4.46911155,3.51953891,2.62795227
3.40444063,3.40743915,3.84764859,,3.18955991,3.45341577,3.24773606,,4.26092077,3.33093229,2.67710169,,3.35862648,2.98709879,2.10141751
3.72584414,3.9346988,3.85204142,,3.57150492,3.89686678,3.48937838,,4.27906981,3.22883492,2.78154411,,3.7472414,3.40777381,2.34005314
3.71148334,3.79197961,3.86054481,,3.98112926,4.25994641,3.66261733,,3.78937165,3.37619518,2.65816682,,4.16213164,3.87892168,2.67656655
3.74094954,4.5001607,3.96237503,,3.36787762,3.33063594,3.38209757,,3.68354649,3.391803,2.45273305,,3.52257381,2.95811164,2.29450989
4.29774389,4.2641855,4.05586012,,3.58197372,3.90054025,3.46166087,,4.43425713,4.33313539,2.99630289,,3.7566114,3.39646946,2.35907037
3.85417094,3.84816051,3.87382459,,3.73897283,3.81928603,3.64123183,,4.14309734,3.9775704,2.96515809,,3.92658619,3.46869086,2.56190221
4.08279459,4.65491187,3.98299881,,3.96973149,4.21322017,3.46079422,,4.44628244,4.37228318,2.92082101,,4.1828654,3.7242545,2.4462124
3.79066876,4.16159771,3.91032517,,4.03911367,4.33169536,3.54100108,,3.73911356,2.82760065,2.54616931,,4.25424672,3.91924909,2.5582139
3.71120466,4.29373686,3.94770993,,3.52555214,3.15445406,3.46703598,,4.3013433,3.81963269,2.80442794,,3.70271206,2.81556327,2.33439264
3.76956222,3.43529347,3.7105397,,4.30208064,4.37400692,3.81491423,,3.90261906,3.57708574,2.63263775,,4.51351562,3.9657015,2.74396055
3.88068075,3.54093831,3.7054596,,3.39983121,3.5208279,3.36847623,,4.05555969,3.94750778,2.78878253,,3.57854477,3.10637614,2.24972582
4.22033164,4.71609603,3.99202804,,3.4264651,3.67576445,3.40353887,,4.5201964,3.9598581,2.94388563,,3.59618919,3.30988112,2.34106167
3.77838174,3.7459153,3.80602278,,3.49443539,3.90238713,3.56852508,,4.22334321,3.661124,2.87104774,,3.65132521,3.46210513,2.52064733
3.87998523,4.51847412,3.97172373,,3.41355013,3.33892837,3.34490956,,4.2007209,3.54078525,2.80621592,,3.5992726,2.83485939,2.17836754
3.76147152,3.4370502,4.03343837,,3.77583004,4.55593126,3.62043371,,4.00622246,2.98517313,2.45169189,,3.95325707,4.05504691,2.53373868
3.39727418,3.38471917,3.7960206,,3.77555975,4.03817586,3.62219918,,3.66250883,3.72926685,2.5482073,,3.95821132,3.6309535,2.55074524
3.89573194,4.14977346,4.04343997,,3.93579905,5.35718468,3.69612477,,3.70609465,2.93199769,2.3891217,,4.12987206,4.8706902,2.67718169
3.94367969,4.46262418,3.90541576,,3.08518923,2.96614406,3.26520845,,3.88325099,3.61253689,2.57828914,,3.24012918,2.61855451,2.06549676
4.27865832,4.80690858,3.99188283,,3.84401646,4.35511102,3.74701099,,3.71059296,2.81920104,2.43546957,,4.02320167,4.016709,2.70341517
4.07333638,4.42931015,3.94783639,,3.53622278,3.39905265,3.52937147,,4.55208599,4.56052334,2.95974667,,3.70685876,3.06061478,2.39783126
3.37792123,3.77286197,3.69846811,,3.99710507,4.37593864,3.57056273,,4.30412554,4.36360596,3.03500367,,4.19357786,3.96952785,2.51239126
3.69741221,4.48482221,3.99370672,,4.1162608,4.66232099,3.73106682,,3.68143476,2.83312361,2.59708174,,4.31496481,4.15527369,2.77300558
3.70637279,4.74911751,3.9148433,,3.55937793,3.56824135,3.50996901,,3.53043226,2.76856394,2.35978842,,3.73511906,3.21420188,2.42641979
4.16040796,4.87161753,4.0385361,,4.05172439,5.28304565,3.66930629,,3.7999145,3.12330293,2.53761383,,4.25464097,4.81606941,2.67035548
3.54502109,3.35513613,3.87412447,,3.75982506,3.91940285,3.61590519,,4.06436012,3.45080103,2.37529501,,3.93079196,3.52336458,2.58449247
3.81539665,3.74973127,3.74807377,,3.44349209,3.44536976,3.4034067,,3.86806034,2.97214528,2.3815137,,3.62148796,3.05300064,2.32225822
3.77045792,4.27442512,3.7435261,,4.04968307,4.64242791,3.65412486,,4.12042353,3.60256693,2.86821685,,4.240512,4.24016676,2.63352612
3.67072392,3.78555544,3.90884813,,4.30501898,4.42856847,3.73452753,,4.21578039,4.53253331,2.90287307,,4.51556777,4.08200318,2.7721395
3.32327993,4.28489185,3.73363446,,4.11924944,4.30053673,3.70031602,,3.82035058,2.83011719,2.57685319,,4.30930362,3.95611555,2.70987795
3.5190766,3.62250213,3.82071511,,3.87557184,5.05685531,3.52790333,,4.01104627,3.94320509,2.65597368,,4.06019618,4.64975355,2.48619888
3.96421955,3.61995609,3.84092774,,4.19797666,4.89629854,3.68009533,,3.88908627,3.51526717,2.63617876,,4.40556123,4.49474978,2.75021237
4.09369113,5.1592638,4.12448741,,3.89788829,4.94310013,3.65016159,,3.91145721,3.86103764,2.61204303,,4.07932647,4.52805512,2.64345061
3.47587686,3.19026038,3.55127196,,3.40573387,3.31697489,3.43705681,,4.32040386,4.42329845,2.7220327,,3.58617623,2.87411988,2.27792539
3.59017495,3.33573457,3.73085972,,4.04680549,4.6116248,3.7407846,,4.15457621,4.21261673,2.78459588,,4.21769239,4.26970321,2.73578679
3.53947761,3.87549445,3.86187432,,3.86882158,5.26521591,3.77980003,,3.67434793,2.77849525,2.53580561,,4.0477297,4.75971042,2.78142282
4.18376047,4.08205228,4.19017965,,3.49390079,4.05910489,3.6040622,,3.99398629,4.44530319,2.80179454,,3.64869106,3.54550837,2.5132801
3.55256678,2.59672161,3.65328377,,3.2868046,2.96451498,3.20528963,,4.30501782,4.36402553,2.92055209,,3.4803249,2.56251322,2.01017542
3.35048999,2.86564732,3.51529483,,3.96781583,4.31660666,3.69448794,,3.85908543,3.31322207,2.67044039,,4.15443581,3.85732384,2.68158393
4.33421215,5.3911779,4.17243233,,3.2958103,2.9405204,3.35578032,,4.76412459,4.18113632,3.05153884,,3.46602035,2.58615236,2.17394837
4.15859868,5.01482034,4.02656773,,3.91969183,4.41811369,3.61273459,,4.09059049,3.6415033,2.83917217,,4.1270341,3.94265913,2.51787276
3.73425271,3.65562769,3.75279235,,4.10627193,4.53481802,3.89604748,,3.96654256,3.17915543,2.77419492,,4.28364578,4.13576985,2.98091638
3.62972084,3.95237519,3.69217261,,3.18954646,3.02279303,3.27571408,,3.72571249,2.93240995,2.37084105,,3.36429589,2.63640673,2.11534133
4.15239054,5.56407388,4.21554566,,3.69584709,4.19103517,3.45425047,,4.10981201,3.45246809,2.67305534,,3.87910943,3.72183008,2.41603221
3.8175904,4.07282042,3.91046726,,3.83819521,4.6232977,3.64275752,,4.24963267,3.91735801,2.83520831,,4.01857605,4.17455997,2.63161754
3.79794498,3.67612968,3.83526536,,3.72984863,3.86818101,3.46704393,,4.08088317,3.23883492,2.55719921,,3.89235172,3.40933531,2.43800966
3.8420778,4.13187796,4.08363412,,4.18400206,4.43494471,3.69487377,,3.50391945,2.66478481,2.2746853,,4.38492797,4.02011558,2.75284709
3.62192067,3.91303181,3.63547191,,3.79546407,4.44438375,3.37198962,,4.11018823,4.45002646,2.94395138,,4.00703639,4.02490579,2.28885942
3.23727081,3.26903033,3.63415307,,3.56044367,3.90978306,3.43325777,,4.13066024,3.24940566,2.65217031,,3.74047805,3.52189516,2.32790445
3.5861153,4.14054173,3.75991085,,3.70062944,3.98419383,3.5142289,,3.76111999,2.6727305,2.32778628,,3.88115385,3.61388474,2.44931512
3.64598987,3.81271565,3.93994971,,3.82780298,4.93774352,3.7220648,,4.10600657,4.37817557,2.95680746,,3.99409087,4.53163526,2.66993474
3.76682333,3.79516592,3.81737292,,3.22344946,3.46635512,3.33984421,,4.62153537,4.29546553,3.02689245,,3.37930179,2.97859392,2.20095537
3.77452211,4.33557045,3.79935316,,3.8299373,4.04751156,3.55372434,,3.93095232,3.95616913,2.82672557,,4.02538992,3.68336977,2.57416292
3.99198782,4.03373926,3.74926118,,3.70525754,3.96866273,3.47624594,,4.41762613,4.48461691,2.9602981,,3.90936948,3.6006036,2.37324844
3.21228296,3.26051151,3.73823026,,3.99516091,5.29710731,3.63653975,,4.27559407,3.72520176,2.68203226,,4.20486899,4.82457047,2.62024137
3.71979191,3.9467926,3.83818824,,3.68350417,4.29935549,3.63094087,,4.23510177,4.08569188,2.80011658,,3.86312457,3.86965632,2.56720218
3.66437687,3.52956725,3.765856,,3.97539781,4.72795635,3.59689689,,4.1688462,4.2946061,2.99213895,,4.16489028,4.26889216,2.58537527
3.47728607,3.70957512,3.7565235,,4.32941094,5.16805323,3.70146636,,4.06806959,3.30784068,2.61553887,,4.53810353,4.7807769,2.73870048
3.74344722,5.25768604,3.87254533,,3.77043236,4.69075752,3.63208096,,3.32596563,2.39787978,2.19052289,,3.93952096,4.19847217,2.58862751
3.85803061,3.45736353,3.92645086,,4.06821849,4.78878315,3.79892715,,4.15539903,4.10229165,3.03751503,,4.24085609,4.37018,2.84311562
3.54838609,4.03760375,3.79609249,,3.4624002,3.60542719,3.39312967,,4.37367835,3.87136108,3.1794459,,3.65265421,3.10050669,2.28340241
3.74963549,4.01713071,3.94864453,,3.93592555,4.92878316,3.62951613,,4.38372699,3.67854362,2.81203586,,4.13485163,4.47808418,2.60434484
3.52893959,3.9812739,3.72385079,,3.42158231,4.19673936,3.49250262,,4.0871589,3.53160375,2.46667663,,3.58201212,3.72607085,2.39466056
4.10817833,4.85242799,4.13309077,,4.14718427,5.2818846,3.76718532,,3.71828007,2.48916336,2.30346722,,4.33700891,4.94228234,2.7798215
3.61883852,3.95090028,3.78824276,,3.80558747,3.27494458,3.49996646,,4.43347167,3.89752133,2.67442472,,4.01319976,2.94469242,2.3996223
3.84993029,5.41753893,3.97593331,,3.61339101,3.5926025,3.34750208,,3.43896279,2.8108004,2.30486124,,3.81703912,3.09777611,2.23022351
3.36189,3.29220012,3.6178284,,4.03717183,4.59073139,3.64960915,,4.19219347,3.87303704,2.82446466,,4.228503,4.15090188,2.64957615
